7/25/2024  5:19 PM
Units: N
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	0.00	0.000	
2	0.00	0.106	
3	0.00	0.142	
4	0.00	0.192	
5	0.00	0.243	
6	0.00	0.292	
7	0.00	0.342	
8	0.00	0.393	
9	0.00	0.443	
10	0.00	0.492	
11	0.00	0.542	
12	0.00	0.593	
13	0.00	0.642	
14	0.00	0.693	
15	0.00	0.742	
16	0.00	0.793	
17	0.00	0.842	
18	0.00	0.892	
19	0.00	0.944	
20	0.00	0.993	
21	0.00	1.043	
22	0.00	1.092	
23	0.00	1.142	
24	0.00	1.192	
25	0.00	1.243	
26	0.00	1.292	
27	0.00	1.342	
28	0.00	1.393	
29	0.00	1.443	
30	0.00	1.492	
31	0.00	1.542	
32	0.00	1.593	
33	0.00	1.642	
34	0.00	1.693	
35	-0.02	1.742	
36	0.00	1.793	
37	0.02	1.842	
38	0.00	1.893	
39	0.00	1.942	
40	0.00	1.993	
41	0.00	2.042	
42	0.00	2.092	
43	0.00	2.143	
44	0.00	2.193	
45	0.00	2.242	
46	0.00	2.293	
47	0.00	2.342	
48	0.00	2.393	
49	0.00	2.443	
50	0.00	2.492	
51	0.00	2.542	
52	0.00	2.592	
53	0.00	2.643	
54	0.00	2.692	
55	0.00	2.743	
56	0.00	2.793	
57	0.00	2.842	
58	0.00	2.892	
59	0.00	2.942	
60	0.00	2.992	
61	0.00	3.043	
62	0.00	3.092	
63	0.00	3.143	
64	0.00	3.193	
65	0.00	3.243	
66	0.00	3.292	
67	0.00	3.342	
68	0.00	3.393	
69	0.00	3.443	
70	0.00	3.492	
71	0.00	3.543	
72	0.00	3.593	
73	0.00	3.642	
74	0.00	3.693	
75	0.00	3.743	
76	0.00	3.792	
77	0.00	3.843	
78	0.00	3.892	
79	0.00	3.943	
80	0.00	3.992	
81	0.00	4.043	
82	0.00	4.092	
83	0.00	4.142	
84	0.00	4.192	
85	0.00	4.242	
86	0.00	4.293	
87	0.00	4.342	
88	0.00	4.393	
89	0.00	4.443	
90	0.00	4.492	
91	0.00	4.543	
92	0.00	4.593	
93	0.00	4.643	
94	0.00	4.693	
95	0.00	4.742	
96	0.00	4.793	
97	0.00	4.843	
98	0.00	4.893	
99	0.00	4.942	
100	0.00	4.992	
101	0.00	5.043	
102	0.00	5.093	
103	0.26	5.143	
104	0.52	5.192	
105	0.82	5.243	
106	0.98	5.293	
107	1.30	5.342	
108	1.88	5.393	
109	2.22	5.442	
110	2.88	5.493	
111	3.48	5.543	
112	4.00	5.593	
113	4.42	5.643	
114	4.72	5.694	
115	4.78	5.742	
116	4.76	5.792	
117	4.74	5.843	
118	4.74	5.893	
119	4.72	5.943	
120	4.70	5.992	
121	4.70	6.042	
122	4.70	6.092	
123	4.68	6.142	
124	4.68	6.192	
125	4.68	6.242	
126	4.68	6.293	
127	4.66	6.343	
128	4.10	6.393	
129	3.28	6.442	
130	2.66	6.493	
131	2.10	6.543	
132	1.62	6.593	
133	1.24	6.643	
134	0.92	6.692	
135	0.64	6.743	
136	0.42	6.793	
137	0.32	6.842	
138	0.28	6.892	
139	0.28	6.942	
140	0.28	6.992	
141	0.28	7.042	
142	0.28	7.093	
143	0.28	7.143	
144	0.28	7.193	
145	0.28	7.242	
146	0.28	7.292	
147	0.30	7.342	
148	0.30	7.392	
149	0.30	7.442	
150	0.30	7.492	
151	0.28	7.542	
152	0.24	7.592	
153	0.24	7.642	
