7/25/2024  4:16 PM
Units: N
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	0.00	0.000	
2	0.00	0.052	
3	0.00	0.099	
4	0.00	0.149	
5	0.00	0.199	
6	0.00	0.249	
7	0.00	0.299	
8	0.00	0.349	
9	0.00	0.400	
10	0.00	0.449	
11	0.00	0.499	
12	0.00	0.549	
13	0.00	0.599	
14	0.00	0.650	
15	0.00	0.699	
16	0.00	0.750	
17	0.00	0.800	
18	0.00	0.849	
19	0.00	0.900	
20	0.00	0.950	
21	0.00	1.000	
22	0.00	1.050	
23	0.00	1.100	
24	0.00	1.151	
25	0.00	1.200	
26	0.00	1.249	
27	0.00	1.300	
28	0.00	1.349	
29	0.00	1.399	
30	0.00	1.450	
31	0.00	1.499	
32	0.00	1.549	
33	0.00	1.599	
34	0.00	1.650	
35	0.00	1.700	
36	0.00	1.749	
37	0.00	1.800	
38	0.02	1.849	
39	0.00	1.900	
40	0.00	1.950	
41	0.00	2.000	
42	0.00	2.049	
43	0.00	2.099	
44	0.00	2.150	
45	0.02	2.199	
46	0.00	2.250	
47	0.00	2.300	
48	0.00	2.350	
49	0.00	2.399	
50	0.00	2.450	
51	0.00	2.499	
52	0.00	2.549	
53	0.00	2.599	
54	0.02	2.649	
55	0.00	2.699	
56	0.00	2.750	
57	0.00	2.799	
58	0.00	2.849	
59	0.00	2.900	
60	0.00	2.950	
61	0.00	3.000	
62	0.00	3.049	
63	0.00	3.099	
64	0.00	3.149	
65	0.02	3.199	
66	0.00	3.250	
67	0.00	3.300	
68	0.00	3.350	
69	0.02	3.399	
70	0.02	3.450	
71	0.02	3.500	
72	0.00	3.549	
73	0.00	3.600	
74	0.02	3.650	
75	0.02	3.700	
76	0.02	3.749	
77	0.02	3.799	
78	0.02	3.850	
79	0.02	3.899	
80	0.02	3.950	
81	0.02	3.999	
82	0.02	4.050	
83	0.02	4.099	
84	0.02	4.149	
85	0.00	4.200	
86	0.02	4.250	
87	0.02	4.299	
88	0.02	4.350	
89	0.02	4.400	
90	0.02	4.450	
91	0.02	4.499	
92	0.02	4.550	
93	0.02	4.599	
94	0.02	4.650	
95	0.02	4.699	
96	0.02	4.749	
97	0.02	4.800	
98	0.02	4.849	
99	0.02	4.900	
100	0.02	4.950	
101	0.02	4.999	
102	0.02	5.049	
103	0.02	5.099	
104	0.02	5.150	
105	0.02	5.200	
106	0.02	5.249	
107	0.00	5.300	
108	0.02	5.349	
109	0.02	5.399	
110	0.02	5.449	
111	0.02	5.500	
112	0.12	5.549	
113	0.50	5.600	
114	1.18	5.649	
115	1.80	5.700	
116	2.50	5.749	
117	3.48	5.800	
118	4.62	5.850	
119	5.84	5.900	
120	6.92	5.950	
121	8.16	5.999	
122	9.50	6.049	
123	10.86	6.099	
124	12.22	6.150	
125	13.48	6.199	
126	14.44	6.249	
127	15.18	6.299	
128	15.60	6.350	
129	15.66	6.400	
130	15.62	6.449	
131	15.56	6.500	
132	15.54	6.550	
133	15.52	6.599	
134	15.48	6.650	
135	15.48	6.699	
136	15.46	6.750	
137	15.44	6.799	
138	15.42	6.850	
139	15.42	6.900	
140	15.40	6.950	
141	15.40	6.999	
142	15.38	7.050	
143	15.38	7.100	
144	15.36	7.149	
145	15.36	7.199	
146	15.34	7.250	
147	15.34	7.299	
148	15.34	7.350	
149	15.32	7.399	
150	15.32	7.450	
151	15.32	7.500	
152	15.32	7.549	
153	15.30	7.599	
154	15.30	7.649	
155	15.28	7.699	
156	15.28	7.750	
157	15.28	7.799	
158	15.28	7.850	
159	15.28	7.899	
160	15.28	7.949	
161	15.26	8.000	
162	15.26	8.049	
163	15.26	8.100	
164	15.26	8.149	
165	15.24	8.199	
166	15.24	8.249	
167	15.24	8.299	
168	15.20	8.350	
169	13.96	8.400	
170	12.30	8.449	
171	10.68	8.500	
172	9.00	8.550	
173	7.42	8.599	
174	6.10	8.650	
175	4.78	8.699	
176	3.72	8.749	
177	2.84	8.800	
178	2.02	8.849	
179	1.32	8.900	
180	0.72	8.950	
181	0.40	8.999	
182	0.34	9.050	
183	0.32	9.099	
184	0.32	9.150	
185	0.32	9.200	
186	0.32	9.250	
187	0.34	9.299	
188	0.32	9.349	
189	0.28	9.400	
190	0.22	9.449	
191	0.16	9.500	
192	0.12	9.549	
193	0.04	9.599	
194	0.02	9.650	
195	0.00	9.700	
196	0.00	9.749	
197	0.00	9.800	
198	0.00	9.849	
199	0.00	9.900	
200	0.00	9.950	
201	0.00	10.000	
202	0.02	10.050	
203	0.02	10.099	
204	0.00	10.150	
205	0.00	10.199	
206	0.02	10.249	
207	0.02	10.300	
208	0.02	10.349	
209	0.02	10.399	
210	0.02	10.450	
211	0.02	10.499	
212	0.02	10.550	
