7/25/2024  4:41 PM
Units: N
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	0.00	0.000	
2	0.00	0.099	
3	0.00	0.148	
4	0.00	0.198	
5	0.00	0.249	
6	0.00	0.298	
7	0.00	0.348	
8	0.00	0.399	
9	0.00	0.449	
10	0.00	0.499	
11	0.00	0.549	
12	0.00	0.599	
13	0.00	0.648	
14	0.00	0.699	
15	0.00	0.748	
16	0.00	0.798	
17	0.00	0.848	
18	0.00	0.898	
19	0.00	0.948	
20	0.00	0.999	
21	0.00	1.049	
22	0.00	1.099	
23	0.00	1.148	
24	0.00	1.199	
25	0.00	1.248	
26	0.00	1.299	
27	0.00	1.348	
28	0.00	1.399	
29	0.00	1.449	
30	0.00	1.498	
31	0.00	1.549	
32	0.00	1.598	
33	0.00	1.649	
34	0.00	1.699	
35	0.00	1.748	
36	0.00	1.798	
37	0.00	1.848	
38	0.00	1.899	
39	0.00	1.948	
40	0.00	1.998	
41	0.00	2.049	
42	0.00	2.098	
43	0.00	2.148	
44	0.00	2.198	
45	0.00	2.249	
46	0.00	2.299	
47	0.00	2.348	
48	0.00	2.399	
49	0.00	2.448	
50	0.00	2.499	
51	0.00	2.549	
52	0.00	2.598	
53	0.00	2.648	
54	0.00	2.698	
55	0.00	2.749	
56	0.00	2.798	
57	0.00	2.848	
58	0.00	2.898	
59	0.00	2.949	
60	0.00	2.998	
61	0.00	3.049	
62	0.00	3.100	
63	0.00	3.148	
64	0.00	3.198	
65	0.00	3.248	
66	0.00	3.298	
67	0.00	3.348	
68	0.00	3.398	
69	0.00	3.448	
70	0.00	3.498	
71	0.00	3.548	
72	0.00	3.599	
73	0.00	3.648	
74	0.00	3.699	
75	0.00	3.748	
76	0.00	3.798	
77	0.00	3.848	
78	0.00	3.898	
79	0.00	3.949	
80	0.00	3.998	
81	0.00	4.048	
82	0.00	4.098	
83	0.00	4.148	
84	0.00	4.199	
85	0.00	4.249	
86	0.00	4.298	
87	0.00	4.348	
88	0.00	4.398	
89	0.00	4.448	
90	0.00	4.499	
91	0.00	4.548	
92	0.00	4.598	
93	0.00	4.648	
94	0.00	4.698	
95	0.00	4.748	
96	0.00	4.798	
97	0.00	4.849	
98	0.00	4.898	
99	0.00	4.948	
100	0.00	4.998	
101	0.00	5.048	
102	0.00	5.098	
103	0.00	5.148	
104	0.00	5.199	
105	0.00	5.248	
106	0.00	5.298	
107	0.00	5.348	
108	0.00	5.398	
109	0.00	5.448	
110	0.00	5.498	
111	0.00	5.548	
112	0.16	5.598	
113	0.52	5.648	
114	1.02	5.698	
115	1.54	5.748	
116	2.16	5.798	
117	3.02	5.849	
118	4.02	5.899	
119	5.06	5.949	
120	6.64	5.998	
121	6.96	6.049	
122	7.78	6.098	
123	8.40	6.148	
124	8.64	6.198	
125	8.66	6.248	
126	8.62	6.298	
127	8.58	6.348	
128	8.56	6.399	
129	8.54	6.448	
130	8.54	6.499	
131	8.52	6.549	
132	8.50	6.598	
133	8.50	6.649	
134	8.48	6.698	
135	8.48	6.749	
136	8.46	6.798	
137	8.46	6.849	
138	8.46	6.898	
139	8.44	6.948	
140	8.44	6.999	
141	8.44	7.048	
142	8.44	7.099	
143	8.42	7.148	
144	8.42	7.198	
145	8.42	7.248	
146	8.40	7.299	
147	8.40	7.348	
148	8.28	7.398	
149	7.00	7.448	
150	5.22	7.499	
151	3.80	7.549	
152	2.94	7.598	
153	2.22	7.649	
154	1.54	7.698	
155	1.04	7.748	
156	0.74	7.798	
157	0.64	7.849	
158	0.58	7.898	
159	0.56	7.948	
160	0.56	7.999	
161	0.56	8.049	
162	0.56	8.099	
163	0.56	8.149	
164	0.56	8.199	
165	0.56	8.249	
166	0.50	8.299	
167	0.38	8.349	
168	0.34	8.399	
169	0.26	8.449	
170	0.16	8.498	
171	0.10	8.549	
172	0.08	8.598	
173	0.08	8.649	
174	0.06	8.699	
175	0.06	8.748	
176	0.08	8.799	
177	0.08	8.848	
178	0.08	8.898	
