Format Version,1.21,Take Name,Take 2024-08-16 12.00.25 AM,Capture Frame Rate,50.000000,Export Frame Rate,50.000000,Capture Start Time,2024-08-16 12.00.25.770 AM,Total Frames in Take,2913,Total Exported Frames,2913,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
276,5.520000,-0.000769,-0.018164,0.001158,0.999834,0.119774,0.017269,0.155111,0.000148,0.154135,0.012556,0.116307,0.981158,0.100247,0.034174,0.129915,0.948812,0.167985,0.013131,0.174663,0.977686,0.123360,0.013674,0.215252,0.945280,0.053144,0.012812,0.139420,0.962431,0.154130,0.012447,0.116403,0.100109,0.034253,0.129751,0.167923,0.013270,0.174618,0.123521,0.013444,0.215382,0.053072,0.013127,0.139235,0.000570,0.018380,0.004418,0.009218,0.018339,-0.195411,0.159273,0.018577,-0.188604,0.149759,0.376445,0.197600,0.126823,0.375792,0.096449,0.049750,0.376797,0.167296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,5.540000,-0.001015,-0.017862,0.000776,0.999840,0.119780,0.017290,0.155146,0.000119,0.154114,0.012532,0.116323,0.980382,0.100251,0.034198,0.129953,0.951850,0.168000,0.013124,0.174670,0.976128,0.123400,0.013721,0.215286,0.962676,0.053138,0.012877,0.139497,0.979819,0.154131,0.012447,0.116404,0.100108,0.034248,0.129758,0.167934,0.013271,0.174633,0.123518,0.013438,0.215377,0.053122,0.013024,0.139556,0.000565,0.018381,0.004423,0.009328,0.018106,-0.195097,0.159271,0.018580,-0.188605,0.149764,0.376442,0.197595,0.126828,0.375784,0.096462,0.049757,0.376800,0.167299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,5.560000,-0.000970,-0.017891,0.000784,0.999839,0.119785,0.017291,0.155138,0.000123,0.154121,0.012536,0.116317,0.980382,0.100257,0.034200,0.129946,0.951850,0.168003,0.013123,0.174665,0.976128,0.123401,0.013716,0.215278,0.962676,0.053143,0.012877,0.139485,0.979819,0.154132,0.012446,0.116404,0.100112,0.034248,0.129757,0.167922,0.013268,0.174619,0.123525,0.013446,0.215382,0.053146,0.013028,0.139531,0.000565,0.018380,0.004422,0.009220,0.018340,-0.195409,0.159277,0.018576,-0.188603,0.149768,0.376441,0.197587,0.126834,0.375788,0.096465,0.049755,0.376797,0.167291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,5.580000,-0.000808,-0.018171,0.001201,0.999834,0.119779,0.017269,0.155116,0.000150,0.154140,0.012556,0.116312,0.981372,0.100251,0.034171,0.129918,0.951300,0.167990,0.013137,0.174668,0.974251,0.123364,0.013679,0.215257,0.961713,0.053150,0.012805,0.139424,0.977437,0.154135,0.012446,0.116407,0.100110,0.034253,0.129753,0.167940,0.013279,0.174629,0.123519,0.013443,0.215378,0.053073,0.013126,0.139234,0.000568,0.018384,0.004420,0.009182,0.018277,-0.195377,0.159274,0.018579,-0.188604,0.149760,0.376446,0.197600,0.126833,0.375793,0.096448,0.049757,0.376793,0.167295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,5.600000,-0.000826,-0.018172,0.001159,0.999834,0.119779,0.017268,0.155118,0.000148,0.154140,0.012550,0.116315,0.982161,0.100252,0.034170,0.129919,0.948276,0.167990,0.013131,0.174670,0.976582,0.123364,0.013679,0.215259,0.945675,0.053150,0.012808,0.139426,0.962268,0.154131,0.012442,0.116408,0.100114,0.034250,0.129750,0.167940,0.013276,0.174636,0.123519,0.013437,0.215378,0.053075,0.013127,0.139242,0.000562,0.018382,0.004414,0.009217,0.018341,-0.195406,0.159273,0.018579,-0.188603,0.149760,0.376443,0.197594,0.126826,0.375792,0.096454,0.049756,0.376797,0.167297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,5.620000,-0.000770,-0.018187,0.001162,0.999834,0.119778,0.017271,0.155114,0.000152,0.154140,0.012557,0.116312,0.981111,0.100252,0.034175,0.129917,0.947561,0.167988,0.013133,0.174668,0.975953,0.123361,0.013676,0.215255,0.944655,0.053149,0.012813,0.139420,0.961126,0.154135,0.012448,0.116406,0.100112,0.034258,0.129747,0.167937,0.013277,0.174632,0.123521,0.013437,0.215379,0.053069,0.013131,0.139235,0.000566,0.018381,0.004418,0.009223,0.018341,-0.195411,0.159272,0.018578,-0.188603,0.149757,0.376443,0.197599,0.126829,0.375788,0.096454,0.049754,0.376797,0.167296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,5.640000,-0.000732,-0.018189,0.001159,0.999834,0.119780,0.017267,0.155108,0.000149,0.154143,0.012557,0.116305,0.981111,0.100254,0.034174,0.129911,0.947561,0.167990,0.013128,0.174661,0.975953,0.123363,0.013667,0.215248,0.944655,0.053151,0.012811,0.139413,0.961126,0.154152,0.012460,0.116379,0.100110,0.034254,0.129752,0.167924,0.013266,0.174622,0.123517,0.013446,0.215384,0.053073,0.013126,0.139238,0.000568,0.018380,0.004421,0.009328,0.018104,-0.195096,0.159275,0.018577,-0.188603,0.149760,0.376444,0.197596,0.126833,0.375784,0.096462,0.049752,0.376794,0.167296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,5.660000,-0.000808,-0.018120,0.001097,0.999835,0.119769,0.017267,0.155113,0.000149,0.154126,0.012546,0.116306,0.979987,0.100242,0.034172,0.129917,0.947354,0.167981,0.013124,0.174660,0.978971,0.123360,0.013675,0.215254,0.945920,0.053138,0.012816,0.139428,0.961113,0.154112,0.012434,0.116406,0.100107,0.034255,0.129754,0.167920,0.013265,0.174618,0.123526,0.013444,0.215381,0.053069,0.013129,0.139236,0.000567,0.018382,0.004416,0.009180,0.018282,-0.195378,0.159275,0.018584,-0.188604,0.149761,0.376447,0.197592,0.126828,0.375783,0.096459,0.049757,0.376794,0.167296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,5.680000,-0.000935,-0.017895,0.000794,0.999839,0.119785,0.017290,0.155134,0.000126,0.154121,0.012538,0.116313,0.980783,0.100257,0.034201,0.129943,0.950260,0.168004,0.013122,0.174661,0.973973,0.123401,0.013711,0.215275,0.960469,0.053144,0.012876,0.139481,0.976885,0.154135,0.012450,0.116402,0.100110,0.034253,0.129751,0.167922,0.013263,0.174617,0.123527,0.013443,0.215377,0.053143,0.013037,0.139515,0.000565,0.018379,0.004419,0.009183,0.018280,-0.195382,0.159276,0.018580,-0.188604,0.149765,0.376439,0.197594,0.126831,0.375787,0.096458,0.049754,0.376796,0.167298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,5.700000,-0.000974,-0.017911,0.000776,0.999839,0.119784,0.017291,0.155138,0.000124,0.154121,0.012535,0.116318,0.981663,0.100257,0.034201,0.129945,0.950440,0.168001,0.013123,0.174667,0.974455,0.123397,0.013717,0.215279,0.961203,0.053143,0.012879,0.139482,0.977665,0.154132,0.012448,0.116406,0.100111,0.034252,0.129750,0.167924,0.013269,0.174623,0.123524,0.013448,0.215386,0.053143,0.013028,0.139530,0.000571,0.018381,0.004417,0.009370,0.018462,-0.195311,0.159273,0.018579,-0.188603,0.149763,0.376439,0.197596,0.126831,0.375787,0.096455,0.049757,0.376795,0.167294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,5.720000,-0.000820,-0.018155,0.001116,0.999834,0.119773,0.017266,0.155118,0.000150,0.154132,0.012545,0.116313,0.981663,0.100246,0.034170,0.129920,0.950440,0.167983,0.013125,0.174669,0.974455,0.123359,0.013676,0.215259,0.961203,0.053142,0.012812,0.139428,0.977665,0.154113,0.012437,0.116407,0.100110,0.034253,0.129755,0.167935,0.013268,0.174637,0.123523,0.013445,0.215385,0.053069,0.013127,0.139232,0.000568,0.018381,0.004418,0.009182,0.018278,-0.195381,0.159275,0.018582,-0.188605,0.149760,0.376446,0.197595,0.126830,0.375788,0.096455,0.049754,0.376794,0.167297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,5.740000,-0.000776,-0.018141,0.001172,0.999835,0.119776,0.017268,0.155112,0.000147,0.154135,0.012555,0.116306,0.982726,0.100247,0.034172,0.129916,0.948468,0.167988,0.013131,0.174661,0.976421,0.123364,0.013674,0.215252,0.944178,0.053145,0.012809,0.139424,0.960539,0.154131,0.012447,0.116402,0.100110,0.034252,0.129749,0.167922,0.013273,0.174617,0.123525,0.013441,0.215381,0.053074,0.013121,0.139245,0.000569,0.018381,0.004421,0.009218,0.018345,-0.195409,0.159277,0.018580,-0.188601,0.149762,0.376445,0.197599,0.126830,0.375788,0.096459,0.049756,0.376796,0.167298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,5.760000,-0.000919,-0.018006,0.000813,0.999837,0.119810,0.017295,0.155133,0.000148,0.154155,0.012546,0.116320,0.974776,0.100287,0.034206,0.129938,0.942224,0.168024,0.013129,0.174671,0.968189,0.123412,0.013714,0.215274,0.966972,0.053172,0.012879,0.139464,0.962442,0.154135,0.012449,0.116402,0.100107,0.034253,0.129749,0.167938,0.013279,0.174628,0.123520,0.013441,0.215381,0.053268,0.013013,0.139520,0.000566,0.018380,0.004417,0.009217,0.018339,-0.195406,0.159275,0.018582,-0.188605,0.149759,0.376443,0.197595,0.126830,0.375789,0.096453,0.049756,0.376793,0.167297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,5.780000,-0.001029,-0.017894,0.000820,0.999839,0.119787,0.017293,0.155141,0.000124,0.154124,0.012536,0.116320,0.981850,0.100258,0.034199,0.129946,0.949322,0.168006,0.013132,0.174668,0.975018,0.123403,0.013726,0.215281,0.961059,0.053146,0.012874,0.139488,0.978257,0.154133,0.012446,0.116406,0.100108,0.034251,0.129752,0.167937,0.013280,0.174630,0.123527,0.013449,0.215380,0.053145,0.013031,0.139526,0.000569,0.018382,0.004421,0.009179,0.018280,-0.195380,0.159275,0.018579,-0.188604,0.149762,0.376440,0.197596,0.126828,0.375791,0.096453,0.049757,0.376798,0.167300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,5.800000,-0.001020,-0.017926,0.000802,0.999839,0.119788,0.017292,0.155143,0.000123,0.154127,0.012535,0.116324,0.981850,0.100261,0.034199,0.129947,0.949322,0.168005,0.013128,0.174673,0.975018,0.123400,0.013723,0.215284,0.961059,0.053148,0.012875,0.139485,0.978257,0.154136,0.012449,0.116407,0.100110,0.034251,0.129748,0.167938,0.013275,0.174637,0.123520,0.013447,0.215384,0.053150,0.013032,0.139530,0.000566,0.018381,0.004417,0.009179,0.018281,-0.195383,0.159273,0.018583,-0.188605,0.149766,0.376438,0.197590,0.126828,0.375786,0.096457,0.049752,0.376798,0.167295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,5.820000,-0.001004,-0.017914,0.000806,0.999839,0.119787,0.017292,0.155139,0.000123,0.154124,0.012536,0.116320,0.982479,0.100259,0.034199,0.129945,0.948546,0.168004,0.013128,0.174669,0.974951,0.123400,0.013722,0.215280,0.961856,0.053146,0.012875,0.139484,0.978574,0.154135,0.012448,0.116404,0.100109,0.034251,0.129750,0.167938,0.013276,0.174632,0.123519,0.013443,0.215376,0.053142,0.013035,0.139524,0.000566,0.018379,0.004420,0.009179,0.018268,-0.195375,0.159272,0.018580,-0.188605,0.149763,0.376440,0.197593,0.126829,0.375785,0.096457,0.049754,0.376794,0.167288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,5.840000,-0.000909,-0.018015,0.000771,0.999837,0.119807,0.017295,0.155136,0.000148,0.154153,0.012544,0.116323,0.974621,0.100286,0.034208,0.129941,0.943857,0.168021,0.013124,0.174674,0.966955,0.123408,0.013712,0.215277,0.966781,0.053169,0.012885,0.139466,0.962543,0.154135,0.012449,0.116407,0.100111,0.034255,0.129752,0.167924,0.013269,0.174631,0.123519,0.013445,0.215384,0.053268,0.013006,0.139532,0.000567,0.018377,0.004424,0.009183,0.018279,-0.195379,0.159271,0.018580,-0.188602,0.149763,0.376443,0.197594,0.126828,0.375785,0.096460,0.049754,0.376796,0.167296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,5.860000,-0.000768,-0.018171,0.001163,0.999834,0.119772,0.017270,0.155112,0.000148,0.154134,0.012557,0.116308,0.981174,0.100245,0.034175,0.129915,0.949656,0.167983,0.013132,0.174664,0.977573,0.123357,0.013675,0.215253,0.944604,0.053143,0.012812,0.139420,0.961906,0.154127,0.012447,0.116408,0.100111,0.034254,0.129755,0.167921,0.013272,0.174618,0.123522,0.013450,0.215386,0.053068,0.013127,0.139229,0.000565,0.018377,0.004420,0.009183,0.018276,-0.195376,0.159273,0.018582,-0.188603,0.149761,0.376445,0.197595,0.126827,0.375786,0.096458,0.049753,0.376798,0.167296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,5.880000,-0.000971,-0.017923,0.000798,0.999839,0.119784,0.017295,0.155138,0.000124,0.154123,0.012542,0.116319,0.981174,0.100257,0.034205,0.129944,0.949656,0.168001,0.013129,0.174668,0.977573,0.123396,0.013721,0.215278,0.944604,0.053144,0.012880,0.139481,0.961906,0.154133,0.012451,0.116407,0.100113,0.034259,0.129750,0.167920,0.013275,0.174622,0.123522,0.013447,0.215381,0.053144,0.013033,0.139523,0.000564,0.018381,0.004416,0.009217,0.018338,-0.195411,0.159274,0.018580,-0.188603,0.149755,0.376453,0.197600,0.126828,0.375787,0.096451,0.049755,0.376799,0.167293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,5.900000,-0.000951,-0.017993,0.000782,0.999837,0.119808,0.017297,0.155136,0.000148,0.154152,0.012543,0.116322,0.981252,0.100286,0.034208,0.129940,0.950928,0.168023,0.013129,0.174672,0.974033,0.123412,0.013720,0.215277,0.960874,0.053170,0.012884,0.139469,0.977692,0.154131,0.012448,0.116405,0.100108,0.034253,0.129750,0.167936,0.013275,0.174630,0.123520,0.013448,0.215383,0.053266,0.013015,0.139528,0.000568,0.018384,0.004417,0.009182,0.018274,-0.195377,0.159274,0.018582,-0.188606,0.149766,0.376443,0.197593,0.126830,0.375788,0.096456,0.049753,0.376796,0.167292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,5.920000,-0.000955,-0.017930,0.000779,0.999839,0.119781,0.017291,0.155137,0.000127,0.154120,0.012537,0.116319,0.981089,0.100255,0.034202,0.129944,0.949748,0.167998,0.013123,0.174668,0.973981,0.123392,0.013715,0.215278,0.961097,0.053140,0.012879,0.139479,0.975869,0.154131,0.012446,0.116407,0.100106,0.034250,0.129754,0.167916,0.013269,0.174623,0.123518,0.013445,0.215385,0.053146,0.013040,0.139517,0.000565,0.018375,0.004422,0.009175,0.018276,-0.195379,0.159272,0.018580,-0.188602,0.149760,0.376443,0.197591,0.126830,0.375785,0.096458,0.049752,0.376796,0.167297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,5.940000,-0.000904,-0.017999,0.000765,0.999837,0.119806,0.017298,0.155132,0.000148,0.154150,0.012547,0.116317,0.973417,0.100283,0.034211,0.129937,0.945488,0.168020,0.013126,0.174668,0.966505,0.123408,0.013715,0.215272,0.967602,0.053167,0.012889,0.139463,0.961912,0.154133,0.012449,0.116406,0.100112,0.034253,0.129754,0.167917,0.013271,0.174615,0.123518,0.013444,0.215378,0.053268,0.013009,0.139532,0.000567,0.018383,0.004418,0.009240,0.018330,-0.195282,0.159272,0.018578,-0.188605,0.149763,0.376439,0.197592,0.126831,0.375790,0.096460,0.049755,0.376797,0.167292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,5.960000,-0.000998,-0.017923,0.000774,0.999839,0.119782,0.017295,0.155138,0.000127,0.154120,0.012537,0.116319,0.973417,0.100256,0.034204,0.129943,0.945488,0.167999,0.013128,0.174668,0.966505,0.123393,0.013724,0.215279,0.967602,0.053141,0.012882,0.139481,0.961912,0.154129,0.012448,0.116408,0.100107,0.034256,0.129747,0.167920,0.013271,0.174622,0.123522,0.013460,0.215392,0.053142,0.013045,0.139514,0.000566,0.018383,0.004420,0.009179,0.018276,-0.195376,0.159272,0.018579,-0.188601,0.149754,0.376451,0.197597,0.126830,0.375786,0.096455,0.049753,0.376793,0.167293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,5.980000,-0.000831,-0.018145,0.001103,0.999834,0.119770,0.017270,0.155117,0.000147,0.154129,0.012548,0.116312,0.981552,0.100244,0.034174,0.129919,0.949179,0.167981,0.013129,0.174667,0.974342,0.123358,0.013682,0.215258,0.960131,0.053139,0.012818,0.139429,0.976091,0.154114,0.012439,0.116409,0.100111,0.034255,0.129751,0.167917,0.013274,0.174629,0.123523,0.013444,0.215381,0.053073,0.013129,0.139244,0.000567,0.018379,0.004419,0.009239,0.018330,-0.195282,0.159271,0.018581,-0.188603,0.149763,0.376441,0.197591,0.126827,0.375787,0.096455,0.049753,0.376795,0.167291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,6.000000,-0.000791,-0.018169,0.001154,0.999834,0.119778,0.017273,0.155115,0.000149,0.154139,0.012557,0.116311,0.982425,0.100252,0.034177,0.129917,0.947336,0.167989,0.013135,0.174667,0.976937,0.123364,0.013680,0.215256,0.945911,0.053149,0.012815,0.139423,0.961745,0.154134,0.012453,0.116399,0.100109,0.034259,0.129751,0.167937,0.013275,0.174634,0.123521,0.013451,0.215382,0.053075,0.013130,0.139241,0.000566,0.018380,0.004417,0.009218,0.018338,-0.195409,0.159276,0.018582,-0.188606,0.149766,0.376444,0.197596,0.126827,0.375790,0.096457,0.049756,0.376790,0.167293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,6.020000,-0.000762,-0.018172,0.001130,0.999834,0.119775,0.017272,0.155113,0.000144,0.154136,0.012557,0.116309,0.981606,0.100249,0.034178,0.129916,0.950113,0.167985,0.013130,0.174665,0.978688,0.123359,0.013675,0.215253,0.946542,0.053145,0.012818,0.139420,0.963581,0.154133,0.012452,0.116402,0.100115,0.034254,0.129753,0.167920,0.013270,0.174620,0.123516,0.013449,0.215385,0.053072,0.013125,0.139247,0.000568,0.018379,0.004419,0.009220,0.018335,-0.195410,0.159273,0.018584,-0.188604,0.149763,0.376442,0.197594,0.126828,0.375782,0.096462,0.049753,0.376795,0.167299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,6.040000,-0.001017,-0.017928,0.000806,0.999839,0.119784,0.017293,0.155142,0.000123,0.154123,0.012536,0.116324,0.982155,0.100257,0.034200,0.129947,0.949628,0.168001,0.013130,0.174673,0.975537,0.123396,0.013724,0.215283,0.960751,0.053144,0.012876,0.139484,0.978348,0.154131,0.012450,0.116407,0.100109,0.034254,0.129752,0.167934,0.013274,0.174636,0.123520,0.013452,0.215382,0.053138,0.013036,0.139519,0.000566,0.018380,0.004421,0.009314,0.018413,-0.195406,0.159273,0.018582,-0.188603,0.149762,0.376439,0.197591,0.126828,0.375785,0.096462,0.049754,0.376796,0.167297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,6.060000,-0.000963,-0.017920,0.000778,0.999839,0.119781,0.017292,0.155136,0.000124,0.154119,0.012537,0.116316,0.982155,0.100255,0.034202,0.129942,0.949628,0.167999,0.013124,0.174665,0.975537,0.123394,0.013716,0.215276,0.960751,0.053140,0.012879,0.139479,0.978348,0.154133,0.012446,0.116404,0.100110,0.034251,0.129755,0.167920,0.013271,0.174618,0.123519,0.013447,0.215384,0.053138,0.013035,0.139518,0.000565,0.018377,0.004421,0.009219,0.018338,-0.195410,0.159273,0.018581,-0.188606,0.149761,0.376445,0.197597,0.126826,0.375785,0.096460,0.049751,0.376800,0.167295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,6.080000,-0.000779,-0.018184,0.001177,0.999834,0.119775,0.017268,0.155115,0.000151,0.154137,0.012555,0.116313,0.980963,0.100248,0.034172,0.129918,0.951013,0.167985,0.013132,0.174669,0.974979,0.123358,0.013674,0.215256,0.961349,0.053146,0.012808,0.139422,0.976976,0.154132,0.012450,0.116401,0.100106,0.034248,0.129756,0.167934,0.013274,0.174635,0.123517,0.013442,0.215380,0.053067,0.013136,0.139228,0.000567,0.018380,0.004418,0.009175,0.018276,-0.195380,0.159272,0.018581,-0.188604,0.149759,0.376442,0.197602,0.126832,0.375786,0.096460,0.049754,0.376794,0.167295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,6.100000,-0.000963,-0.017915,0.000778,0.999839,0.119781,0.017292,0.155138,0.000123,0.154119,0.012537,0.116318,0.981635,0.100255,0.034202,0.129945,0.950266,0.167999,0.013124,0.174667,0.974663,0.123394,0.013716,0.215278,0.961761,0.053140,0.012880,0.139482,0.977697,0.154130,0.012450,0.116405,0.100108,0.034254,0.129752,0.167923,0.013268,0.174621,0.123517,0.013449,0.215385,0.053141,0.013031,0.139526,0.000564,0.018382,0.004419,0.009218,0.018338,-0.195410,0.159273,0.018576,-0.188602,0.149760,0.376445,0.197593,0.126829,0.375785,0.096461,0.049754,0.376795,0.167295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,6.120000,-0.001016,-0.017914,0.000803,0.999839,0.119785,0.017291,0.155143,0.000122,0.154123,0.012534,0.116324,0.982760,0.100258,0.034198,0.129948,0.948584,0.168003,0.013127,0.174672,0.975655,0.123398,0.013722,0.215284,0.962307,0.053144,0.012874,0.139487,0.978419,0.154132,0.012447,0.116402,0.100105,0.034250,0.129754,0.167937,0.013274,0.174638,0.123517,0.013450,0.215383,0.053144,0.013032,0.139527,0.000562,0.018378,0.004422,0.009239,0.018333,-0.195280,0.159271,0.018582,-0.188604,0.149761,0.376439,0.197591,0.126827,0.375780,0.096466,0.049754,0.376794,0.167291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,6.140000,-0.000779,-0.018170,0.001142,0.999834,0.119773,0.017271,0.155114,0.000148,0.154134,0.012555,0.116310,0.982760,0.100247,0.034176,0.129916,0.948584,0.167984,0.013131,0.174665,0.975655,0.123358,0.013676,0.215255,0.962307,0.053143,0.012815,0.139422,0.978419,0.154130,0.012450,0.116405,0.100110,0.034255,0.129751,0.167918,0.013268,0.174621,0.123522,0.013453,0.215389,0.053069,0.013130,0.139238,0.000564,0.018380,0.004419,0.009182,0.018276,-0.195376,0.159271,0.018580,-0.188601,0.149765,0.376437,0.197591,0.126827,0.375786,0.096454,0.049750,0.376795,0.167296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,6.160000,-0.001011,-0.017905,0.000833,0.999839,0.119785,0.017293,0.155140,0.000122,0.154123,0.012538,0.116320,0.981441,0.100256,0.034198,0.129945,0.948830,0.168004,0.013132,0.174668,0.977854,0.123400,0.013723,0.215280,0.944794,0.053144,0.012872,0.139485,0.962207,0.154132,0.012447,0.116405,0.100107,0.034251,0.129755,0.167938,0.013279,0.174626,0.123520,0.013450,0.215383,0.053141,0.013030,0.139521,0.000565,0.018381,0.004418,0.009186,0.018282,-0.195376,0.159275,0.018583,-0.188603,0.149763,0.376442,0.197589,0.126825,0.375782,0.096461,0.049751,0.376795,0.167289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,6.180000,-0.000953,-0.017909,0.000782,0.999839,0.119783,0.017290,0.155137,0.000124,0.154120,0.012536,0.116317,0.981080,0.100255,0.034200,0.129944,0.949807,0.168000,0.013122,0.174665,0.975350,0.123396,0.013713,0.215277,0.961546,0.053141,0.012877,0.139481,0.976854,0.154134,0.012447,0.116402,0.100107,0.034254,0.129755,0.167924,0.013267,0.174618,0.123518,0.013447,0.215386,0.053137,0.013039,0.139515,0.000565,0.018381,0.004421,0.009326,0.018110,-0.195101,0.159273,0.018583,-0.188602,0.149760,0.376441,0.197595,0.126829,0.375783,0.096458,0.049757,0.376799,0.167296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,6.200000,-0.000739,-0.018169,0.001170,0.999834,0.119774,0.017270,0.155111,0.000149,0.154135,0.012559,0.116307,0.980678,0.100246,0.034175,0.129915,0.948584,0.167984,0.013131,0.174663,0.977781,0.123359,0.013671,0.215252,0.945161,0.053144,0.012811,0.139419,0.961602,0.154133,0.012452,0.116405,0.100108,0.034252,0.129754,0.167921,0.013267,0.174615,0.123522,0.013449,0.215387,0.053070,0.013130,0.139233,0.000564,0.018379,0.004420,0.009221,0.018338,-0.195409,0.159276,0.018582,-0.188603,0.149759,0.376455,0.197605,0.126830,0.375783,0.096461,0.049753,0.376793,0.167294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,6.220000,-0.001009,-0.017891,0.000748,0.999839,0.119774,0.017292,0.155141,0.000122,0.154110,0.012532,0.116320,0.980678,0.100248,0.034201,0.129947,0.948584,0.167993,0.013123,0.174668,0.977781,0.123390,0.013721,0.215281,0.945161,0.053132,0.012882,0.139488,0.961602,0.154131,0.012449,0.116404,0.100108,0.034250,0.129750,0.167916,0.013267,0.174625,0.123514,0.013449,0.215384,0.053117,0.013029,0.139550,0.000566,0.018377,0.004422,0.009332,0.018112,-0.195101,0.159272,0.018583,-0.188603,0.149760,0.376448,0.197599,0.126832,0.375783,0.096467,0.049759,0.376795,0.167295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,6.240000,-0.001012,-0.017922,0.000824,0.999839,0.119784,0.017289,0.155143,0.000123,0.154122,0.012534,0.116325,0.980032,0.100256,0.034195,0.129948,0.952317,0.168001,0.013127,0.174673,0.975367,0.123396,0.013720,0.215284,0.961758,0.053143,0.012869,0.139486,0.978380,0.154127,0.012446,0.116411,0.100107,0.034245,0.129754,0.167936,0.013272,0.174633,0.123518,0.013451,0.215390,0.053143,0.013032,0.139519,0.000565,0.018383,0.004415,0.009277,0.018396,-0.195309,0.159269,0.018576,-0.188601,0.149761,0.376446,0.197601,0.126832,0.375784,0.096455,0.049754,0.376799,0.167292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
