Format Version,1.21,Take Name,Take 2024-08-16 12.35.38 AM,Capture Frame Rate,50.000000,Export Frame Rate,50.000000,Capture Start Time,2024-08-16 12.35.38.701 AM,Total Frames in Take,2688,Total Exported Frames,2688,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
734,14.680000,0.152439,0.917727,0.051794,-0.363122,0.081819,0.070158,0.171425,0.000640,0.083661,0.065406,0.223219,0.909735,0.117183,0.076298,0.175115,0.862539,0.035173,0.081596,0.191845,0.722727,0.037652,0.080385,0.131582,0.875138,0.135425,0.047103,0.135362,0.829800,0.083706,0.065710,0.223786,0.116788,0.076135,0.175163,0.036411,0.081649,0.191092,0.037622,0.080285,0.131532,0.135126,0.047649,0.135072,0.008638,0.018457,-0.195815,0.158645,0.018569,-0.188246,-0.001137,0.018424,0.003884,0.147623,0.427288,0.154487,,,,0.231564,0.398894,0.209999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,14.700000,0.154000,0.918445,0.051973,-0.360612,0.085627,0.070368,0.173135,0.000621,0.087194,0.065697,0.224946,0.928586,0.120991,0.076407,0.176993,0.861299,0.038914,0.081982,0.193302,0.725710,0.041692,0.080663,0.133055,0.868436,0.139343,0.047092,0.137381,0.839759,0.087209,0.065999,0.225476,0.120591,0.076251,0.177029,0.040056,0.082021,0.192579,0.041695,0.080445,0.133269,0.139113,0.047618,0.137066,0.008638,0.018459,-0.195813,0.158642,0.018571,-0.188247,-0.001138,0.018417,0.003886,0.152397,0.427310,0.155860,,,,0.236008,0.398799,0.211901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,14.720000,0.154633,0.919670,0.051691,-0.357244,0.089569,0.070483,0.174545,0.000549,0.090774,0.065921,0.226376,0.928586,0.124911,0.076497,0.178635,0.861299,0.042729,0.082183,0.194364,0.725710,0.045923,0.080732,0.134140,0.868436,0.143509,0.047080,0.139213,0.839759,0.090805,0.066199,0.226928,0.124530,0.076342,0.178709,0.043828,0.082270,0.193793,0.045845,0.080703,0.134101,0.143286,0.047597,0.138910,0.008642,0.018461,-0.195819,0.158642,0.018571,-0.188248,-0.001138,0.018421,0.003883,0.157108,0.427322,0.157391,0.245734,0.395410,0.111776,0.240258,0.398726,0.214024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,14.740000,0.154794,0.921077,0.052202,-0.353456,0.093662,0.070508,0.175711,0.074924,0.094443,0.065971,0.227552,0.909906,0.128973,0.076503,0.180084,0.883629,0.046669,0.082247,0.195143,0.763895,0.050351,0.080765,0.134948,0.897553,0.147872,0.047054,0.140829,0.858421,,,,,,,0.047745,0.082355,0.194647,0.050241,0.080800,0.134857,0.147666,0.047566,0.140490,0.008639,0.018453,-0.195819,0.158645,0.018567,-0.188245,-0.001136,0.018420,0.003888,0.161574,0.427351,0.159096,0.249950,0.395380,0.113347,0.244250,0.398684,0.216372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,14.760000,0.154512,0.922578,0.052906,-0.349537,0.097895,0.070439,0.176661,0.000505,0.098234,0.065895,0.228506,0.902946,0.133167,0.076436,0.181336,0.889333,0.050737,0.082172,0.195693,0.784112,0.054932,0.080698,0.135531,0.916603,0.152403,0.046994,0.142240,0.875624,0.098231,0.066153,0.229055,0.132774,0.076331,0.181417,0.051784,0.082263,0.195227,0.054798,0.080755,0.135454,0.152247,0.047420,0.141964,0.008583,0.018408,-0.195914,0.158647,0.018572,-0.188250,-0.001138,0.018420,0.003885,0.165760,0.427306,0.160841,0.254541,0.395453,0.115843,0.247955,0.398665,0.218844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,14.780000,0.154994,0.924394,0.054230,-0.344285,0.102234,0.070146,0.177756,0.000672,0.101978,0.065588,0.229600,0.874578,0.137461,0.076078,0.182831,0.766188,0.054885,0.081959,0.196256,0.816988,0.059758,0.080494,0.136145,0.867555,0.157085,0.046612,0.143946,0.835037,0.101920,0.065955,0.229903,0.137534,0.076354,0.183965,0.055769,0.082070,0.195668,0.059363,0.080586,0.135924,0.156851,0.047104,0.143447,0.008683,0.018496,-0.195825,0.158647,0.018569,-0.188247,-0.001135,0.018422,0.003890,0.169675,0.427261,0.162638,0.258983,0.395515,0.118439,0.251425,0.398606,0.221346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,14.800000,0.154874,0.926086,0.053988,-0.339799,0.106415,0.069861,0.178801,0.000652,0.105674,0.065403,0.230649,0.874578,0.141591,0.075818,0.184196,0.766188,0.058890,0.081689,0.196833,0.816988,0.064328,0.080110,0.136774,0.867555,0.161592,0.046286,0.145555,0.835037,0.105441,0.065687,0.230753,0.141458,0.076150,0.185102,0.059589,0.081777,0.196095,0.064143,0.079885,0.137109,0.161340,0.046650,0.144990,0.008617,0.018448,-0.195925,0.158646,0.018568,-0.188244,-0.001137,0.018418,0.003890,0.172711,0.428087,0.163906,0.263201,0.395491,0.120913,0.254479,0.398373,0.224149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,14.820000,0.153490,0.927600,0.052659,-0.336492,0.110200,0.069636,0.179383,0.000450,0.109117,0.065315,0.231237,0.895584,0.145316,0.075734,0.185004,0.814395,0.062510,0.081342,0.197055,0.783265,0.068367,0.079620,0.137039,0.869926,0.165688,0.046169,0.146581,0.822092,0.108803,0.065318,0.231610,0.145338,0.076188,0.185248,0.063233,0.081376,0.196554,0.068169,0.079596,0.137220,0.165609,0.046131,0.146499,0.008640,0.018456,-0.195816,0.158720,0.018576,-0.188302,-0.001141,0.018413,0.003889,0.176255,0.427686,0.165448,0.267151,0.395309,0.123212,0.257396,0.398202,0.226588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,14.840000,0.153720,0.929195,0.054372,-0.331678,0.113783,0.068940,0.180389,0.000633,0.112148,0.064550,0.232223,0.908899,0.148848,0.074974,0.186387,0.774252,0.065928,0.080699,0.197575,0.837448,0.072413,0.079050,0.137622,0.869779,0.169575,0.045429,0.148140,0.818391,0.111919,0.064757,0.232442,0.148886,0.075751,0.187503,0.066614,0.080787,0.197049,0.071995,0.079071,0.137648,0.169501,0.045539,0.147842,0.008585,0.018405,-0.195913,0.158574,0.018550,-0.188189,-0.001138,0.018420,0.003885,0.180114,0.426439,0.167326,0.270846,0.394923,0.125353,0.260373,0.397664,0.228567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,14.860000,0.152582,0.930164,0.054120,-0.329521,0.116922,0.068331,0.181004,0.000472,0.115055,0.063961,0.232832,0.917017,0.151945,0.074450,0.187164,0.875119,0.068960,0.079985,0.197960,0.844680,0.075730,0.078322,0.138038,0.906046,0.172921,0.044935,0.149029,0.866561,0.114769,0.064022,0.233216,0.151914,0.074857,0.187500,0.069672,0.080050,0.197538,0.075446,0.078364,0.138157,0.172939,0.044857,0.148978,0.008671,0.018477,-0.195839,0.158840,0.018484,-0.188360,-0.001138,0.018423,0.003887,0.182809,0.426447,0.168271,0.274284,0.394280,0.127286,0.263061,0.397160,0.230440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,14.880000,0.152890,0.931121,0.056121,-0.326325,0.119775,0.067287,0.181797,0.000595,0.117528,0.062795,0.233599,0.917017,0.154764,0.073323,0.188222,0.875119,0.071715,0.078994,0.198438,0.844680,0.078911,0.077464,0.138562,0.906046,0.175955,0.043860,0.150166,0.866561,0.117387,0.063067,0.233875,0.154617,0.073662,0.189133,0.072463,0.079145,0.198003,0.078533,0.077497,0.138596,0.175987,0.043960,0.149916,0.008720,0.018501,-0.195879,0.158563,0.018607,-0.188215,-0.001139,0.018419,0.003891,0.186145,0.424859,0.169902,0.277464,0.393393,0.128998,0.265757,0.396222,0.231983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,14.900000,0.152300,0.931728,0.055481,-0.324976,0.122516,0.066262,0.182332,0.000486,0.120133,0.061833,0.234133,0.900756,0.157478,0.072360,0.188846,0.797602,0.074393,0.077915,0.198823,0.837059,0.081757,0.076320,0.138970,0.883931,0.178821,0.042882,0.150887,0.836598,0.119854,0.061920,0.234539,0.157468,0.072768,0.189264,0.075100,0.077999,0.198462,0.081441,0.076388,0.139021,0.178852,0.042824,0.150822,0.008758,0.018516,-0.195909,0.158324,0.018616,-0.188052,-0.001138,0.018419,0.003886,0.188887,0.423795,0.171039,0.280446,0.392256,0.130488,0.268247,0.395023,0.233433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,14.920000,0.152079,0.932526,0.055557,-0.322771,0.125095,0.064913,0.182955,0.000479,0.122471,0.060508,0.234746,0.906170,0.160024,0.071027,0.189629,0.872820,0.076891,0.076557,0.199216,0.855664,0.084536,0.074936,0.139398,0.904131,0.181555,0.041538,0.151784,0.863023,0.122195,0.060581,0.235180,0.159937,0.071415,0.189945,0.077606,0.076647,0.198880,0.084245,0.075011,0.139456,0.181618,0.041455,0.151743,0.008793,0.018532,-0.195941,0.158561,0.018606,-0.188216,-0.001142,0.018421,0.003888,0.191833,0.422004,0.171675,0.284554,0.390150,0.131644,0.270638,0.393699,0.234627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,14.940000,0.152641,0.933347,0.056576,-0.319943,0.127491,0.063364,0.183656,0.000593,0.124546,0.058933,0.235428,0.904618,0.162390,0.069412,0.190545,0.801730,0.079210,0.075083,0.199632,0.848660,0.087214,0.073484,0.139861,0.881920,0.184097,0.039907,0.152814,0.822430,0.124332,0.059121,0.235748,0.162215,0.070087,0.191387,0.079914,0.075219,0.199239,0.086824,0.073552,0.139842,0.184136,0.039934,0.152580,0.008858,0.018512,-0.195984,0.158565,0.018607,-0.188212,-0.001134,0.018420,0.003887,0.194597,0.420406,0.172386,0.287390,0.388544,0.132810,0.272985,0.392169,0.235738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,14.960000,0.153418,0.933683,0.057115,-0.318491,0.129618,0.061868,0.184122,0.000603,0.126508,0.057441,0.235884,0.904618,0.164506,0.067851,0.191116,0.801730,0.081310,0.073676,0.199953,0.848660,0.089491,0.072063,0.140206,0.881920,0.186272,0.038307,0.153449,0.822430,0.126280,0.057633,0.236197,0.164357,0.068544,0.192018,0.082004,0.073820,0.199565,0.089087,0.072129,0.140182,0.186312,0.038349,0.153198,0.008918,0.018359,-0.196040,0.158589,0.018636,-0.188245,-0.001134,0.018421,0.003888,0.197371,0.418791,0.173071,0.289027,0.387483,0.133913,0.275508,0.390398,0.236680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,14.980000,0.154864,0.933862,0.058282,-0.317052,0.131434,0.060391,0.184453,0.000595,0.128154,0.055935,0.236203,0.902172,0.166323,0.066245,0.191557,0.795157,0.083122,0.072359,0.200149,0.851956,0.091475,0.070764,0.140426,0.877865,0.188096,0.036653,0.153931,0.819264,0.127951,0.056177,0.236515,0.166127,0.066835,0.192409,0.083817,0.072525,0.199770,0.091071,0.070827,0.140406,0.188159,0.036725,0.153663,0.008611,0.018764,-0.195958,0.158569,0.018606,-0.188216,-0.001137,0.018421,0.003887,0.200343,0.417104,0.173689,0.292055,0.385516,0.134779,0.278241,0.388513,0.237493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,15.000000,0.156457,0.933880,0.058444,-0.316186,0.133022,0.059100,0.184554,0.000479,0.129651,0.054705,0.236303,0.905398,0.167918,0.064850,0.191704,0.872562,0.084724,0.071237,0.200166,0.861637,0.093162,0.069557,0.140456,0.903802,0.189653,0.035153,0.154140,0.857300,0.129376,0.054839,0.236769,0.167770,0.065196,0.192057,0.085424,0.071368,0.199864,0.092866,0.069626,0.140523,0.189763,0.035082,0.154068,0.008611,0.018761,-0.195959,0.158564,0.018609,-0.188217,-0.001136,0.018415,0.003891,0.203718,0.415425,0.174144,0.295358,0.383386,0.135511,0.281226,0.386458,0.238159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,15.020000,0.158966,0.933950,0.059317,-0.314562,0.134569,0.057773,0.184834,0.000484,0.131017,0.053421,0.236575,0.903463,0.169475,0.063337,0.192088,0.870922,0.086291,0.070178,0.200293,0.864844,0.094902,0.068423,0.140611,0.901271,0.191163,0.033505,0.154605,0.854108,0.130740,0.053577,0.237060,0.169317,0.063682,0.192459,0.086979,0.070314,0.199993,0.094599,0.068496,0.140673,0.191285,0.033438,0.154520,0.008613,0.018756,-0.195957,0.158566,0.018604,-0.188217,-0.001136,0.018416,0.003892,0.207281,0.413680,0.174357,0.298861,0.381108,0.136041,0.284429,0.384361,0.238617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,15.040000,0.162232,0.934166,0.060330,-0.312049,0.136222,0.056376,0.185346,0.000610,0.132393,0.052100,0.237073,0.893322,0.171131,0.061704,0.192761,0.791810,0.087958,0.069132,0.200562,0.859669,0.096841,0.067258,0.140923,0.878286,0.192789,0.031684,0.155410,0.813937,0.132166,0.052384,0.237428,0.170909,0.062340,0.193662,0.088620,0.069307,0.200189,0.096430,0.067325,0.140905,0.192879,0.031754,0.155100,0.008770,0.018842,-0.195978,0.158569,0.018604,-0.188212,-0.001137,0.018415,0.003892,0.210932,0.411928,0.174285,0.302488,0.378752,0.136278,0.287753,0.382288,0.238820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,15.060000,0.165295,0.934328,0.060178,-0.309979,0.137907,0.055112,0.185711,0.000618,0.133870,0.051009,0.237436,0.893322,0.172819,0.060258,0.193235,0.791810,0.089665,0.068193,0.200719,0.859669,0.098747,0.066094,0.141117,0.878286,0.194435,0.030004,0.156048,0.813937,0.133624,0.051288,0.237803,0.172603,0.060926,0.194180,0.090316,0.068376,0.200361,0.098334,0.066163,0.141100,0.194535,0.030069,0.155734,0.008615,0.018761,-0.195955,0.158567,0.018608,-0.188216,-0.001136,0.018419,0.003886,0.214864,0.410159,0.173886,0.306249,0.376351,0.136252,0.291205,0.380266,0.238782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,15.080000,0.168644,0.934434,0.059865,-0.307909,0.139567,0.053931,0.186075,0.000630,0.135327,0.050028,0.237800,0.890976,0.174485,0.058884,0.193702,0.786941,0.091357,0.067365,0.200873,0.863146,0.100630,0.065009,0.141311,0.876185,0.196037,0.028370,0.156691,0.809853,0.135062,0.050332,0.238191,0.174264,0.059561,0.194688,0.092002,0.067561,0.200513,0.100212,0.065072,0.141301,0.196151,0.028442,0.156359,0.008614,0.018760,-0.195953,0.158571,0.018609,-0.188213,-0.001133,0.018419,0.003886,0.218835,0.408464,0.173237,0.310150,0.373894,0.135966,0.294797,0.378272,0.238499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,15.100000,0.173249,0.934537,0.058035,-0.305379,0.141120,0.052861,0.186678,0.000571,0.136664,0.049360,0.238413,0.913282,0.176047,0.057598,0.194396,0.804244,0.092962,0.066773,0.201204,0.850505,0.102431,0.063920,0.141694,0.878003,0.197495,0.026655,0.157682,0.839642,0.136571,0.049480,0.238642,0.175921,0.058162,0.195187,0.093694,0.066831,0.200775,0.102053,0.064031,0.141602,0.197500,0.026665,0.157476,0.008617,0.018760,-0.195957,0.158567,0.018603,-0.188212,-0.001135,0.018420,0.003886,0.222892,0.406709,0.172375,0.315479,0.370489,0.135434,0.298490,0.376365,0.237923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,15.120000,0.176825,0.934480,0.057014,-0.303691,0.142829,0.051733,0.187124,0.000560,0.138230,0.048502,0.238864,0.912460,0.177767,0.056287,0.194903,0.812504,0.094726,0.066014,0.201471,0.851371,0.104315,0.062823,0.141997,0.881248,0.199106,0.025038,0.158384,0.842759,0.138152,0.048650,0.239126,0.177620,0.056792,0.195638,0.095464,0.066072,0.201052,0.103951,0.062933,0.141909,0.199121,0.025063,0.158168,0.008611,0.018752,-0.195948,0.158563,0.018601,-0.188215,-0.001135,0.018413,0.003894,0.226868,0.404972,0.171293,0.317839,0.368946,0.134678,0.302103,0.374500,0.237155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,15.140000,0.178753,0.934288,0.057197,-0.303121,0.144718,0.050510,0.187241,0.000601,0.140065,0.047349,0.238981,0.912460,0.179667,0.054938,0.195043,0.812504,0.096659,0.064991,0.201535,0.851371,0.106283,0.061703,0.142073,0.881248,0.200914,0.023570,0.158573,0.842759,0.139801,0.047737,0.239442,0.179354,0.055468,0.195900,0.097287,0.065230,0.201220,0.105887,0.061756,0.142099,0.201100,0.023637,0.158229,0.008615,0.018764,-0.195953,0.158565,0.018603,-0.188215,-0.001136,0.018414,0.003888,0.230598,0.403294,0.170097,0.320910,0.366934,0.133160,0.305551,0.372713,0.236269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,15.160000,0.181578,0.934153,0.056147,-0.302053,0.146514,0.049323,0.187422,0.000602,0.141784,0.046394,0.239168,0.883375,0.181475,0.053614,0.195249,0.800843,0.098508,0.064093,0.201598,0.872540,0.108188,0.060519,0.142161,0.882845,0.202614,0.021998,0.158932,0.808758,0.141508,0.046806,0.239658,0.181172,0.054128,0.196101,0.099129,0.064342,0.201289,0.107783,0.060575,0.142184,0.202816,0.022073,0.158567,0.008614,0.018763,-0.195954,0.158569,0.018603,-0.188214,-0.001136,0.018417,0.003888,0.234180,0.401612,0.168870,0.323383,0.365584,0.131017,0.308874,0.370929,0.235300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,15.180000,0.184357,0.933902,0.054973,-0.301359,0.148238,0.048226,0.187541,0.000592,0.143474,0.045530,0.239297,0.882764,0.183215,0.052386,0.195365,0.809296,0.100296,0.063276,0.201637,0.879568,0.109982,0.059414,0.142219,0.882791,0.204222,0.020523,0.159186,0.805257,0.143171,0.045936,0.239808,0.182902,0.052919,0.196189,0.100902,0.063534,0.201331,0.109591,0.059461,0.142264,0.204436,0.020570,0.158828,0.008665,0.018880,-0.196029,0.158568,0.018604,-0.188213,-0.001136,0.018414,0.003888,0.237697,0.399910,0.167626,,,,0.312182,0.369177,0.234223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,15.200000,0.187281,0.933441,0.054155,-0.301134,0.149915,0.047220,0.187602,0.000593,0.145162,0.044721,0.239369,0.880891,0.184917,0.051225,0.195395,0.810935,0.102058,0.062565,0.201671,0.882252,0.111695,0.058455,0.142262,0.879359,0.205741,0.019135,0.159313,0.804935,0.144860,0.045161,0.239892,0.184616,0.051721,0.196221,0.102659,0.062831,0.201358,0.111288,0.058505,0.142304,0.205960,0.019197,0.158936,0.008612,0.018757,-0.195950,0.158565,0.018599,-0.188215,-0.001136,0.018411,0.003891,0.241173,0.398391,0.166323,,,,0.315565,0.367515,0.232999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,15.220000,0.189952,0.932725,0.054015,-0.301704,0.151554,0.046308,0.187376,0.000601,0.146884,0.043915,0.239156,0.880891,0.186591,0.050146,0.195099,0.810935,0.103802,0.061919,0.201509,0.882252,0.113309,0.057666,0.142088,0.879359,0.207184,0.017893,0.159030,0.804935,0.146572,0.044361,0.239698,0.186283,0.050679,0.195941,0.104391,0.062180,0.201191,0.112902,0.057722,0.142134,0.207408,0.017943,0.158646,0.008664,0.018879,-0.196030,0.158568,0.018601,-0.188214,-0.001132,0.018408,0.003897,0.244627,0.396952,0.165330,,,,0.318974,0.365803,0.231917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,15.240000,0.192559,0.931841,0.055172,-0.302570,0.153136,0.045517,0.186700,0.000616,0.148555,0.043098,0.238486,0.879213,0.188209,0.049144,0.194357,0.808102,0.105503,0.061390,0.200943,0.883715,0.114867,0.057143,0.141500,0.877880,0.208543,0.016809,0.158214,0.800296,0.148247,0.043557,0.239030,0.187870,0.049691,0.195223,0.106092,0.061658,0.200631,0.114453,0.057205,0.141545,0.208795,0.016876,0.157794,0.008667,0.018880,-0.196025,0.158342,0.018524,-0.188021,-0.001138,0.018412,0.003892,0.248106,0.395673,0.164709,,,,0.322442,0.364096,0.231097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,15.260000,0.195291,0.930882,0.057239,-0.303388,0.154661,0.044894,0.185668,0.000644,0.150147,0.042370,0.237455,0.867051,0.189770,0.048269,0.193277,0.785802,0.107158,0.061045,0.200029,0.883333,0.116398,0.056892,0.140560,0.871266,0.209831,0.015894,0.157017,0.787288,0.149867,0.042835,0.237982,0.189398,0.048841,0.194182,0.107746,0.061301,0.199705,0.115955,0.056985,0.140588,0.210114,0.015990,0.156558,0.008801,0.018837,-0.195968,0.158559,0.018524,-0.188169,-0.001137,0.018416,0.003886,0.251721,0.394545,0.164499,,,,0.325984,0.362330,0.230626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,15.280000,0.198504,0.929695,0.059834,-0.304438,0.156212,0.044425,0.184381,0.000692,0.151783,0.041759,0.236168,0.854091,0.191362,0.047497,0.191930,0.757074,0.108867,0.060901,0.198895,0.886571,0.117954,0.056879,0.139393,0.865796,0.211093,0.015089,0.155519,0.771078,0.151486,0.042212,0.236671,0.191002,0.048230,0.193003,0.109411,0.061116,0.198557,0.117483,0.057008,0.139399,0.211402,0.015368,0.154879,0.008646,0.018171,-0.195511,0.158716,0.018538,-0.188296,-0.001135,0.018413,0.003886,0.255443,0.393589,0.164643,,,,0.329614,0.360604,0.230448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,15.300000,0.201005,0.928852,0.062218,-0.304894,0.157991,0.044035,0.183074,0.000739,0.153581,0.041232,0.234856,0.854091,0.193165,0.046859,0.190608,0.757074,0.110762,0.060767,0.197675,0.886571,0.119781,0.056877,0.138154,0.865796,0.212664,0.014442,0.154079,0.771078,0.153318,0.041614,0.235278,0.192799,0.047692,0.191751,0.111281,0.060940,0.197306,0.119250,0.057087,0.138128,0.213033,0.014988,0.153135,0.008649,0.018172,-0.195507,0.158762,0.018533,-0.188322,-0.001135,0.018411,0.003889,0.259146,0.392750,0.165012,,,,0.333213,0.358929,0.230517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,15.320000,0.203106,0.928124,0.064834,-0.305174,0.160154,0.043597,0.181764,0.000756,0.155737,0.040623,0.233535,0.840738,0.195346,0.046189,0.189301,0.730608,0.113025,0.060544,0.196436,0.889391,0.122013,0.056828,0.136899,0.859131,0.214652,0.013799,0.152647,0.756542,0.155486,0.041002,0.233916,0.194959,0.047076,0.190473,0.113520,0.060686,0.196053,0.121453,0.057087,0.136858,0.215032,0.014616,0.151483,0.008430,0.017949,-0.195525,0.158757,0.018526,-0.188312,-0.001136,0.018412,0.003893,0.262848,0.392014,0.165348,,,,0.336767,0.357552,0.230645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,15.340000,0.206197,0.927943,0.064460,-0.303727,0.162605,0.043287,0.181052,0.000678,0.158067,0.040502,0.232823,0.902740,0.197795,0.045700,0.188653,0.749209,0.115545,0.060552,0.195575,0.859803,0.124631,0.056597,0.136069,0.833922,0.216988,0.013084,0.152139,0.807286,0.158078,0.040464,0.232877,0.197544,0.046554,0.189493,0.116163,0.060404,0.195091,0.124075,0.057005,0.135873,0.217194,0.013017,0.151998,0.008659,0.018187,-0.195515,0.158726,0.018529,-0.188296,-0.001133,0.018411,0.003887,0.266476,0.391437,0.165515,,,,0.340319,0.356460,0.230705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,15.360000,0.200157,0.927296,0.070780,-0.308303,0.165662,0.043066,0.179582,0.000669,0.161434,0.039348,0.231321,0.817963,0.200875,0.045619,0.187033,0.815067,0.118553,0.059712,0.194659,0.884996,0.127337,0.056860,0.135044,0.913962,0.220113,0.013791,0.149853,0.731835,0.161013,0.039974,0.232150,0.200503,0.045864,0.187851,0.119143,0.060085,0.194399,0.127057,0.056801,0.135177,0.220583,0.014555,0.148364,0.008655,0.018178,-0.195504,0.158697,0.018528,-0.188274,-0.001133,0.018414,0.003886,0.270074,0.390849,0.165640,,,,0.343831,0.355659,0.230706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,15.380000,0.200396,0.927289,0.071457,-0.308012,0.168796,0.042725,0.179082,0.000680,0.164524,0.038960,0.230814,0.817963,0.204005,0.045239,0.186563,0.815067,0.121690,0.059399,0.194139,0.884996,0.130518,0.056598,0.134528,0.913962,0.223243,0.013431,0.149367,0.731835,0.164082,0.039593,0.231666,0.203635,0.045500,0.187382,0.122272,0.059780,0.193898,0.130251,0.056534,0.134663,0.223715,0.014214,0.147822,0.008661,0.018183,-0.195510,0.158691,0.018530,-0.188265,-0.001138,0.018410,0.003892,0.273629,0.390381,0.165574,,,,0.347300,0.355039,0.230685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,15.400000,0.200828,0.927382,0.071782,-0.307373,0.171997,0.042454,0.178752,0.000683,0.167654,0.038689,0.230478,0.810835,0.207199,0.044930,0.186278,0.812008,0.124890,0.059176,0.193748,0.884513,0.133792,0.056370,0.134149,0.917419,0.226452,0.013104,0.149106,0.724705,0.167204,0.039323,0.231330,0.206833,0.045187,0.187093,0.125463,0.059564,0.193513,0.133529,0.056299,0.134282,0.226939,0.013882,0.147559,0.008669,0.018190,-0.195514,0.158772,0.018510,-0.188318,-0.001318,0.018644,0.003990,0.277240,0.389990,0.165391,0.367815,0.347545,0.130325,0.350752,0.354574,0.230609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
