Format Version,1.21,Take Name,Take 2024-08-16 11.40.37 AM,Capture Frame Rate,50.000000,Export Frame Rate,50.000000,Capture Start Time,2024-08-16 11.40.37.697 AM,Total Frames in Take,1989,Total Exported Frames,1989,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1_1,Rigid Body 1_1,Rigid Body 1_1,Rigid Body 1_1,Rigid Body 1_2,Rigid Body 1_2,Rigid Body 1_2,Rigid Body 1_2,Rigid Body 1_3,Rigid Body 1_3,Rigid Body 1_3,Rigid Body 1_3,Rigid Body 1_4,Rigid Body 1_4,Rigid Body 1_4,Rigid Body 1_4,Rigid Body 1_5,Rigid Body 1_5,Rigid Body 1_5,Rigid Body 1_5,Rigid Body 1:Marker1,Rigid Body 1:Marker1,Rigid Body 1:Marker1,Rigid Body 1:Marker2,Rigid Body 1:Marker2,Rigid Body 1:Marker2,Rigid Body 1:Marker3,Rigid Body 1:Marker3,Rigid Body 1:Marker3,Rigid Body 1:Marker4,Rigid Body 1:Marker4,Rigid Body 1:Marker4,Rigid Body 1:Marker5,Rigid Body 1:Marker5,Rigid Body 1:Marker5,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:105,Unlabeled:105,Unlabeled:105,Unlabeled:110,Unlabeled:110,Unlabeled:110,Unlabeled:185,Unlabeled:185,Unlabeled:185,Unlabeled:191,Unlabeled:191,Unlabeled:191,Unlabeled:196,Unlabeled:196,Unlabeled:196,Unlabeled:137,Unlabeled:137,Unlabeled:137,Unlabeled:177,Unlabeled:177,Unlabeled:177,Unlabeled:207,Unlabeled:207,Unlabeled:207,Unlabeled:186,Unlabeled:186,Unlabeled:186,Unlabeled:209,Unlabeled:209,Unlabeled:209,Unlabeled:208,Unlabeled:208,Unlabeled:208,Unlabeled:215,Unlabeled:215,Unlabeled:215,Unlabeled:211,Unlabeled:211,Unlabeled:211,Unlabeled:217,Unlabeled:217,Unlabeled:217,Unlabeled:210,Unlabeled:210,Unlabeled:210,Unlabeled:216,Unlabeled:216,Unlabeled:216,Unlabeled:219,Unlabeled:219,Unlabeled:219,Unlabeled:223,Unlabeled:223,Unlabeled:223,Unlabeled:222,Unlabeled:222,Unlabeled:222,Unlabeled:225,Unlabeled:225,Unlabeled:225,Unlabeled:221,Unlabeled:221,Unlabeled:221,Unlabeled:220,Unlabeled:220,Unlabeled:220,Unlabeled:226,Unlabeled:226,Unlabeled:226,Unlabeled:228,Unlabeled:228,Unlabeled:228
,,"3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","8392B20CF49E3573100000001","8392B20CF49E3573100000001","8392B20CF49E3573100000001","8392B20CF49E3573100000002","8392B20CF49E3573100000002","8392B20CF49E3573100000002","8392B20CF49E3573100000003","8392B20CF49E3573100000003","8392B20CF49E3573100000003","8392B20CF49E3573100000004","8392B20CF49E3573100000004","8392B20CF49E3573100000004","8392B20CF49E3573100000005","8392B20CF49E3573100000005","8392B20CF49E3573100000005","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357069","8392B20CF49E357069","8392B20CF49E357069","8392B20CF49E35706E","8392B20CF49E35706E","8392B20CF49E35706E","8392B20CF49E3570B9","8392B20CF49E3570B9","8392B20CF49E3570B9","8392B20CF49E3570BF","8392B20CF49E3570BF","8392B20CF49E3570BF","8392B20CF49E3570C4","8392B20CF49E3570C4","8392B20CF49E3570C4","8392B20CF49E357089","8392B20CF49E357089","8392B20CF49E357089","8392B20CF49E3570B1","8392B20CF49E3570B1","8392B20CF49E3570B1","8392B20CF49E3570CF","8392B20CF49E3570CF","8392B20CF49E3570CF","8392B20CF49E3570BA","8392B20CF49E3570BA","8392B20CF49E3570BA","8392B20CF49E3570D1","8392B20CF49E3570D1","8392B20CF49E3570D1","8392B20CF49E3570D0","8392B20CF49E3570D0","8392B20CF49E3570D0","8392B20CF49E3570D7","8392B20CF49E3570D7","8392B20CF49E3570D7","8392B20CF49E3570D3","8392B20CF49E3570D3","8392B20CF49E3570D3","8392B20CF49E3570D9","8392B20CF49E3570D9","8392B20CF49E3570D9","8392B20CF49E3570D2","8392B20CF49E3570D2","8392B20CF49E3570D2","8392B20CF49E3570D8","8392B20CF49E3570D8","8392B20CF49E3570D8","8392B20CF49E3570DB","8392B20CF49E3570DB","8392B20CF49E3570DB","8392B20CF49E3570DF","8392B20CF49E3570DF","8392B20CF49E3570DF","8392B20CF49E3570DE","8392B20CF49E3570DE","8392B20CF49E3570DE","8392B20CF49E3570E1","8392B20CF49E3570E1","8392B20CF49E3570E1","8392B20CF49E3570DD","8392B20CF49E3570DD","8392B20CF49E3570DD","8392B20CF49E3570DC","8392B20CF49E3570DC","8392B20CF49E3570DC","8392B20CF49E3570E2","8392B20CF49E3570E2","8392B20CF49E3570E2","8392B20CF49E3570E4","8392B20CF49E3570E4","8392B20CF49E3570E4"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.000003,-0.154122,-0.001202,-0.988051,0.135574,0.017430,0.166146,0.000673,0.154746,0.012763,0.117987,0.800971,0.108668,0.034362,0.149079,0.904907,0.187557,0.013273,0.168194,0.814551,0.159332,0.013767,0.221508,0.813847,0.067569,0.012986,0.173964,0.824758,0.154744,0.012789,0.117373,0.108542,0.034343,0.149177,0.188046,0.013421,0.168335,0.159480,0.013768,0.221992,0.066984,0.013373,0.173782,0.009203,0.018297,-0.195386,0.000566,0.018396,0.004426,0.159282,0.018598,-0.188602,0.177801,0.376995,0.196518,0.122301,0.375779,0.108182,0.072635,0.377098,0.201181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.020000,0.000027,-0.154116,-0.001193,-0.988052,0.135576,0.017428,0.166147,0.000675,0.154749,0.012758,0.117988,0.800435,0.108670,0.034359,0.149077,0.903512,0.187559,0.013271,0.168195,0.814229,0.159333,0.013768,0.221508,0.813528,0.067570,0.012985,0.173964,0.824794,0.154747,0.012782,0.117372,0.108543,0.034347,0.149172,0.188049,0.013424,0.168334,0.159479,0.013765,0.221994,0.066990,0.013361,0.173791,0.009236,0.018359,-0.195418,0.000569,0.018397,0.004423,0.159282,0.018598,-0.188604,0.177797,0.377002,0.196523,0.122666,0.375459,0.109010,0.072630,0.377102,0.201177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.040000,-0.000154,-0.153975,-0.001402,-0.988074,0.135576,0.017416,0.166136,0.000667,0.154763,0.012773,0.117981,0.807191,0.108668,0.034345,0.149067,0.907147,0.187559,0.013276,0.168198,0.814245,0.159318,0.013741,0.221503,0.808312,0.067569,0.012945,0.173932,0.829180,0.154741,0.012782,0.117381,0.108542,0.034340,0.149178,0.188047,0.013419,0.168339,0.159470,0.013761,0.222003,0.066985,0.013405,0.173616,0.009195,0.018288,-0.195377,0.000570,0.018388,0.004425,0.159274,0.018597,-0.188594,0.177782,0.377010,0.196538,0.122293,0.375776,0.108195,0.072622,0.377100,0.201192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.060000,0.000020,-0.154128,-0.001227,-0.988050,0.135570,0.017421,0.166155,0.000671,0.154741,0.012754,0.117996,0.807191,0.108662,0.034351,0.149087,0.907147,0.187552,0.013268,0.168203,0.814245,0.159328,0.013762,0.221517,0.808312,0.067564,0.012973,0.173974,0.829180,0.154741,0.012776,0.117387,0.108538,0.034335,0.149182,0.188043,0.013420,0.168339,0.159473,0.013760,0.221998,0.066983,0.013349,0.173806,0.009192,0.018289,-0.195376,0.000565,0.018385,0.004429,0.159274,0.018595,-0.188595,0.177785,0.377010,0.196536,0.122364,0.375712,0.108206,0.072613,0.377097,0.201196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.080000,0.000004,-0.154102,-0.001176,-0.988054,0.135570,0.017427,0.166150,0.000672,0.154744,0.012757,0.117992,0.802030,0.108665,0.034360,0.149081,0.904436,0.187552,0.013267,0.168200,0.814977,0.159325,0.013764,0.221512,0.814970,0.067564,0.012986,0.173965,0.824698,0.154741,0.012778,0.117382,0.108541,0.034341,0.149177,0.188042,0.013420,0.168336,0.159470,0.013762,0.222001,0.066985,0.013363,0.173793,0.009414,0.018192,-0.195020,0.000569,0.018392,0.004423,0.159275,0.018597,-0.188597,0.177797,0.377001,0.196526,0.122300,0.375775,0.108181,0.072614,0.377201,0.201268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.100000,0.000008,-0.154115,-0.001176,-0.988052,0.135574,0.017430,0.166150,0.000672,0.154746,0.012761,0.117991,0.801619,0.108668,0.034363,0.149081,0.904294,0.187556,0.013271,0.168198,0.814655,0.159330,0.013768,0.221511,0.814535,0.067568,0.012989,0.173967,0.825232,0.154743,0.012785,0.117379,0.108543,0.034348,0.149174,0.188047,0.013423,0.168339,0.159477,0.013765,0.221994,0.066988,0.013368,0.173792,0.009194,0.018292,-0.195384,0.000571,0.018398,0.004420,0.159282,0.018597,-0.188601,0.177796,0.377005,0.196525,0.122301,0.375782,0.108176,0.072615,0.377203,0.201264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
