Format Version,1.21,Take Name,Take 2024-08-16 11.50.01 AM,Capture Frame Rate,50.000000,Export Frame Rate,50.000000,Capture Start Time,2024-08-16 11.50.01.587 AM,Total Frames in Take,2114,Total Exported Frames,2114,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
423,8.460000,0.001154,0.024846,-0.002352,0.999688,0.167421,0.017359,0.164085,0.000275,0.198287,0.012573,0.122455,0.956926,0.145924,0.034502,0.140720,0.971602,0.217103,0.012810,0.179406,0.916659,0.176134,0.013489,0.223682,0.937080,0.099659,0.013423,0.154162,0.871501,0.198243,0.012524,0.122486,0.146049,0.034260,0.141009,0.217572,0.013148,0.179597,0.176510,0.013516,0.223824,0.099307,0.013610,0.153878,0.000566,0.018388,0.004424,0.009329,0.018403,-0.195406,0.159273,0.018588,-0.188597,0.200804,0.376948,0.203665,0.169298,0.375880,0.104642,0.098711,0.377157,0.182224,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,8.480000,0.001109,0.024835,-0.002330,0.999688,0.167424,0.017360,0.164086,0.000275,0.198290,0.012571,0.122457,0.957581,0.145926,0.034500,0.140719,0.971223,0.217105,0.012814,0.179409,0.915974,0.176135,0.013495,0.223684,0.938429,0.099662,0.013420,0.154162,0.872513,0.198247,0.012524,0.122487,0.146056,0.034258,0.141007,0.217565,0.013149,0.179598,0.176511,0.013524,0.223830,0.099308,0.013606,0.153881,0.000566,0.018388,0.004419,0.009193,0.018266,-0.195371,0.159273,0.018589,-0.188601,0.200799,0.376953,0.203681,0.169299,0.375877,0.104643,0.098714,0.377162,0.182215,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,8.500000,0.001153,0.024854,-0.002332,0.999688,0.167426,0.017359,0.164083,0.000275,0.198291,0.012574,0.122453,0.957554,0.145927,0.034502,0.140719,0.971620,0.217108,0.012812,0.179403,0.916374,0.176140,0.013489,0.223680,0.937926,0.099664,0.013421,0.154161,0.872165,0.198247,0.012524,0.122483,0.146054,0.034263,0.141009,0.217573,0.013149,0.179595,0.176517,0.013520,0.223825,0.099310,0.013611,0.153871,0.000567,0.018387,0.004418,0.009190,0.018268,-0.195378,0.159275,0.018589,-0.188602,0.200799,0.376956,0.203677,0.169303,0.375879,0.104644,0.098713,0.377162,0.182220,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,8.520000,0.001135,0.024842,-0.002332,0.999688,0.167424,0.017362,0.164083,0.000281,0.198290,0.012575,0.122453,0.956690,0.145926,0.034503,0.140717,0.972057,0.217106,0.012815,0.179405,0.915807,0.176137,0.013494,0.223680,0.935735,0.099663,0.013423,0.154159,0.868792,0.198249,0.012525,0.122482,0.146053,0.034264,0.141009,0.217568,0.013151,0.179592,0.176515,0.013529,0.223832,0.099296,0.013623,0.153854,0.000567,0.018389,0.004417,0.009294,0.018383,-0.195310,0.159272,0.018587,-0.188603,0.200800,0.376955,0.203676,0.169301,0.375878,0.104650,0.098772,0.376882,0.182355,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,8.540000,0.001141,0.024844,-0.002314,0.999688,0.167423,0.017360,0.164087,0.000280,0.198289,0.012575,0.122457,0.956103,0.145925,0.034501,0.140722,0.971966,0.217105,0.012814,0.179409,0.915762,0.176136,0.013491,0.223684,0.935970,0.099662,0.013418,0.154164,0.869700,0.198245,0.012529,0.122486,0.146053,0.034259,0.141009,0.217568,0.013151,0.179598,0.176516,0.013531,0.223842,0.099300,0.013615,0.153864,0.000567,0.018385,0.004421,0.009230,0.018332,-0.195405,0.159271,0.018588,-0.188603,0.200795,0.376952,0.203677,0.169304,0.375906,0.104658,0.098710,0.377162,0.182221,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,8.560000,0.001165,0.024840,-0.002336,0.999688,0.167419,0.017360,0.164083,0.000268,0.198285,0.012576,0.122453,0.956103,0.145921,0.034503,0.140718,0.971966,0.217100,0.012812,0.179404,0.915762,0.176131,0.013489,0.223680,0.935970,0.099657,0.013423,0.154159,0.869700,0.198245,0.012523,0.122487,0.146050,0.034260,0.141013,0.217549,0.013150,0.179584,0.176509,0.013516,0.223826,0.099306,0.013614,0.153869,0.000568,0.018385,0.004424,0.009227,0.018340,-0.195408,0.159272,0.018589,-0.188604,0.200795,0.376958,0.203677,0.169299,0.375878,0.104648,0.098712,0.377160,0.182222,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,8.580000,0.001167,0.024835,-0.002354,0.999688,0.167424,0.017359,0.164084,0.000276,0.198290,0.012573,0.122455,0.956639,0.145927,0.034503,0.140719,0.971904,0.217105,0.012809,0.179406,0.916799,0.176135,0.013487,0.223681,0.937685,0.099662,0.013423,0.154160,0.871846,0.198245,0.012528,0.122482,0.146054,0.034262,0.141005,0.217564,0.013144,0.179598,0.176513,0.013520,0.223831,0.099307,0.013616,0.153867,0.000566,0.018386,0.004421,0.009226,0.018335,-0.195406,0.159273,0.018590,-0.188599,0.200799,0.376952,0.203678,0.169301,0.375877,0.104647,0.098715,0.377161,0.182230,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,8.600000,0.001166,0.024815,-0.002322,0.999689,0.167420,0.017362,0.164083,0.000270,0.198289,0.012578,0.122454,0.958357,0.145923,0.034505,0.140717,0.972652,0.217101,0.012815,0.179407,0.920417,0.176130,0.013491,0.223680,0.937983,0.099659,0.013422,0.154155,0.873171,0.198248,0.012528,0.122487,0.146054,0.034261,0.141013,0.217550,0.013152,0.179590,0.176508,0.013520,0.223826,0.099306,0.013611,0.153866,0.000568,0.018382,0.004425,0.009192,0.018269,-0.195376,0.159272,0.018587,-0.188604,0.200805,0.376951,0.203664,0.169306,0.375911,0.104658,0.098715,0.377161,0.182222,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,8.620000,0.001157,0.024836,-0.002338,0.999688,0.167423,0.017363,0.164083,0.000276,0.198290,0.012577,0.122453,0.957497,0.145926,0.034505,0.140717,0.971341,0.217105,0.012814,0.179405,0.916759,0.176135,0.013492,0.223680,0.937702,0.099662,0.013425,0.154158,0.871878,0.198248,0.012530,0.122484,0.146054,0.034260,0.141010,0.217570,0.013151,0.179592,0.176510,0.013521,0.223823,0.099305,0.013615,0.153872,0.000566,0.018387,0.004419,0.009328,0.018404,-0.195408,0.159276,0.018587,-0.188602,0.200805,0.376954,0.203668,0.169300,0.375881,0.104641,0.098712,0.377165,0.182224,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,8.640000,0.001155,0.024828,-0.002311,0.999688,0.167422,0.017357,0.164085,0.000279,0.198289,0.012573,0.122456,0.957497,0.145924,0.034498,0.140719,0.971341,0.217103,0.012811,0.179408,0.916759,0.176133,0.013487,0.223682,0.937702,0.099661,0.013415,0.154159,0.871878,0.198244,0.012525,0.122489,0.146053,0.034256,0.141007,0.217570,0.013145,0.179595,0.176510,0.013521,0.223830,0.099298,0.013613,0.153862,0.000562,0.018388,0.004425,0.009195,0.018274,-0.195381,0.159274,0.018589,-0.188604,0.200795,0.376954,0.203678,0.169299,0.375875,0.104651,0.098713,0.377160,0.182223,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,8.660000,0.001160,0.024832,-0.002355,0.999688,0.167422,0.017361,0.164085,0.000276,0.198289,0.012574,0.122456,0.957762,0.145925,0.034504,0.140720,0.971634,0.217103,0.012811,0.179408,0.916933,0.176133,0.013489,0.223682,0.937812,0.099661,0.013425,0.154160,0.871078,0.198246,0.012527,0.122489,0.146051,0.034263,0.141010,0.217565,0.013140,0.179597,0.176514,0.013525,0.223828,0.099301,0.013618,0.153866,0.000566,0.018385,0.004423,0.009344,0.018099,-0.195096,0.159273,0.018588,-0.188601,0.200803,0.376951,0.203668,0.169296,0.375877,0.104643,0.098716,0.377157,0.182222,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,8.680000,0.001181,0.024837,-0.002304,0.999688,0.167423,0.017360,0.164084,0.000275,0.198289,0.012579,0.122454,0.957532,0.145924,0.034502,0.140719,0.971039,0.217104,0.012814,0.179405,0.917480,0.176135,0.013487,0.223681,0.938166,0.099661,0.013418,0.154159,0.872598,0.198244,0.012531,0.122486,0.146055,0.034261,0.141008,0.217567,0.013148,0.179591,0.176509,0.013520,0.223827,0.099308,0.013602,0.153878,0.000562,0.018384,0.004425,0.009229,0.018331,-0.195402,0.159274,0.018589,-0.188604,0.200799,0.376953,0.203671,0.169300,0.375876,0.104646,0.098711,0.377158,0.182228,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,8.700000,0.001193,0.024834,-0.002323,0.999688,0.167423,0.017359,0.164082,0.000279,0.198290,0.012577,0.122452,0.957122,0.145925,0.034502,0.140717,0.971824,0.217104,0.012811,0.179404,0.915878,0.176135,0.013484,0.223678,0.936104,0.099662,0.013420,0.154156,0.870650,0.198243,0.012530,0.122483,0.146053,0.034258,0.141009,0.217569,0.013147,0.179592,0.176512,0.013520,0.223829,0.099301,0.013624,0.153849,0.000565,0.018385,0.004422,0.009223,0.018337,-0.195411,0.159273,0.018588,-0.188600,0.200801,0.376951,0.203672,0.169332,0.375783,0.104711,0.098712,0.377160,0.182220,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,8.720000,0.001164,0.024826,-0.002339,0.999688,0.167423,0.017360,0.164086,0.000278,0.198290,0.012575,0.122457,0.957122,0.145925,0.034503,0.140721,0.971824,0.217103,0.012811,0.179409,0.915878,0.176133,0.013488,0.223683,0.936104,0.099661,0.013423,0.154160,0.870650,0.198247,0.012525,0.122488,0.146053,0.034264,0.141013,0.217568,0.013146,0.179599,0.176509,0.013518,0.223824,0.099298,0.013623,0.153857,0.000569,0.018389,0.004420,0.009193,0.018276,-0.195384,0.159274,0.018585,-0.188602,0.200805,0.376954,0.203670,0.169335,0.375783,0.104709,0.098716,0.377158,0.182218,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,8.740000,0.001162,0.024847,-0.002332,0.999688,0.167426,0.017361,0.164085,0.000279,0.198291,0.012576,0.122455,0.956850,0.145927,0.034503,0.140720,0.971101,0.217107,0.012813,0.179406,0.916296,0.176139,0.013489,0.223682,0.937172,0.099664,0.013422,0.154162,0.870018,0.198249,0.012528,0.122485,0.146058,0.034262,0.141007,0.217571,0.013149,0.179593,0.176512,0.013520,0.223828,0.099301,0.013614,0.153869,0.000568,0.018386,0.004422,0.009185,0.018268,-0.195374,0.159274,0.018590,-0.188604,0.200803,0.376951,0.203664,0.169303,0.375878,0.104646,0.098707,0.377160,0.182218,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,8.760000,0.001171,0.024844,-0.002327,0.999688,0.167422,0.017359,0.164082,0.000275,0.198288,0.012576,0.122452,0.957510,0.145924,0.034502,0.140718,0.970982,0.217104,0.012812,0.179403,0.916930,0.176135,0.013487,0.223679,0.938301,0.099661,0.013420,0.154158,0.872011,0.198245,0.012528,0.122484,0.146054,0.034263,0.141006,0.217568,0.013144,0.179592,0.176512,0.013522,0.223824,0.099306,0.013606,0.153877,0.000570,0.018384,0.004419,0.009189,0.018274,-0.195375,0.159272,0.018588,-0.188598,0.200799,0.376950,0.203670,0.169298,0.375874,0.104646,0.098771,0.376884,0.182358,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,8.780000,0.001185,0.024838,-0.002331,0.999688,0.167423,0.017359,0.164081,0.000276,0.198289,0.012576,0.122451,0.956978,0.145925,0.034502,0.140717,0.971215,0.217104,0.012810,0.179402,0.916514,0.176135,0.013485,0.223678,0.937977,0.099661,0.013420,0.154156,0.872018,0.198244,0.012528,0.122479,0.146054,0.034263,0.141007,0.217568,0.013147,0.179594,0.176510,0.013514,0.223821,0.099306,0.013610,0.153867,0.000567,0.018388,0.004422,0.009229,0.018338,-0.195415,0.159273,0.018590,-0.188600,0.200804,0.376949,0.203670,0.169298,0.375878,0.104641,0.098710,0.377160,0.182218,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,8.800000,0.001148,0.024843,-0.002338,0.999688,0.167422,0.017359,0.164087,0.000279,0.198287,0.012573,0.122457,0.956978,0.145924,0.034501,0.140722,0.971215,0.217103,0.012811,0.179409,0.916514,0.176134,0.013489,0.223684,0.937977,0.099660,0.013421,0.154163,0.872018,0.198241,0.012523,0.122489,0.146054,0.034258,0.141013,0.217568,0.013147,0.179597,0.176512,0.013520,0.223829,0.099297,0.013622,0.153857,0.000567,0.018390,0.004418,0.009249,0.018332,-0.195277,0.159272,0.018587,-0.188599,0.200803,0.376951,0.203671,0.169302,0.375875,0.104643,0.098774,0.376882,0.182350,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,8.820000,0.001166,0.024832,-0.002340,0.999688,0.167425,0.017360,0.164084,0.000279,0.198292,0.012575,0.122455,0.956539,0.145928,0.034503,0.140719,0.971578,0.217106,0.012811,0.179406,0.915782,0.176137,0.013488,0.223681,0.936601,0.099664,0.013423,0.154159,0.870369,0.198248,0.012528,0.122483,0.146057,0.034261,0.141006,0.217570,0.013147,0.179595,0.176510,0.013521,0.223831,0.099302,0.013622,0.153860,0.000567,0.018384,0.004420,0.009192,0.018272,-0.195374,0.159275,0.018590,-0.188600,0.200800,0.376951,0.203679,0.169300,0.375879,0.104643,0.098715,0.377160,0.182220,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,8.840000,0.001170,0.024839,-0.002320,0.999688,0.167424,0.017358,0.164084,0.000276,0.198290,0.012575,0.122455,0.957937,0.145925,0.034501,0.140720,0.971471,0.217105,0.012811,0.179406,0.916483,0.176136,0.013486,0.223682,0.937722,0.099662,0.013418,0.154160,0.871610,0.198245,0.012524,0.122488,0.146052,0.034263,0.141010,0.217570,0.013148,0.179594,0.176511,0.013516,0.223826,0.099305,0.013609,0.153867,0.000568,0.018383,0.004423,0.009194,0.018276,-0.195380,0.159271,0.018588,-0.188599,0.200803,0.376950,0.203669,0.169298,0.375881,0.104636,0.098708,0.377161,0.182220,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,8.860000,0.001121,0.024842,-0.002373,0.999688,0.167421,0.017361,0.164087,0.000278,0.198286,0.012570,0.122458,0.956554,0.145924,0.034503,0.140721,0.971250,0.217102,0.012810,0.179409,0.915927,0.176133,0.013494,0.223684,0.937295,0.099659,0.013427,0.154164,0.871255,0.198241,0.012524,0.122486,0.146053,0.034259,0.141009,0.217567,0.013148,0.179600,0.176507,0.013525,0.223832,0.099301,0.013619,0.153871,0.000566,0.018392,0.004419,0.009252,0.018330,-0.195287,0.159274,0.018588,-0.188601,0.200798,0.376951,0.203671,0.169298,0.375879,0.104644,0.098774,0.376880,0.182350,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,8.880000,0.001148,0.024859,-0.002291,0.999688,0.167421,0.017357,0.164084,0.000278,0.198286,0.012574,0.122453,0.956554,0.145921,0.034497,0.140720,0.971250,0.217103,0.012814,0.179404,0.915927,0.176136,0.013488,0.223681,0.937295,0.099660,0.013413,0.154163,0.871255,0.198243,0.012523,0.122486,0.146046,0.034257,0.141009,0.217569,0.013152,0.179589,0.176512,0.013522,0.223833,0.099297,0.013612,0.153862,0.000567,0.018385,0.004422,0.009415,0.018170,-0.195015,0.159273,0.018586,-0.188599,0.200796,0.376953,0.203674,0.169299,0.375879,0.104641,0.098706,0.377160,0.182217,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,8.900000,0.001152,0.024838,-0.002346,0.999688,0.167421,0.017357,0.164085,0.000278,0.198287,0.012570,0.122455,0.957549,0.145923,0.034499,0.140720,0.972139,0.217102,0.012808,0.179407,0.915818,0.176133,0.013486,0.223682,0.936342,0.099659,0.013420,0.154161,0.870251,0.198244,0.012522,0.122484,0.146051,0.034265,0.141008,0.217565,0.013143,0.179598,0.176510,0.013521,0.223830,0.099299,0.013607,0.153871,0.000567,0.018385,0.004421,0.009252,0.018323,-0.195273,0.159270,0.018584,-0.188597,0.200798,0.376956,0.203676,0.169299,0.375872,0.104645,0.098712,0.377159,0.182219,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,8.920000,0.001177,0.024855,-0.002331,0.999688,0.167422,0.017358,0.164085,0.000276,0.198286,0.012575,0.122454,0.957569,0.145923,0.034501,0.140721,0.971150,0.217103,0.012810,0.179405,0.915903,0.176136,0.013485,0.223681,0.937871,0.099660,0.013420,0.154162,0.872119,0.198241,0.012526,0.122486,0.146049,0.034260,0.141011,0.217573,0.013144,0.179594,0.176515,0.013521,0.223829,0.099307,0.013603,0.153877,0.000566,0.018382,0.004425,0.009191,0.018272,-0.195377,0.159271,0.018589,-0.188597,0.200803,0.376953,0.203669,0.169295,0.375879,0.104638,0.098777,0.376883,0.182352,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,8.940000,0.001163,0.024854,-0.002325,0.999688,0.167422,0.017357,0.164084,0.000277,0.198287,0.012573,0.122453,0.957179,0.145923,0.034499,0.140719,0.971964,0.217104,0.012810,0.179404,0.916071,0.176136,0.013486,0.223680,0.936676,0.099660,0.013418,0.154161,0.871906,0.198243,0.012523,0.122483,0.146050,0.034257,0.141013,0.217571,0.013149,0.179590,0.176512,0.013521,0.223834,0.099306,0.013607,0.153874,0.000565,0.018387,0.004424,0.009346,0.018104,-0.195095,0.159273,0.018592,-0.188598,0.200799,0.376954,0.203677,0.169295,0.375878,0.104639,0.098738,0.376957,0.182333,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,8.960000,0.001183,0.024845,-0.002347,0.999688,0.167422,0.017360,0.164082,0.000275,0.198287,0.012576,0.122452,0.957179,0.145924,0.034505,0.140718,0.971964,0.217103,0.012810,0.179403,0.916071,0.176135,0.013486,0.223679,0.936676,0.099660,0.013424,0.154159,0.871906,0.198243,0.012527,0.122486,0.146053,0.034262,0.141004,0.217571,0.013149,0.179591,0.176510,0.013516,0.223828,0.099309,0.013607,0.153879,0.000567,0.018388,0.004421,0.009194,0.018269,-0.195377,0.159274,0.018588,-0.188602,0.200803,0.376952,0.203675,0.169293,0.375880,0.104639,0.098640,0.377109,0.182287,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,8.980000,0.001107,0.024857,-0.002329,0.999688,0.167423,0.017360,0.164086,0.000278,0.198287,0.012571,0.122455,0.957572,0.145924,0.034500,0.140720,0.971280,0.217105,0.012814,0.179406,0.916604,0.176137,0.013495,0.223683,0.938344,0.099661,0.013420,0.154164,0.872682,0.198243,0.012524,0.122485,0.146054,0.034255,0.141011,0.217568,0.013153,0.179595,0.176515,0.013525,0.223831,0.099300,0.013615,0.153869,0.000571,0.018383,0.004425,0.009226,0.018331,-0.195409,0.159272,0.018586,-0.188601,0.200801,0.376952,0.203670,0.169294,0.375872,0.104649,0.098706,0.377158,0.182216,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,9.000000,0.001142,0.024836,-0.002358,0.999688,0.167420,0.017360,0.164085,0.000276,0.198286,0.012571,0.122456,0.957239,0.145923,0.034502,0.140720,0.971236,0.217101,0.012810,0.179407,0.916870,0.176132,0.013490,0.223683,0.937849,0.099659,0.013424,0.154161,0.871885,0.198241,0.012524,0.122486,0.146053,0.034259,0.141008,0.217564,0.013144,0.179597,0.176509,0.013523,0.223828,0.099303,0.013615,0.153870,0.000567,0.018386,0.004422,0.009223,0.018335,-0.195406,0.159270,0.018587,-0.188602,0.200799,0.376956,0.203671,0.169296,0.375873,0.104652,0.098772,0.376878,0.182354,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,9.020000,0.001124,0.024857,-0.002340,0.999688,0.167424,0.017360,0.164084,0.000274,0.198289,0.012572,0.122454,0.958158,0.145926,0.034501,0.140719,0.971598,0.217106,0.012813,0.179404,0.916877,0.176139,0.013493,0.223681,0.938271,0.099662,0.013422,0.154163,0.872901,0.198244,0.012519,0.122488,0.146054,0.034260,0.141007,0.217572,0.013153,0.179591,0.176514,0.013519,0.223828,0.099311,0.013610,0.153877,0.000566,0.018385,0.004418,0.009188,0.018271,-0.195378,0.159274,0.018586,-0.188601,0.200801,0.376953,0.203668,0.169298,0.375881,0.104649,0.098714,0.377160,0.182217,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,9.040000,0.001152,0.024872,-0.002332,0.999687,0.167424,0.017358,0.164084,0.000276,0.198288,0.012573,0.122453,0.957648,0.145925,0.034500,0.140721,0.971102,0.217107,0.012811,0.179403,0.916719,0.176141,0.013488,0.223681,0.938144,0.099662,0.013419,0.154165,0.871992,0.198246,0.012524,0.122487,0.146054,0.034257,0.141009,0.217574,0.013145,0.179589,0.176516,0.013520,0.223826,0.099307,0.013605,0.153884,0.000570,0.018387,0.004419,0.009229,0.018332,-0.195408,0.159275,0.018590,-0.188605,0.200810,0.376948,0.203668,0.169304,0.375877,0.104648,0.098716,0.377161,0.182224,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,9.060000,0.001141,0.024829,-0.002345,0.999688,0.167422,0.017359,0.164088,0.000275,0.198288,0.012572,0.122459,0.957648,0.145924,0.034502,0.140722,0.971102,0.217102,0.012811,0.179411,0.916719,0.176133,0.013490,0.223686,0.938144,0.099660,0.013422,0.154163,0.871992,0.198245,0.012523,0.122495,0.146050,0.034257,0.141011,0.217568,0.013147,0.179598,0.176507,0.013520,0.223831,0.099305,0.013616,0.153869,0.000567,0.018381,0.004422,0.009189,0.018271,-0.195369,0.159270,0.018586,-0.188600,0.200798,0.376952,0.203675,0.169300,0.375880,0.104650,0.098645,0.377111,0.182293,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,9.080000,0.001169,0.024834,-0.002337,0.999688,0.167421,0.017361,0.164085,0.000275,0.198288,0.012577,0.122455,0.958323,0.145924,0.034504,0.140720,0.971630,0.217102,0.012812,0.179407,0.917494,0.176133,0.013489,0.223682,0.937874,0.099660,0.013423,0.154160,0.871420,0.198246,0.012525,0.122491,0.146052,0.034261,0.141010,0.217565,0.013149,0.179592,0.176510,0.013516,0.223825,0.099301,0.013617,0.153866,0.000563,0.018384,0.004421,0.009224,0.018336,-0.195406,0.159272,0.018585,-0.188601,0.200796,0.376953,0.203667,0.169295,0.375878,0.104646,0.098710,0.377160,0.182232,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,9.100000,0.001167,0.024850,-0.002317,0.999688,0.167421,0.017355,0.164084,0.000278,0.198287,0.012572,0.122454,0.957435,0.145922,0.034497,0.140720,0.971188,0.217103,0.012809,0.179405,0.915959,0.176135,0.013483,0.223681,0.937465,0.099660,0.013415,0.154161,0.870970,0.198242,0.012522,0.122486,0.146050,0.034256,0.141012,0.217571,0.013147,0.179595,0.176513,0.013514,0.223826,0.099301,0.013607,0.153869,0.000563,0.018385,0.004422,0.009192,0.018274,-0.195378,0.159271,0.018589,-0.188602,0.200800,0.376952,0.203672,0.169298,0.375876,0.104653,0.098712,0.377160,0.182232,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,9.120000,0.001152,0.024836,-0.002330,0.999688,0.167421,0.017361,0.164083,0.000277,0.198287,0.012575,0.122454,0.958024,0.145923,0.034503,0.140718,0.971139,0.217102,0.012813,0.179405,0.916580,0.176133,0.013491,0.223680,0.937058,0.099659,0.013422,0.154159,0.870545,0.198245,0.012525,0.122490,0.146052,0.034258,0.141011,0.217569,0.013149,0.179589,0.176508,0.013521,0.223825,0.099297,0.013615,0.153865,0.000564,0.018387,0.004423,0.009188,0.018268,-0.195375,0.159269,0.018586,-0.188601,0.200802,0.376949,0.203672,0.169298,0.375873,0.104649,0.098734,0.376954,0.182343,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,9.140000,0.001199,0.024855,-0.002329,0.999688,0.167422,0.017357,0.164079,0.000274,0.198286,0.012576,0.122448,0.958024,0.145923,0.034502,0.140716,0.971139,0.217103,0.012809,0.179399,0.916580,0.176136,0.013482,0.223676,0.937058,0.099660,0.013419,0.154157,0.870545,0.198244,0.012527,0.122483,0.146053,0.034258,0.141011,0.217571,0.013143,0.179584,0.176511,0.013514,0.223818,0.099308,0.013601,0.153882,0.000565,0.018385,0.004421,0.009190,0.018272,-0.195375,0.159269,0.018588,-0.188599,0.200805,0.376948,0.203664,0.169300,0.375875,0.104649,0.098713,0.377164,0.182222,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,9.160000,0.001168,0.024842,-0.002335,0.999688,0.167421,0.017358,0.164083,0.000274,0.198287,0.012573,0.122453,0.958114,0.145923,0.034501,0.140719,0.971498,0.217102,0.012809,0.179405,0.917207,0.176133,0.013486,0.223680,0.938154,0.099659,0.013420,0.154159,0.872976,0.198244,0.012524,0.122486,0.146050,0.034259,0.141011,0.217567,0.013145,0.179591,0.176508,0.013517,0.223824,0.099307,0.013605,0.153876,0.000565,0.018382,0.004425,0.009289,0.018383,-0.195305,0.159273,0.018589,-0.188600,0.200803,0.376953,0.203672,0.169302,0.375877,0.104645,0.098710,0.377162,0.182224,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,9.180000,0.001149,0.024845,-0.002336,0.999688,0.167420,0.017360,0.164083,0.000278,0.198286,0.012574,0.122453,0.957090,0.145922,0.034503,0.140718,0.971119,0.217102,0.012813,0.179405,0.916194,0.176133,0.013491,0.223680,0.936868,0.099659,0.013422,0.154160,0.871474,0.198240,0.012527,0.122485,0.146052,0.034257,0.141011,0.217569,0.013150,0.179591,0.176508,0.013525,0.223830,0.099301,0.013613,0.153870,0.000563,0.018385,0.004420,0.009334,0.018102,-0.195088,0.159271,0.018589,-0.188599,0.200802,0.376953,0.203674,0.169296,0.375879,0.104646,0.098711,0.377158,0.182217,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,9.200000,0.001169,0.024853,-0.002302,0.999688,0.167422,0.017357,0.164086,0.000278,0.198287,0.012574,0.122455,0.958141,0.145922,0.034498,0.140722,0.971626,0.217104,0.012811,0.179406,0.916216,0.176136,0.013485,0.223683,0.936190,0.099660,0.013414,0.154163,0.870860,0.198244,0.012525,0.122491,0.146049,0.034256,0.141016,0.217572,0.013144,0.179585,0.176512,0.013524,0.223834,0.099301,0.013607,0.153869,0.000562,0.018381,0.004421,0.009195,0.018268,-0.195370,0.159270,0.018586,-0.188598,0.200793,0.376956,0.203679,0.169296,0.375875,0.104647,0.098712,0.377159,0.182224,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,9.220000,0.001153,0.024845,-0.002332,0.999688,0.167420,0.017357,0.164084,0.000280,0.198286,0.012572,0.122454,0.958141,0.145922,0.034499,0.140719,0.971626,0.217102,0.012810,0.179406,0.916216,0.176133,0.013487,0.223681,0.936190,0.099659,0.013419,0.154161,0.870860,0.198243,0.012524,0.122484,0.146053,0.034256,0.141009,0.217568,0.013147,0.179593,0.176509,0.013522,0.223833,0.099296,0.013608,0.153872,0.000565,0.018387,0.004423,0.009224,0.018336,-0.195407,0.159269,0.018585,-0.188601,0.200805,0.376948,0.203662,0.169298,0.375878,0.104641,0.098716,0.377159,0.182219,,,,,,,,,,,,,,,,,,,,,,,,,,,
