Format Version,1.21,Take Name,Take 2024-08-16 11.37.55 AM,Capture Frame Rate,50.000000,Export Frame Rate,50.000000,Capture Start Time,2024-08-16 11.37.55.441 AM,Total Frames in Take,2152,Total Exported Frames,2152,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
441,8.820000,0.003235,-0.095470,-0.002415,-0.995424,0.126245,0.017286,0.139528,0.000744,0.150979,0.012417,0.093996,0.856628,0.101489,0.034020,0.119303,0.892227,0.177635,0.013334,0.147719,0.818129,0.143316,0.014025,0.197327,0.732713,0.057806,0.012633,0.139296,0.834419,0.150844,0.012452,0.093622,0.101381,0.034124,0.119239,0.178058,0.013373,0.147816,0.143574,0.014059,0.198197,0.057152,0.013158,0.138681,0.009255,0.018297,-0.195398,0.000707,0.018392,0.004414,0.159350,0.018601,-0.188657,0.164136,0.376632,0.174315,0.119844,0.375351,0.081186,0.059730,0.376728,0.166507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,8.840000,0.003189,-0.095438,-0.002439,-0.995427,0.126245,0.017288,0.139524,0.000744,0.150982,0.012424,0.093993,0.852282,0.101489,0.034023,0.119299,0.890489,0.177634,0.013337,0.147718,0.808019,0.143312,0.014022,0.197323,0.716856,0.057806,0.012632,0.139287,0.802469,0.150844,0.012454,0.093623,0.101385,0.034130,0.119232,0.178057,0.013380,0.147812,0.143572,0.014052,0.198196,0.057150,0.013161,0.138665,0.009320,0.018351,-0.195302,0.000702,0.018395,0.004415,0.159350,0.018600,-0.188659,0.164136,0.376635,0.174310,0.119849,0.375345,0.081195,0.059726,0.376719,0.166503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,8.860000,0.003239,-0.095457,-0.002420,-0.995425,0.126243,0.017287,0.139526,0.000747,0.150979,0.012418,0.093995,0.852282,0.101488,0.034021,0.119300,0.890489,0.177633,0.013336,0.147718,0.808019,0.143313,0.014027,0.197325,0.716856,0.057804,0.012633,0.139292,0.802469,0.150841,0.012449,0.093624,0.101382,0.034128,0.119233,0.178064,0.013383,0.147811,0.143572,0.014056,0.198197,0.057149,0.013161,0.138673,0.009255,0.018297,-0.195399,0.000708,0.018396,0.004412,0.159348,0.018598,-0.188660,0.164131,0.376636,0.174312,0.119847,0.375348,0.081191,0.059723,0.376727,0.166512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,8.880000,0.003227,-0.095448,-0.002411,-0.995426,0.126245,0.017287,0.139527,0.000748,0.150981,0.012418,0.093996,0.851083,0.101490,0.034022,0.119301,0.889703,0.177635,0.013334,0.147720,0.806898,0.143313,0.014025,0.197326,0.716560,0.057806,0.012634,0.139291,0.801367,0.150845,0.012453,0.093623,0.101385,0.034123,0.119232,0.178061,0.013378,0.147815,0.143573,0.014053,0.198200,0.057148,0.013160,0.138682,0.009299,0.018362,-0.195430,0.000705,0.018393,0.004422,0.159350,0.018597,-0.188656,0.164133,0.376636,0.174308,0.119840,0.375354,0.081193,0.059724,0.376719,0.166509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,8.900000,0.003228,-0.095444,-0.002444,-0.995427,0.126243,0.017287,0.139526,0.000746,0.150980,0.012420,0.093996,0.851083,0.101487,0.034021,0.119300,0.889703,0.177633,0.013338,0.147720,0.806898,0.143311,0.014026,0.197326,0.716560,0.057804,0.012630,0.139290,0.801367,0.150841,0.012455,0.093620,0.101383,0.034124,0.119233,0.178058,0.013381,0.147818,0.143573,0.014056,0.198198,0.057148,0.013160,0.138671,0.009493,0.018210,-0.195037,0.000709,0.018397,0.004414,0.159346,0.018599,-0.188656,0.164139,0.376636,0.174314,0.119845,0.375352,0.081195,0.059723,0.376729,0.166510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,8.920000,0.003226,-0.095419,-0.002449,-0.995429,0.126245,0.017286,0.139523,0.000746,0.150985,0.012420,0.093994,0.852017,0.101491,0.034020,0.119296,0.890074,0.177635,0.013338,0.147719,0.806538,0.143310,0.014026,0.197323,0.716508,0.057807,0.012629,0.139284,0.801878,0.150846,0.012451,0.093623,0.101387,0.034125,0.119227,0.178066,0.013386,0.147814,0.143572,0.014052,0.198196,0.057151,0.013161,0.138663,0.009421,0.018146,-0.195123,0.000705,0.018393,0.004417,0.159349,0.018603,-0.188658,0.164139,0.376628,0.174308,0.119847,0.375349,0.081187,0.059728,0.376724,0.166506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,8.940000,0.003245,-0.095479,-0.002446,-0.995423,0.126248,0.017286,0.139524,0.000744,0.150982,0.012418,0.093991,0.852017,0.101491,0.034019,0.119299,0.890074,0.177639,0.013338,0.147714,0.806538,0.143320,0.014027,0.197322,0.716508,0.057810,0.012628,0.139292,0.801878,0.150846,0.012448,0.093622,0.101386,0.034122,0.119232,0.178064,0.013382,0.147805,0.143578,0.014055,0.198194,0.057156,0.013156,0.138677,0.009264,0.018303,-0.195399,0.000709,0.018394,0.004413,0.159355,0.018600,-0.188656,0.164135,0.376642,0.174308,0.119850,0.375340,0.081201,0.059724,0.376726,0.166506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,8.960000,0.003246,-0.095444,-0.002423,-0.995427,0.126243,0.017287,0.139526,0.000746,0.150980,0.012417,0.093995,0.851601,0.101488,0.034021,0.119299,0.889851,0.177633,0.013336,0.147720,0.807456,0.143311,0.014028,0.197325,0.715854,0.057804,0.012633,0.139290,0.802819,0.150844,0.012450,0.093624,0.101381,0.034127,0.119231,0.178057,0.013377,0.147812,0.143571,0.014059,0.198202,0.057151,0.013162,0.138671,0.009257,0.018299,-0.195397,0.000707,0.018393,0.004414,0.159346,0.018599,-0.188658,0.164135,0.376637,0.174309,0.119847,0.375341,0.081200,0.059722,0.376723,0.166505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,8.980000,0.003222,-0.095441,-0.002455,-0.995427,0.126245,0.017285,0.139526,0.000746,0.150982,0.012419,0.093995,0.851601,0.101489,0.034018,0.119300,0.889851,0.177635,0.013337,0.147720,0.807456,0.143313,0.014024,0.197325,0.715854,0.057806,0.012626,0.139289,0.802819,0.150842,0.012451,0.093623,0.101384,0.034122,0.119236,0.178066,0.013379,0.147814,0.143572,0.014056,0.198200,0.057150,0.013161,0.138659,0.009423,0.018150,-0.195123,0.000704,0.018394,0.004413,0.159348,0.018597,-0.188658,0.164128,0.376642,0.174322,0.119848,0.375343,0.081195,0.059724,0.376725,0.166506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,9.000000,0.003240,-0.095448,-0.002433,-0.995426,0.126245,0.017286,0.139525,0.000743,0.150981,0.012417,0.093995,0.852287,0.101489,0.034020,0.119299,0.890781,0.177635,0.013336,0.147719,0.807157,0.143313,0.014027,0.197325,0.717803,0.057806,0.012630,0.139290,0.802631,0.150843,0.012447,0.093625,0.101384,0.034123,0.119235,0.178063,0.013381,0.147814,0.143571,0.014054,0.198193,0.057150,0.013162,0.138668,0.009425,0.018150,-0.195123,0.000709,0.018391,0.004419,0.159350,0.018599,-0.188657,0.164139,0.376640,0.174320,0.119851,0.375342,0.081197,0.059728,0.376727,0.166507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,9.020000,0.003344,-0.095536,-0.002200,-0.995418,0.126265,0.017305,0.139535,0.000697,0.150991,0.012414,0.094001,0.855279,0.101514,0.034045,0.119309,0.892168,0.177655,0.013335,0.147720,0.816797,0.143342,0.014053,0.197332,0.731209,0.057824,0.012680,0.139313,0.833089,0.150847,0.012452,0.093625,0.101383,0.034122,0.119239,0.178069,0.013388,0.147811,0.143572,0.014055,0.198199,0.057309,0.013078,0.138859,0.009296,0.018366,-0.195429,0.000710,0.018394,0.004415,0.159351,0.018604,-0.188657,0.164136,0.376636,0.174308,0.119848,0.375345,0.081194,0.059728,0.376727,0.166506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,9.040000,0.003244,-0.095453,-0.002437,-0.995426,0.126245,0.017289,0.139523,0.000750,0.150981,0.012420,0.093992,0.850632,0.101489,0.034022,0.119296,0.888981,0.177635,0.013339,0.147715,0.806091,0.143314,0.014030,0.197322,0.715149,0.057806,0.012633,0.139288,0.801297,0.150846,0.012450,0.093619,0.101380,0.034130,0.119230,0.178064,0.013382,0.147810,0.143575,0.014059,0.198199,0.057148,0.013163,0.138667,0.009394,0.018437,-0.195430,0.000707,0.018394,0.004415,0.159350,0.018600,-0.188662,0.164133,0.376635,0.174307,0.119840,0.375354,0.081178,0.059726,0.376725,0.166505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,9.060000,0.003260,-0.095441,-0.002425,-0.995427,0.126243,0.017290,0.139525,0.000748,0.150980,0.012419,0.093994,0.851530,0.101488,0.034023,0.119297,0.888862,0.177633,0.013340,0.147719,0.805955,0.143310,0.014033,0.197324,0.716090,0.057804,0.012635,0.139289,0.802710,0.150842,0.012450,0.093624,0.101380,0.034130,0.119226,0.178066,0.013386,0.147812,0.143568,0.014057,0.198201,0.057154,0.013157,0.138681,0.009258,0.018302,-0.195397,0.000707,0.018397,0.004413,0.159348,0.018604,-0.188660,0.164137,0.376631,0.174305,0.119847,0.375350,0.081187,0.059723,0.376727,0.166505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,9.080000,0.003235,-0.095439,-0.002447,-0.995427,0.126243,0.017288,0.139526,0.000746,0.150980,0.012420,0.093996,0.851101,0.101487,0.034021,0.119300,0.889859,0.177633,0.013339,0.147720,0.806700,0.143310,0.014028,0.197326,0.716368,0.057804,0.012630,0.139289,0.802985,0.150843,0.012453,0.093622,0.101380,0.034123,0.119232,0.178061,0.013382,0.147816,0.143568,0.014056,0.198201,0.057153,0.013156,0.138677,0.009255,0.018297,-0.195393,0.000710,0.018393,0.004416,0.159349,0.018603,-0.188659,0.164132,0.376638,0.174310,0.119847,0.375341,0.081197,0.059722,0.376728,0.166510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,9.100000,0.003215,-0.095427,-0.002393,-0.995428,0.126245,0.017286,0.139525,0.000747,0.150983,0.012417,0.093995,0.851756,0.101491,0.034022,0.119298,0.889927,0.177634,0.013331,0.147720,0.806733,0.143310,0.014022,0.197324,0.716529,0.057805,0.012636,0.139286,0.801858,0.150846,0.012450,0.093624,0.101386,0.034127,0.119232,0.178063,0.013375,0.147812,0.143570,0.014054,0.198198,0.057149,0.013161,0.138670,0.009255,0.018295,-0.195394,0.000706,0.018390,0.004414,0.159348,0.018599,-0.188659,0.164138,0.376637,0.174315,0.119851,0.375342,0.081205,0.059727,0.376731,0.166514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,9.120000,0.003249,-0.095450,-0.002447,-0.995426,0.126243,0.017290,0.139525,0.000748,0.150979,0.012421,0.093994,0.851756,0.101487,0.034022,0.119299,0.889927,0.177633,0.013341,0.147718,0.806733,0.143312,0.014031,0.197324,0.716529,0.057804,0.012632,0.139290,0.801858,0.150840,0.012453,0.093623,0.101384,0.034128,0.119230,0.178063,0.013388,0.147812,0.143571,0.014059,0.198199,0.057145,0.013163,0.138669,0.009440,0.018483,-0.195334,0.000705,0.018394,0.004415,0.159349,0.018599,-0.188658,0.164138,0.376631,0.174307,0.119846,0.375348,0.081191,0.059728,0.376727,0.166503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,9.140000,0.003219,-0.095452,-0.002445,-0.995426,0.126244,0.017289,0.139522,0.000746,0.150980,0.012423,0.093991,0.852126,0.101488,0.034023,0.119297,0.890113,0.177634,0.013340,0.147715,0.806538,0.143313,0.014027,0.197321,0.715919,0.057805,0.012632,0.139287,0.802869,0.150845,0.012453,0.093622,0.101381,0.034128,0.119231,0.178065,0.013384,0.147802,0.143568,0.014057,0.198197,0.057152,0.013163,0.138666,0.009259,0.018299,-0.195398,0.000710,0.018396,0.004414,0.159355,0.018598,-0.188659,0.164134,0.376638,0.174309,0.119849,0.375348,0.081189,0.059684,0.376759,0.166542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,9.160000,0.003206,-0.095457,-0.002420,-0.995425,0.126244,0.017287,0.139523,0.000747,0.150980,0.012421,0.093991,0.852126,0.101489,0.034023,0.119298,0.890113,0.177635,0.013335,0.147715,0.806538,0.143314,0.014023,0.197321,0.715919,0.057805,0.012634,0.139288,0.802869,0.150840,0.012451,0.093620,0.101385,0.034129,0.119229,0.178062,0.013381,0.147809,0.143572,0.014051,0.198198,0.057151,0.013159,0.138673,0.009386,0.018430,-0.195423,0.000703,0.018393,0.004413,0.159348,0.018603,-0.188662,0.164137,0.376633,0.174311,0.119848,0.375339,0.081199,0.059722,0.376728,0.166504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,9.180000,0.003157,-0.095295,-0.002472,-0.995441,0.126258,0.017287,0.139509,0.000718,0.151009,0.012428,0.093985,0.860019,0.101508,0.034023,0.119278,0.892493,0.177646,0.013339,0.147717,0.811812,0.143309,0.014019,0.197313,0.717932,0.057819,0.012627,0.139252,0.820417,0.150841,0.012451,0.093623,0.101383,0.034125,0.119234,0.178065,0.013380,0.147813,0.143569,0.014057,0.198200,0.057251,0.013170,0.138572,0.009256,0.018302,-0.195397,0.000706,0.018395,0.004415,0.159347,0.018597,-0.188652,0.164130,0.376636,0.174312,0.119842,0.375345,0.081196,0.059724,0.376725,0.166511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,9.200000,0.003244,-0.095467,-0.002455,-0.995424,0.126245,0.017287,0.139525,0.000748,0.150980,0.012420,0.093993,0.860019,0.101488,0.034020,0.119300,0.892493,0.177635,0.013340,0.147717,0.811812,0.143315,0.014029,0.197324,0.717932,0.057806,0.012629,0.139292,0.820417,0.150842,0.012450,0.093620,0.101382,0.034125,0.119234,0.178068,0.013384,0.147810,0.143570,0.014058,0.198201,0.057153,0.013152,0.138679,0.009262,0.018301,-0.195398,0.000705,0.018391,0.004414,0.159348,0.018597,-0.188659,0.164132,0.376643,0.174318,0.119850,0.375345,0.081197,0.059724,0.376726,0.166510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,9.220000,0.003218,-0.095458,-0.002443,-0.995425,0.126246,0.017287,0.139524,0.000746,0.150981,0.012421,0.093992,0.851536,0.101490,0.034022,0.119299,0.890423,0.177636,0.013338,0.147716,0.807149,0.143315,0.014026,0.197322,0.715999,0.057807,0.012631,0.139289,0.802233,0.150845,0.012455,0.093620,0.101385,0.034123,0.119234,0.178063,0.013382,0.147807,0.143575,0.014057,0.198199,0.057152,0.013159,0.138673,0.009427,0.018149,-0.195124,0.000708,0.018396,0.004411,0.159350,0.018601,-0.188657,0.164137,0.376631,0.174308,0.119850,0.375346,0.081190,0.059725,0.376729,0.166508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,9.240000,0.003248,-0.095441,-0.002442,-0.995427,0.126243,0.017290,0.139523,0.000746,0.150980,0.012421,0.093993,0.851536,0.101488,0.034023,0.119297,0.890423,0.177633,0.013341,0.147717,0.807149,0.143311,0.014031,0.197323,0.715999,0.057804,0.012633,0.139287,0.802233,0.150845,0.012450,0.093623,0.101380,0.034128,0.119230,0.178061,0.013387,0.147810,0.143569,0.014058,0.198197,0.057149,0.013166,0.138667,0.009319,0.018358,-0.195300,0.000707,0.018397,0.004411,0.159353,0.018601,-0.188662,0.164138,0.376633,0.174304,0.119844,0.375352,0.081181,0.059727,0.376722,0.166500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,9.260000,0.003220,-0.095479,-0.002428,-0.995423,0.126243,0.017286,0.139526,0.000745,0.150977,0.012419,0.093993,0.851741,0.101487,0.034021,0.119302,0.890538,0.177634,0.013335,0.147716,0.806780,0.143315,0.014024,0.197324,0.716738,0.057804,0.012631,0.139294,0.803047,0.150839,0.012452,0.093622,0.101380,0.034123,0.119238,0.178062,0.013375,0.147809,0.143572,0.014057,0.198198,0.057151,0.013160,0.138675,0.009255,0.018299,-0.195399,0.000706,0.018398,0.004413,0.159350,0.018603,-0.188660,0.164170,0.376583,0.174296,0.119850,0.375344,0.081193,0.059727,0.376721,0.166503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,9.280000,0.003225,-0.095459,-0.002434,-0.995425,0.126244,0.017285,0.139526,0.000747,0.150979,0.012418,0.093994,0.851741,0.101488,0.034020,0.119300,0.890538,0.177634,0.013335,0.147718,0.806780,0.143313,0.014024,0.197324,0.716738,0.057805,0.012630,0.139292,0.803047,0.150841,0.012449,0.093627,0.101383,0.034125,0.119229,0.178065,0.013381,0.147809,0.143571,0.014052,0.198199,0.057148,0.013159,0.138676,0.009437,0.018482,-0.195334,0.000707,0.018393,0.004416,0.159347,0.018601,-0.188656,0.164133,0.376643,0.174312,0.119849,0.375347,0.081197,0.059727,0.376725,0.166512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,9.300000,0.003400,-0.095541,-0.002145,-0.995417,0.126264,0.017305,0.139534,0.000698,0.150989,0.012406,0.094001,0.855096,0.101514,0.034045,0.119306,0.891591,0.177653,0.013330,0.147719,0.817160,0.143341,0.014058,0.197331,0.730816,0.057823,0.012687,0.139313,0.832870,0.150844,0.012446,0.093623,0.101386,0.034122,0.119231,0.178065,0.013380,0.147811,0.143572,0.014061,0.198202,0.057309,0.013074,0.138870,0.009258,0.018297,-0.195397,0.000709,0.018396,0.004413,0.159351,0.018599,-0.188656,0.164134,0.376642,0.174314,0.119846,0.375342,0.081201,0.059726,0.376729,0.166512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,9.320000,0.003210,-0.095472,-0.002426,-0.995424,0.126247,0.017288,0.139522,0.000747,0.150981,0.012421,0.093990,0.855096,0.101490,0.034023,0.119298,0.891591,0.177637,0.013336,0.147713,0.817160,0.143318,0.014024,0.197320,0.730816,0.057807,0.012633,0.139290,0.832870,0.150845,0.012450,0.093622,0.101385,0.034131,0.119231,0.178067,0.013383,0.147802,0.143575,0.014054,0.198194,0.057151,0.013157,0.138674,0.009426,0.018148,-0.195125,0.000705,0.018398,0.004413,0.159351,0.018597,-0.188661,0.164134,0.376639,0.174317,0.119843,0.375353,0.081185,0.059729,0.376720,0.166504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,9.340000,0.003368,-0.095538,-0.002147,-0.995418,0.126264,0.017309,0.139534,0.000692,0.150990,0.012413,0.094000,0.856684,0.101514,0.034049,0.119307,0.892147,0.177653,0.013333,0.147719,0.818471,0.143341,0.014058,0.197331,0.733094,0.057822,0.012690,0.139312,0.835162,0.150843,0.012451,0.093627,0.101383,0.034129,0.119229,0.178062,0.013386,0.147812,0.143571,0.014054,0.198193,0.057315,0.013080,0.138869,0.009256,0.018297,-0.195394,0.000708,0.018395,0.004416,0.159349,0.018601,-0.188658,0.164135,0.376636,0.174302,0.119841,0.375351,0.081183,0.059722,0.376727,0.166504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,9.360000,0.003234,-0.095442,-0.002424,-0.995427,0.126244,0.017288,0.139525,0.000750,0.150981,0.012419,0.093995,0.856684,0.101489,0.034022,0.119299,0.892147,0.177634,0.013337,0.147719,0.818471,0.143312,0.014027,0.197325,0.733094,0.057805,0.012633,0.139289,0.835162,0.150848,0.012453,0.093620,0.101381,0.034126,0.119233,0.178065,0.013384,0.147811,0.143568,0.014056,0.198199,0.057147,0.013162,0.138677,0.009390,0.018430,-0.195425,0.000708,0.018393,0.004413,0.159348,0.018600,-0.188656,0.164136,0.376643,0.174316,0.119842,0.375349,0.081183,0.059726,0.376725,0.166506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,9.380000,0.003346,-0.095534,-0.002160,-0.995418,0.126262,0.017303,0.139539,0.000694,0.150988,0.012410,0.094005,0.855325,0.101512,0.034044,0.119312,0.891804,0.177651,0.013328,0.147724,0.818565,0.143338,0.014050,0.197336,0.732927,0.057820,0.012683,0.139316,0.833698,0.150843,0.012448,0.093627,0.101383,0.034125,0.119238,0.178058,0.013380,0.147818,0.143569,0.014049,0.198198,0.057309,0.013067,0.138878,0.009257,0.018302,-0.195397,0.000707,0.018393,0.004418,0.159350,0.018600,-0.188656,0.164138,0.376636,0.174317,0.119852,0.375345,0.081193,0.059729,0.376722,0.166512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,9.400000,0.003374,-0.095549,-0.002173,-0.995417,0.126263,0.017304,0.139535,0.000695,0.150987,0.012409,0.094001,0.855325,0.101511,0.034044,0.119309,0.891804,0.177652,0.013332,0.147720,0.818565,0.143341,0.014055,0.197332,0.732927,0.057821,0.012682,0.139315,0.833698,0.150842,0.012448,0.093627,0.101381,0.034125,0.119233,0.178061,0.013382,0.147814,0.143576,0.014054,0.198194,0.057305,0.013083,0.138859,0.009322,0.018351,-0.195299,0.000705,0.018392,0.004415,0.159352,0.018597,-0.188657,0.164142,0.376634,0.174309,0.119849,0.375345,0.081192,0.059730,0.376725,0.166509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,9.420000,0.003244,-0.095466,-0.002451,-0.995424,0.126246,0.017289,0.139522,0.000749,0.150981,0.012421,0.093991,0.851818,0.101489,0.034021,0.119297,0.889883,0.177637,0.013341,0.147714,0.805682,0.143316,0.014030,0.197321,0.715258,0.057807,0.012630,0.139290,0.801498,0.150842,0.012452,0.093621,0.101385,0.034128,0.119231,0.178069,0.013384,0.147803,0.143571,0.014062,0.198199,0.057150,0.013159,0.138667,0.009257,0.018295,-0.195401,0.000709,0.018395,0.004411,0.159352,0.018599,-0.188659,0.164137,0.376635,0.174314,0.119847,0.375349,0.081189,0.059726,0.376726,0.166507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,9.440000,0.003255,-0.095431,-0.002397,-0.995428,0.126244,0.017287,0.139525,0.000751,0.150981,0.012415,0.093996,0.851818,0.101490,0.034022,0.119298,0.889883,0.177633,0.013334,0.147721,0.805682,0.143310,0.014029,0.197325,0.715258,0.057804,0.012636,0.139288,0.801498,0.150842,0.012449,0.093621,0.101384,0.034130,0.119229,0.178065,0.013375,0.147816,0.143568,0.014060,0.198202,0.057147,0.013161,0.138670,0.009390,0.018433,-0.195422,0.000704,0.018395,0.004413,0.159346,0.018601,-0.188659,0.164130,0.376639,0.174309,0.119848,0.375344,0.081195,0.059723,0.376727,0.166507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,9.460000,0.003220,-0.095459,-0.002453,-0.995425,0.126245,0.017284,0.139526,0.000745,0.150981,0.012419,0.093995,0.851189,0.101489,0.034018,0.119301,0.890074,0.177636,0.013336,0.147718,0.806901,0.143315,0.014023,0.197325,0.717709,0.057807,0.012626,0.139292,0.802921,0.150844,0.012452,0.093620,0.101380,0.034122,0.119235,0.178063,0.013380,0.147815,0.143574,0.014050,0.198193,0.057153,0.013155,0.138678,0.009255,0.018298,-0.195395,0.000703,0.018394,0.004413,0.159349,0.018600,-0.188659,0.164131,0.376640,0.174315,0.119844,0.375351,0.081194,0.059723,0.376722,0.166507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,9.480000,0.003239,-0.095457,-0.002464,-0.995425,0.126246,0.017286,0.139527,0.000744,0.150982,0.012419,0.093996,0.851189,0.101489,0.034018,0.119302,0.890074,0.177636,0.013339,0.147720,0.806901,0.143315,0.014027,0.197326,0.717709,0.057807,0.012626,0.139293,0.802921,0.150842,0.012449,0.093628,0.101384,0.034124,0.119234,0.178067,0.013385,0.147813,0.143573,0.014055,0.198196,0.057154,0.013155,0.138672,0.009255,0.018304,-0.195398,0.000709,0.018396,0.004413,0.159353,0.018601,-0.188656,0.164135,0.376635,0.174310,0.119843,0.375356,0.081180,0.059727,0.376724,0.166507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,9.500000,0.003242,-0.095463,-0.002408,-0.995425,0.126245,0.017287,0.139526,0.000748,0.150980,0.012417,0.093995,0.851316,0.101490,0.034021,0.119300,0.889075,0.177635,0.013334,0.147718,0.805840,0.143315,0.014027,0.197325,0.716219,0.057806,0.012634,0.139293,0.802023,0.150843,0.012447,0.093623,0.101383,0.034131,0.119233,0.178067,0.013378,0.147810,0.143570,0.014057,0.198200,0.057152,0.013155,0.138678,0.009254,0.018296,-0.195394,0.000707,0.018392,0.004419,0.159349,0.018602,-0.188657,0.164138,0.376635,0.174314,0.119849,0.375349,0.081185,0.059728,0.376725,0.166509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,9.520000,0.003244,-0.095455,-0.002425,-0.995426,0.126246,0.017287,0.139526,0.000748,0.150982,0.012418,0.093994,0.851180,0.101490,0.034021,0.119299,0.889263,0.177636,0.013337,0.147718,0.806199,0.143315,0.014028,0.197325,0.716828,0.057807,0.012633,0.139291,0.801979,0.150848,0.012451,0.093623,0.101380,0.034128,0.119230,0.178066,0.013380,0.147813,0.143573,0.014056,0.198195,0.057150,0.013167,0.138672,0.009264,0.018301,-0.195401,0.000707,0.018394,0.004415,0.159351,0.018602,-0.188662,0.164144,0.376634,0.174305,0.119851,0.375346,0.081192,0.059727,0.376726,0.166506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
