Format Version,1.21,Take Name,Take 2024-08-16 12.56.27 AM,Capture Frame Rate,50.000000,Export Frame Rate,50.000000,Capture Start Time,2024-08-16 12.56.27.275 AM,Total Frames in Take,3069,Total Exported Frames,3069,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1_1,Rigid Body 1_1,Rigid Body 1_1,Rigid Body 1_1,Rigid Body 1_2,Rigid Body 1_2,Rigid Body 1_2,Rigid Body 1_2,Rigid Body 1_3,Rigid Body 1_3,Rigid Body 1_3,Rigid Body 1_3,Rigid Body 1_4,Rigid Body 1_4,Rigid Body 1_4,Rigid Body 1_4,Rigid Body 1_5,Rigid Body 1_5,Rigid Body 1_5,Rigid Body 1_5,Rigid Body 1:Marker1,Rigid Body 1:Marker1,Rigid Body 1:Marker1,Rigid Body 1:Marker2,Rigid Body 1:Marker2,Rigid Body 1:Marker2,Rigid Body 1:Marker3,Rigid Body 1:Marker3,Rigid Body 1:Marker3,Rigid Body 1:Marker4,Rigid Body 1:Marker4,Rigid Body 1:Marker4,Rigid Body 1:Marker5,Rigid Body 1:Marker5,Rigid Body 1:Marker5,Unlabeled:110,Unlabeled:110,Unlabeled:110,Unlabeled:508,Unlabeled:508,Unlabeled:508,Unlabeled:620,Unlabeled:620,Unlabeled:620,Unlabeled:955,Unlabeled:955,Unlabeled:955,Unlabeled:958,Unlabeled:958,Unlabeled:958,Unlabeled:961,Unlabeled:961,Unlabeled:961,Unlabeled:972,Unlabeled:972,Unlabeled:972,Unlabeled:974,Unlabeled:974,Unlabeled:974,Unlabeled:980,Unlabeled:980,Unlabeled:980,Unlabeled:981,Unlabeled:981,Unlabeled:981,Unlabeled:982,Unlabeled:982,Unlabeled:982,Unlabeled:786,Unlabeled:786,Unlabeled:786,Unlabeled:911,Unlabeled:911,Unlabeled:911,Unlabeled:983,Unlabeled:983,Unlabeled:983,Unlabeled:989,Unlabeled:989,Unlabeled:989,Unlabeled:986,Unlabeled:986,Unlabeled:986,Unlabeled:985,Unlabeled:985,Unlabeled:985,Unlabeled:988,Unlabeled:988,Unlabeled:988,Unlabeled:984,Unlabeled:984,Unlabeled:984,Unlabeled:987,Unlabeled:987,Unlabeled:987,Unlabeled:990,Unlabeled:990,Unlabeled:990,Unlabeled:992,Unlabeled:992,Unlabeled:992,Unlabeled:991,Unlabeled:991,Unlabeled:991,Unlabeled:996,Unlabeled:996,Unlabeled:996,Unlabeled:995,Unlabeled:995,Unlabeled:995,Unlabeled:1003,Unlabeled:1003,Unlabeled:1003
,,"3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","3D53BE645BFD11EFCA23BCA05683489","8392B20CF49E3573100000001","8392B20CF49E3573100000001","8392B20CF49E3573100000001","8392B20CF49E3573100000002","8392B20CF49E3573100000002","8392B20CF49E3573100000002","8392B20CF49E3573100000003","8392B20CF49E3573100000003","8392B20CF49E3573100000003","8392B20CF49E3573100000004","8392B20CF49E3573100000004","8392B20CF49E3573100000004","8392B20CF49E3573100000005","8392B20CF49E3573100000005","8392B20CF49E3573100000005","8392B20CF49E35706E","8392B20CF49E35706E","8392B20CF49E35706E","8392B20CF49E35701FC","8392B20CF49E35701FC","8392B20CF49E35701FC","8392B20CF49E357026C","8392B20CF49E357026C","8392B20CF49E357026C","8392B20CF49E35703BB","8392B20CF49E35703BB","8392B20CF49E35703BB","8392B20CF49E35703BE","8392B20CF49E35703BE","8392B20CF49E35703BE","8392B20CF49E35703C1","8392B20CF49E35703C1","8392B20CF49E35703C1","8392B20CF49E35703CC","8392B20CF49E35703CC","8392B20CF49E35703CC","8392B20CF49E35703CE","8392B20CF49E35703CE","8392B20CF49E35703CE","8392B20CF49E35703D4","8392B20CF49E35703D4","8392B20CF49E35703D4","8392B20CF49E35703D5","8392B20CF49E35703D5","8392B20CF49E35703D5","8392B20CF49E35703D6","8392B20CF49E35703D6","8392B20CF49E35703D6","8392B20CF49E3570312","8392B20CF49E3570312","8392B20CF49E3570312","8392B20CF49E357038F","8392B20CF49E357038F","8392B20CF49E357038F","8392B20CF49E35703D7","8392B20CF49E35703D7","8392B20CF49E35703D7","8392B20CF49E35703DD","8392B20CF49E35703DD","8392B20CF49E35703DD","8392B20CF49E35703DA","8392B20CF49E35703DA","8392B20CF49E35703DA","8392B20CF49E35703D9","8392B20CF49E35703D9","8392B20CF49E35703D9","8392B20CF49E35703DC","8392B20CF49E35703DC","8392B20CF49E35703DC","8392B20CF49E35703D8","8392B20CF49E35703D8","8392B20CF49E35703D8","8392B20CF49E35703DB","8392B20CF49E35703DB","8392B20CF49E35703DB","8392B20CF49E35703DE","8392B20CF49E35703DE","8392B20CF49E35703DE","8392B20CF49E35703E0","8392B20CF49E35703E0","8392B20CF49E35703E0","8392B20CF49E35703DF","8392B20CF49E35703DF","8392B20CF49E35703DF","8392B20CF49E35703E4","8392B20CF49E35703E4","8392B20CF49E35703E4","8392B20CF49E35703E3","8392B20CF49E35703E3","8392B20CF49E35703E3","8392B20CF49E35703EB","8392B20CF49E35703EB","8392B20CF49E35703EB"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.001086,-0.474110,0.009140,0.880418,0.112321,0.017192,0.166283,0.051021,0.163928,0.013296,0.171776,0.869415,0.121253,0.033994,0.135626,0.953768,0.124438,0.013630,0.216920,0.960092,0.065484,0.013187,0.204137,0.939055,0.086502,0.011852,0.102954,1.000000,0.164398,0.013217,0.171681,0.121136,0.034211,0.135630,0.124277,0.013634,0.216883,0.065317,0.013255,0.204163,,,,0.157193,0.018534,-0.188777,-0.001227,0.018431,0.003768,0.007184,0.018355,-0.195495,0.060289,0.376453,0.115229,0.162260,0.376661,0.135878,0.093157,0.376775,0.214358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.020000,-0.001074,-0.474078,0.009112,0.880435,0.112328,0.017191,0.166285,0.000229,0.163935,0.013293,0.171775,0.895819,0.121259,0.033995,0.135629,0.963113,0.124449,0.013627,0.216922,0.948721,0.065493,0.013187,0.204143,0.944166,0.086504,0.011855,0.102959,0.962196,0.164401,0.013216,0.171680,0.121135,0.034208,0.135631,0.124274,0.013641,0.216887,0.065321,0.013249,0.204165,0.086565,0.011360,0.103198,0.157196,0.018533,-0.188777,-0.001225,0.018430,0.003767,0.007184,0.018357,-0.195495,0.060288,0.376456,0.115238,0.162266,0.376651,0.135894,0.093155,0.376766,0.214358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.040000,-0.001204,-0.474004,0.009179,0.880474,0.112317,0.017189,0.166283,0.000225,0.163925,0.013292,0.171765,0.884528,0.121243,0.033983,0.135619,0.956135,0.124446,0.013639,0.216918,0.962245,0.065489,0.013196,0.204149,0.953212,0.086483,0.011834,0.102962,0.963114,0.164400,0.013218,0.171680,0.121139,0.034211,0.135631,0.124279,0.013641,0.216878,0.065318,0.013247,0.204162,0.086452,0.011509,0.103024,0.157195,0.018535,-0.188778,-0.001220,0.018431,0.003768,0.007226,0.018369,-0.195480,0.060299,0.376447,0.115248,0.162261,0.376658,0.135878,0.093157,0.376775,0.214365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.060000,-0.001084,-0.474093,0.009146,0.880427,0.112333,0.017192,0.166288,0.000225,0.163940,0.013297,0.171780,0.884528,0.121264,0.033995,0.135631,0.956135,0.124452,0.013631,0.216925,0.962245,0.065497,0.013187,0.204144,0.953212,0.086512,0.011852,0.102960,0.963114,0.164401,0.013221,0.171687,0.121139,0.034209,0.135634,0.124285,0.013641,0.216889,0.065323,0.013258,0.204173,0.086575,0.011357,0.103195,0.157195,0.018534,-0.188775,-0.001221,0.018429,0.003770,0.007183,0.018362,-0.195501,0.060294,0.376443,0.115248,0.162272,0.376648,0.135897,0.093166,0.376759,0.214391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.080000,-0.001048,-0.474072,0.009128,0.880438,0.112334,0.017191,0.166280,0.000227,0.163941,0.013296,0.171769,0.896857,0.121263,0.033996,0.135624,0.962942,0.124455,0.013626,0.216916,0.950216,0.065500,0.013183,0.204138,0.945347,0.086509,0.011856,0.102953,0.963260,0.164404,0.013219,0.171680,0.121143,0.034215,0.135623,0.124286,0.013641,0.216886,0.065327,0.013243,0.204159,0.086555,0.011398,0.103156,0.157202,0.018538,-0.188779,-0.001219,0.018439,0.003763,0.007228,0.018374,-0.195481,0.060289,0.376449,0.115237,0.162259,0.376660,0.135881,0.093149,0.376771,0.214357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.100000,-0.001021,-0.474089,0.009116,0.880429,0.112330,0.017192,0.166284,0.000226,0.163937,0.013297,0.171775,0.896252,0.121260,0.033999,0.135629,0.962525,0.124449,0.013624,0.216921,0.949870,0.065495,0.013182,0.204140,0.945332,0.086508,0.011861,0.102957,0.963389,0.164398,0.013218,0.171681,0.121136,0.034214,0.135630,0.124280,0.013641,0.216892,0.065322,0.013246,0.204163,0.086569,0.011372,0.103187,0.157196,0.018535,-0.188781,-0.001220,0.018436,0.003764,0.007224,0.018368,-0.195477,0.060286,0.376458,0.115225,0.162210,0.376729,0.135813,0.093147,0.376766,0.214347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
