Format Version,1.21,Take Name,Take 2024-08-16 11.33.48 AM,Capture Frame Rate,50.000000,Export Frame Rate,50.000000,Capture Start Time,2024-08-16 11.33.48.977 AM,Total Frames in Take,2170,Total Exported Frames,2170,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
405,8.100000,-0.000335,0.000429,0.000336,-1.000000,0.130750,0.017330,0.166423,0.000012,0.163698,0.012604,0.126415,0.997424,0.110392,0.034349,0.141972,0.996967,0.179611,0.013005,0.184243,0.997098,0.136455,0.013587,0.226391,0.997000,0.063592,0.013104,0.153096,0.995912,0.163673,0.012586,0.126435,0.110350,0.034292,0.142032,0.179638,0.013013,0.184248,0.136508,0.013575,0.226417,0.063569,0.013040,0.153179,0.009289,0.018370,-0.195435,0.000687,0.018397,0.004407,0.159340,0.018609,-0.188645,0.161557,0.376665,0.207597,0.060556,0.376297,0.180787,0.135186,0.375866,0.107302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,8.120000,-0.000328,0.000446,0.000334,-1.000000,0.130746,0.017330,0.166423,0.000015,0.163695,0.012603,0.126416,0.996430,0.110389,0.034349,0.141971,0.997234,0.179606,0.013006,0.184245,0.996794,0.136449,0.013588,0.226392,0.996419,0.063588,0.013103,0.153094,0.994245,0.163673,0.012585,0.126437,0.110349,0.034290,0.142036,0.179634,0.013016,0.184246,0.136502,0.013575,0.226418,0.063557,0.013046,0.153171,0.009249,0.018306,-0.195402,0.000690,0.018400,0.004401,0.159336,0.018609,-0.188646,0.161515,0.376702,0.207619,0.060555,0.376298,0.180790,0.135188,0.375867,0.107301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,8.140000,-0.000339,0.000423,0.000343,-1.000000,0.130746,0.017331,0.166420,0.000016,0.163694,0.012604,0.126411,0.996128,0.110389,0.034351,0.141969,0.997220,0.179607,0.013006,0.184239,0.995747,0.136452,0.013587,0.226388,0.996626,0.063588,0.013106,0.153093,0.994634,0.163671,0.012583,0.126436,0.110346,0.034298,0.142027,0.179639,0.013016,0.184240,0.136505,0.013572,0.226414,0.063558,0.013046,0.153172,0.009250,0.018302,-0.195396,0.000691,0.018396,0.004404,0.159339,0.018613,-0.188649,0.161514,0.376706,0.207623,0.060558,0.376300,0.180788,0.135191,0.375858,0.107315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,8.160000,-0.000343,0.000424,0.000322,-1.000000,0.130747,0.017331,0.166421,0.000018,0.163695,0.012606,0.126412,0.996138,0.110389,0.034350,0.141970,0.996381,0.179608,0.013008,0.184241,0.995996,0.136453,0.013588,0.226389,0.995708,0.063589,0.013103,0.153094,0.993446,0.163674,0.012585,0.126434,0.110346,0.034294,0.142035,0.179639,0.013020,0.184246,0.136509,0.013573,0.226413,0.063556,0.013048,0.153167,0.009483,0.018215,-0.195041,0.000689,0.018393,0.004405,0.159336,0.018610,-0.188647,0.161516,0.376704,0.207617,0.060563,0.376298,0.180789,0.135190,0.375865,0.107301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,8.180000,-0.000292,0.000431,0.000334,-1.000000,0.130748,0.017333,0.166424,0.000012,0.163696,0.012603,0.126416,0.997651,0.110390,0.034350,0.141971,0.996800,0.179609,0.013010,0.184244,0.997146,0.136453,0.013595,0.226392,0.997769,0.063590,0.013105,0.153096,0.995966,0.163671,0.012585,0.126436,0.110346,0.034295,0.142027,0.179636,0.013019,0.184248,0.136506,0.013580,0.226420,0.063570,0.013046,0.153178,0.009310,0.018363,-0.195300,0.000688,0.018397,0.004405,0.159336,0.018609,-0.188646,0.161513,0.376701,0.207613,0.060562,0.376299,0.180786,0.135190,0.375857,0.107309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,8.200000,-0.000330,0.000430,0.000341,-1.000000,0.130746,0.017333,0.166421,0.000020,0.163695,0.012607,0.126412,0.997651,0.110389,0.034353,0.141969,0.996800,0.179607,0.013009,0.184241,0.997146,0.136451,0.013591,0.226389,0.997769,0.063589,0.013108,0.153093,0.995966,0.163675,0.012586,0.126438,0.110345,0.034297,0.142030,0.179643,0.013019,0.184245,0.136505,0.013574,0.226409,0.063552,0.013056,0.153168,0.009292,0.018369,-0.195431,0.000689,0.018396,0.004405,0.159338,0.018611,-0.188648,0.161516,0.376699,0.207614,0.060556,0.376300,0.180784,0.135189,0.375860,0.107305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,8.220000,-0.000273,0.000414,0.000320,-1.000000,0.130743,0.017325,0.166424,0.000015,0.163691,0.012595,0.126415,0.997195,0.110385,0.034341,0.141971,0.993907,0.179605,0.013004,0.184243,0.996671,0.136451,0.013590,0.226392,0.997998,0.063586,0.013095,0.153099,0.995234,0.163668,0.012582,0.126429,0.110330,0.034280,0.142031,0.179633,0.013012,0.184249,0.136499,0.013576,0.226417,0.063571,0.013048,0.153175,0.009246,0.018308,-0.195399,0.000690,0.018394,0.004406,0.159336,0.018606,-0.188645,0.161513,0.376702,0.207618,0.060568,0.376300,0.180782,0.135189,0.375859,0.107310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,8.240000,-0.000333,0.000432,0.000356,-1.000000,0.130747,0.017331,0.166423,0.000018,0.163696,0.012603,0.126415,0.997195,0.110390,0.034351,0.141972,0.993907,0.179608,0.013005,0.184244,0.996671,0.136452,0.013589,0.226391,0.997998,0.063589,0.013108,0.153095,0.995234,0.163675,0.012587,0.126436,0.110347,0.034294,0.142033,0.179639,0.013014,0.184249,0.136507,0.013576,0.226414,0.063555,0.013052,0.153172,0.009249,0.018304,-0.195399,0.000685,0.018392,0.004407,0.159337,0.018612,-0.188649,0.161519,0.376701,0.207620,0.060562,0.376300,0.180787,0.135189,0.375857,0.107311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,8.260000,-0.000309,0.000436,0.000327,-1.000000,0.130746,0.017331,0.166421,0.000018,0.163696,0.012604,0.126413,0.996419,0.110389,0.034349,0.141968,0.996870,0.179607,0.013009,0.184242,0.995458,0.136451,0.013592,0.226389,0.995836,0.063589,0.013103,0.153092,0.993451,0.163672,0.012587,0.126429,0.110347,0.034294,0.142032,0.179638,0.013019,0.184250,0.136508,0.013582,0.226415,0.063555,0.013045,0.153166,0.009250,0.018308,-0.195401,0.000688,0.018400,0.004404,0.159335,0.018609,-0.188646,0.161553,0.376662,0.207600,0.060559,0.376302,0.180786,0.135190,0.375862,0.107311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,8.280000,-0.000303,0.000436,0.000323,-1.000000,0.130742,0.017328,0.166423,0.000019,0.163691,0.012600,0.126415,0.996419,0.110384,0.034345,0.141970,0.996870,0.179603,0.013006,0.184244,0.995458,0.136446,0.013589,0.226391,0.995836,0.063584,0.013099,0.153095,0.993451,0.163672,0.012582,0.126437,0.110335,0.034286,0.142031,0.179631,0.013017,0.184250,0.136507,0.013576,0.226421,0.063553,0.013051,0.153168,0.009250,0.018300,-0.195396,0.000688,0.018394,0.004405,0.159336,0.018609,-0.188648,0.161552,0.376662,0.207598,0.060560,0.376297,0.180784,0.135188,0.375863,0.107302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,8.300000,-0.000333,0.000428,0.000364,-1.000000,0.130746,0.017332,0.166422,0.000016,0.163694,0.012604,0.126413,0.996095,0.110389,0.034352,0.141970,0.997109,0.179607,0.013005,0.184242,0.996044,0.136451,0.013589,0.226390,0.996414,0.063588,0.013109,0.153094,0.994831,0.163672,0.012585,0.126435,0.110348,0.034296,0.142028,0.179637,0.013016,0.184246,0.136504,0.013569,0.226410,0.063556,0.013051,0.153177,0.009252,0.018305,-0.195397,0.000691,0.018397,0.004406,0.159336,0.018612,-0.188652,0.161547,0.376673,0.207606,0.060558,0.376299,0.180786,0.135185,0.375862,0.107300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,8.320000,-0.000298,0.000397,0.000311,-1.000000,0.130745,0.017329,0.166425,0.000016,0.163691,0.012602,0.126415,0.996095,0.110385,0.034346,0.141974,0.997109,0.179608,0.013009,0.184243,0.996044,0.136454,0.013591,0.226393,0.996414,0.063587,0.013099,0.153102,0.994831,0.163674,0.012586,0.126436,0.110330,0.034289,0.142031,0.179639,0.013015,0.184246,0.136503,0.013576,0.226416,0.063567,0.013042,0.153190,0.009248,0.018300,-0.195398,0.000689,0.018397,0.004408,0.159337,0.018610,-0.188649,0.161515,0.376705,0.207613,0.060560,0.376302,0.180783,0.135159,0.375857,0.107326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,8.340000,-0.000329,0.000423,0.000336,-1.000000,0.130744,0.017330,0.166419,0.000016,0.163692,0.012603,0.126410,0.996367,0.110387,0.034349,0.141967,0.995521,0.179606,0.013006,0.184238,0.996350,0.136450,0.013588,0.226387,0.997791,0.063587,0.013104,0.153092,0.993941,0.163674,0.012588,0.126428,0.110335,0.034293,0.142025,0.179635,0.013012,0.184242,0.136505,0.013580,0.226417,0.063560,0.013049,0.153173,0.009310,0.018357,-0.195295,0.000686,0.018398,0.004407,0.159338,0.018610,-0.188648,0.161552,0.376670,0.207603,0.060558,0.376300,0.180783,0.135186,0.375862,0.107309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,8.360000,-0.000307,0.000420,0.000299,-1.000000,0.130743,0.017327,0.166423,0.000021,0.163691,0.012601,0.126414,0.996367,0.110384,0.034344,0.141971,0.995521,0.179605,0.013007,0.184243,0.996350,0.136450,0.013588,0.226391,0.997791,0.063586,0.013095,0.153097,0.993941,0.163676,0.012584,0.126436,0.110332,0.034287,0.142031,0.179639,0.013014,0.184246,0.136505,0.013576,0.226415,0.063553,0.013045,0.153174,0.009309,0.018362,-0.195298,0.000688,0.018399,0.004405,0.159341,0.018614,-0.188648,0.161517,0.376700,0.207615,0.060556,0.376298,0.180786,0.135185,0.375866,0.107302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,8.380000,-0.000313,0.000437,0.000334,-1.000000,0.130746,0.017333,0.166422,0.000016,0.163695,0.012605,0.126414,0.996431,0.110389,0.034351,0.141970,0.997192,0.179607,0.013010,0.184243,0.995865,0.136450,0.013593,0.226390,0.996835,0.063589,0.013106,0.153093,0.993379,0.163676,0.012585,0.126433,0.110346,0.034297,0.142031,0.179637,0.013021,0.184244,0.136504,0.013584,0.226424,0.063555,0.013049,0.153170,0.009383,0.018438,-0.195426,0.000690,0.018395,0.004403,0.159338,0.018609,-0.188648,0.161514,0.376701,0.207613,0.060561,0.376299,0.180783,0.135189,0.375860,0.107304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,8.400000,-0.000351,0.000421,0.000357,-1.000000,0.130746,0.017332,0.166424,0.000015,0.163694,0.012605,0.126415,0.996431,0.110389,0.034353,0.141973,0.997192,0.179608,0.013005,0.184243,0.995865,0.136452,0.013587,0.226392,0.996835,0.063588,0.013109,0.153097,0.993379,0.163673,0.012587,0.126436,0.110349,0.034298,0.142034,0.179638,0.013014,0.184244,0.136505,0.013575,0.226419,0.063557,0.013046,0.153180,0.009253,0.018305,-0.195397,0.000688,0.018397,0.004403,0.159338,0.018613,-0.188652,0.161511,0.376703,0.207622,0.060558,0.376293,0.180784,0.135188,0.375865,0.107305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,8.420000,-0.000339,0.000441,0.000361,-1.000000,0.130746,0.017334,0.166420,0.000018,0.163696,0.012607,0.126412,0.995940,0.110390,0.034355,0.141969,0.996322,0.179607,0.013007,0.184242,0.995703,0.136450,0.013591,0.226388,0.996228,0.063589,0.013111,0.153091,0.993561,0.163677,0.012588,0.126433,0.110344,0.034299,0.142029,0.179636,0.013018,0.184249,0.136510,0.013578,0.226415,0.063557,0.013053,0.153172,0.009310,0.018361,-0.195305,0.000688,0.018398,0.004408,0.159337,0.018609,-0.188649,0.161517,0.376706,0.207620,0.060564,0.376296,0.180785,0.135187,0.375863,0.107304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,8.440000,-0.000305,0.000458,0.000302,-1.000000,0.130747,0.017334,0.166424,0.000016,0.163698,0.012608,0.126417,0.995940,0.110389,0.034351,0.141970,0.996322,0.179607,0.013014,0.184247,0.995703,0.136449,0.013596,0.226392,0.996228,0.063590,0.013103,0.153093,0.993561,0.163676,0.012588,0.126440,0.110345,0.034295,0.142031,0.179637,0.013026,0.184251,0.136504,0.013579,0.226416,0.063561,0.013043,0.153173,0.009247,0.018306,-0.195396,0.000687,0.018398,0.004402,0.159336,0.018604,-0.188645,0.161550,0.376672,0.207604,0.060559,0.376302,0.180785,0.135193,0.375859,0.107307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,8.460000,-0.000323,0.000410,0.000291,-1.000000,0.130744,0.017326,0.166420,0.000018,0.163691,0.012602,0.126410,0.996114,0.110384,0.034343,0.141969,0.995577,0.179606,0.013007,0.184238,0.995627,0.136452,0.013585,0.226388,0.996753,0.063586,0.013093,0.153095,0.993602,0.163671,0.012585,0.126432,0.110333,0.034289,0.142025,0.179635,0.013013,0.184243,0.136510,0.013575,0.226415,0.063558,0.013042,0.153170,0.009384,0.018437,-0.195432,0.000685,0.018397,0.004406,0.159341,0.018608,-0.188647,0.161520,0.376697,0.207616,0.060561,0.376301,0.180784,0.135190,0.375859,0.107312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,8.480000,-0.000324,0.000450,0.000368,-1.000000,0.130745,0.017334,0.166420,0.000016,0.163695,0.012605,0.126413,0.996114,0.110390,0.034354,0.141968,0.995577,0.179606,0.013007,0.184242,0.995627,0.136448,0.013592,0.226389,0.996753,0.063588,0.013112,0.153090,0.993602,0.163672,0.012588,0.126433,0.110351,0.034296,0.142030,0.179633,0.013017,0.184247,0.136507,0.013580,0.226415,0.063553,0.013054,0.153167,0.009413,0.018155,-0.195126,0.000688,0.018398,0.004408,0.159339,0.018612,-0.188648,0.161514,0.376702,0.207617,0.060558,0.376300,0.180780,0.135189,0.375864,0.107301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,8.500000,-0.000301,0.000432,0.000310,-1.000000,0.130744,0.017328,0.166422,0.000018,0.163693,0.012601,0.126414,0.996021,0.110386,0.034345,0.141970,0.994121,0.179606,0.013008,0.184243,0.995942,0.136449,0.013590,0.226390,0.996958,0.063587,0.013098,0.153095,0.994797,0.163673,0.012583,0.126437,0.110331,0.034289,0.142026,0.179634,0.013017,0.184248,0.136503,0.013572,0.226412,0.063568,0.013049,0.153172,0.009245,0.018302,-0.195395,0.000689,0.018394,0.004409,0.159335,0.018610,-0.188647,0.161509,0.376701,0.207616,0.060553,0.376298,0.180785,0.135183,0.375861,0.107306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,8.520000,-0.000283,0.000402,0.000302,-1.000000,0.130746,0.017331,0.166424,0.000017,0.163693,0.012603,0.126414,0.995917,0.110387,0.034346,0.141972,0.994096,0.179609,0.013012,0.184242,0.995992,0.136455,0.013595,0.226392,0.997097,0.063588,0.013099,0.153101,0.996126,0.163673,0.012586,0.126437,0.110331,0.034293,0.142028,0.179637,0.013018,0.184248,0.136507,0.013576,0.226410,0.063572,0.013040,0.153186,0.009415,0.018159,-0.195126,0.000687,0.018395,0.004408,0.159338,0.018608,-0.188645,0.161514,0.376705,0.207619,0.060560,0.376300,0.180784,0.135188,0.375862,0.107305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,8.540000,-0.000305,0.000429,0.000324,-1.000000,0.130747,0.017331,0.166423,0.000017,0.163696,0.012603,0.126415,0.996405,0.110389,0.034348,0.141971,0.994213,0.179608,0.013009,0.184243,0.995949,0.136452,0.013592,0.226391,0.997477,0.063589,0.013102,0.153096,0.994423,0.163674,0.012584,0.126436,0.110334,0.034295,0.142027,0.179639,0.013018,0.184248,0.136504,0.013575,0.226416,0.063569,0.013054,0.153170,0.009252,0.018308,-0.195396,0.000688,0.018396,0.004409,0.159339,0.018611,-0.188647,0.161517,0.376701,0.207618,0.060562,0.376305,0.180786,0.135187,0.375865,0.107298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,8.560000,-0.000511,0.000611,0.000072,-1.000000,0.130739,0.017314,0.166404,0.000051,0.163705,0.012619,0.126406,0.995724,0.110382,0.034331,0.141951,0.996537,0.179596,0.013009,0.184240,0.988291,0.136425,0.013553,0.226373,0.983707,0.063589,0.013057,0.153051,0.971448,0.163674,0.012586,0.126434,0.110349,0.034298,0.142027,0.179637,0.013019,0.184246,0.136506,0.013572,0.226416,0.063485,0.013128,0.152946,0.009484,0.018219,-0.195037,0.000689,0.018395,0.004410,0.159339,0.018611,-0.188647,0.161512,0.376702,0.207620,0.060563,0.376297,0.180782,0.135189,0.375864,0.107301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,8.580000,-0.000359,0.000427,0.000355,-1.000000,0.130746,0.017330,0.166421,0.000018,0.163694,0.012605,0.126412,0.995819,0.110389,0.034352,0.141970,0.997049,0.179607,0.013003,0.184240,0.995850,0.136451,0.013585,0.226388,0.995568,0.063588,0.013107,0.153093,0.992641,0.163675,0.012585,0.126433,0.110348,0.034296,0.142035,0.179636,0.013011,0.184243,0.136509,0.013576,0.226417,0.063550,0.013054,0.153164,0.009248,0.018302,-0.195397,0.000689,0.018397,0.004409,0.159337,0.018611,-0.188646,0.161509,0.376705,0.207622,0.060556,0.376302,0.180785,0.135186,0.375863,0.107303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,8.600000,-0.000319,0.000451,0.000391,-1.000000,0.130745,0.017333,0.166421,0.000016,0.163695,0.012602,0.126414,0.996045,0.110391,0.034354,0.141969,0.997211,0.179605,0.013004,0.184244,0.996187,0.136447,0.013592,0.226390,0.996153,0.063588,0.013114,0.153091,0.993962,0.163673,0.012582,0.126437,0.110350,0.034296,0.142032,0.179636,0.013015,0.184246,0.136503,0.013578,0.226415,0.063553,0.013054,0.153171,0.009286,0.018369,-0.195434,0.000685,0.018394,0.004404,0.159334,0.018605,-0.188645,0.161513,0.376708,0.207621,0.060557,0.376301,0.180787,0.135182,0.375866,0.107303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,8.620000,-0.000322,0.000448,0.000369,-1.000000,0.130746,0.017334,0.166419,0.000018,0.163695,0.012605,0.126411,0.995772,0.110390,0.034354,0.141966,0.997439,0.179606,0.013007,0.184241,0.995821,0.136449,0.013593,0.226387,0.995652,0.063588,0.013112,0.153089,0.993328,0.163674,0.012585,0.126435,0.110351,0.034298,0.142028,0.179637,0.013021,0.184243,0.136505,0.013575,0.226410,0.063551,0.013057,0.153165,0.009246,0.018305,-0.195400,0.000690,0.018399,0.004407,0.159340,0.018611,-0.188646,0.161517,0.376699,0.207618,0.060561,0.376296,0.180784,0.135188,0.375864,0.107304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,8.640000,-0.000290,0.000440,0.000305,-1.000000,0.130742,0.017331,0.166420,0.000023,0.163692,0.012603,0.126412,0.994548,0.110384,0.034347,0.141966,0.994981,0.179603,0.013011,0.184241,0.994589,0.136446,0.013594,0.226388,0.995312,0.063585,0.013099,0.153091,0.992163,0.163677,0.012585,0.126436,0.110331,0.034292,0.142024,0.179631,0.013019,0.184247,0.136509,0.013580,0.226412,0.063551,0.013055,0.153163,0.009287,0.018367,-0.195432,0.000689,0.018399,0.004406,0.159342,0.018611,-0.188646,0.161558,0.376660,0.207592,0.060561,0.376300,0.180787,0.135191,0.375866,0.107300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,8.660000,-0.000328,0.000449,0.000349,-1.000000,0.130747,0.017334,0.166421,0.000017,0.163697,0.012606,0.126414,0.996489,0.110392,0.034354,0.141968,0.996541,0.179608,0.013009,0.184243,0.996284,0.136450,0.013592,0.226389,0.995655,0.063590,0.013109,0.153091,0.993392,0.163674,0.012587,0.126435,0.110350,0.034294,0.142036,0.179640,0.013019,0.184246,0.136504,0.013581,0.226414,0.063556,0.013055,0.153163,0.009250,0.018307,-0.195400,0.000692,0.018391,0.004410,0.159342,0.018611,-0.188648,0.161556,0.376665,0.207601,0.060563,0.376299,0.180789,0.135191,0.375862,0.107308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,8.680000,-0.000339,0.000412,0.000298,-1.000000,0.130744,0.017329,0.166420,0.000022,0.163692,0.012606,0.126410,0.994868,0.110385,0.034347,0.141969,0.995361,0.179606,0.013008,0.184238,0.994450,0.136452,0.013586,0.226387,0.996378,0.063587,0.013098,0.153094,0.991170,0.163676,0.012587,0.126434,0.110332,0.034293,0.142026,0.179640,0.013017,0.184243,0.136512,0.013576,0.226418,0.063548,0.013054,0.153165,0.009316,0.018360,-0.195302,0.000687,0.018392,0.004407,0.159339,0.018610,-0.188649,0.161512,0.376710,0.207618,0.060560,0.376300,0.180784,0.135188,0.375861,0.107308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,8.700000,-0.000328,0.000466,0.000348,-1.000000,0.130746,0.017331,0.166424,0.000016,0.163697,0.012603,0.126417,0.994868,0.110390,0.034350,0.141970,0.995361,0.179605,0.013006,0.184247,0.994450,0.136446,0.013589,0.226392,0.996378,0.063589,0.013106,0.153091,0.991170,0.163673,0.012585,0.126436,0.110349,0.034294,0.142033,0.179636,0.013018,0.184252,0.136499,0.013572,0.226414,0.063557,0.013048,0.153168,0.009311,0.018357,-0.195294,0.000689,0.018397,0.004404,0.159339,0.018610,-0.188648,0.161516,0.376696,0.207608,0.060555,0.376302,0.180786,0.135184,0.375866,0.107300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,8.720000,-0.000348,0.000433,0.000372,-1.000000,0.130746,0.017330,0.166422,0.000017,0.163694,0.012603,0.126414,0.995888,0.110390,0.034352,0.141971,0.997141,0.179607,0.013002,0.184243,0.996523,0.136450,0.013586,0.226390,0.995886,0.063588,0.013109,0.153094,0.993847,0.163675,0.012585,0.126433,0.110350,0.034293,0.142036,0.179634,0.013013,0.184245,0.136504,0.013571,0.226413,0.063552,0.013053,0.153173,0.009314,0.018360,-0.195301,0.000688,0.018398,0.004408,0.159338,0.018611,-0.188648,0.161517,0.376698,0.207614,0.060556,0.376304,0.180788,0.135186,0.375862,0.107304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,8.740000,-0.000305,0.000418,0.000293,-1.000000,0.130745,0.017330,0.166420,0.000021,0.163693,0.012604,0.126411,0.995888,0.110385,0.034346,0.141968,0.997141,0.179607,0.013011,0.184239,0.996523,0.136451,0.013591,0.226388,0.995886,0.063587,0.013097,0.153094,0.993847,0.163678,0.012586,0.126432,0.110333,0.034290,0.142026,0.179642,0.013019,0.184243,0.136506,0.013580,0.226417,0.063553,0.013048,0.153172,0.009253,0.018305,-0.195393,0.000687,0.018397,0.004406,0.159338,0.018611,-0.188648,0.161515,0.376705,0.207618,0.060562,0.376300,0.180785,0.135189,0.375863,0.107309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,8.760000,-0.000326,0.000440,0.000367,-1.000000,0.130744,0.017335,0.166421,0.000015,0.163693,0.012606,0.126413,0.996260,0.110388,0.034355,0.141969,0.997366,0.179605,0.013008,0.184242,0.996429,0.136448,0.013593,0.226389,0.996789,0.063587,0.013112,0.153092,0.993924,0.163672,0.012585,0.126434,0.110346,0.034300,0.142030,0.179634,0.013021,0.184244,0.136504,0.013577,0.226418,0.063554,0.013054,0.153171,0.009249,0.018304,-0.195399,0.000690,0.018397,0.004407,0.159337,0.018613,-0.188650,0.161518,0.376700,0.207610,0.060565,0.376304,0.180783,0.135186,0.375865,0.107302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,8.780000,-0.000340,0.000424,0.000365,-1.000000,0.130750,0.017333,0.166421,0.000012,0.163698,0.012605,0.126412,0.996260,0.110393,0.034353,0.141970,0.997366,0.179611,0.013005,0.184241,0.996429,0.136456,0.013589,0.226389,0.996789,0.063592,0.013111,0.153094,0.993924,0.163674,0.012586,0.126431,0.110348,0.034297,0.142032,0.179639,0.013016,0.184245,0.136503,0.013571,0.226411,0.063573,0.013048,0.153179,0.009250,0.018304,-0.195403,0.000688,0.018398,0.004406,0.159340,0.018611,-0.188647,0.161516,0.376702,0.207621,0.060560,0.376303,0.180787,0.135188,0.375867,0.107296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,8.800000,-0.000322,0.000434,0.000330,-1.000000,0.130748,0.017330,0.166423,0.000014,0.163697,0.012603,0.126415,0.997177,0.110391,0.034349,0.141971,0.996574,0.179609,0.013007,0.184244,0.997246,0.136453,0.013589,0.226391,0.995975,0.063591,0.013103,0.153095,0.995143,0.163671,0.012586,0.126434,0.110349,0.034290,0.142038,0.179635,0.013013,0.184245,0.136506,0.013580,0.226415,0.063565,0.013044,0.153169,0.009248,0.018301,-0.195394,0.000690,0.018395,0.004408,0.159338,0.018610,-0.188648,0.161512,0.376707,0.207617,0.060558,0.376300,0.180785,0.135185,0.375866,0.107305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,8.820000,-0.000351,0.000437,0.000339,-1.000000,0.130744,0.017332,0.166425,0.000016,0.163693,0.012606,0.126416,0.997177,0.110387,0.034352,0.141974,0.996574,0.179605,0.013006,0.184245,0.997246,0.136448,0.013587,0.226393,0.995975,0.063586,0.013106,0.153096,0.995143,0.163670,0.012587,0.126437,0.110345,0.034297,0.142035,0.179637,0.013018,0.184249,0.136501,0.013572,0.226419,0.063552,0.013049,0.153173,0.009310,0.018358,-0.195297,0.000689,0.018392,0.004409,0.159337,0.018611,-0.188647,0.161513,0.376704,0.207625,0.060557,0.376303,0.180786,0.135187,0.375859,0.107308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,8.840000,-0.000275,0.000420,0.000323,-1.000000,0.130747,0.017332,0.166423,0.000020,0.163695,0.012602,0.126415,0.995555,0.110389,0.034348,0.141970,0.993984,0.179609,0.013011,0.184243,0.995734,0.136454,0.013597,0.226392,0.996583,0.063589,0.013102,0.153097,0.993683,0.163677,0.012585,0.126435,0.110334,0.034293,0.142030,0.179638,0.013015,0.184246,0.136506,0.013583,0.226413,0.063564,0.013055,0.153170,0.009250,0.018308,-0.195402,0.000692,0.018395,0.004407,0.159336,0.018610,-0.188648,0.161515,0.376704,0.207618,0.060561,0.376296,0.180780,0.135189,0.375861,0.107310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
