Format Version,1.21,Take Name,Take 2024-08-16 12.36.54 AM,Capture Frame Rate,50.000000,Export Frame Rate,50.000000,Capture Start Time,2024-08-16 12.36.54.276 AM,Total Frames in Take,2337,Total Exported Frames,2337,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
451,9.020000,0.005436,0.955836,-0.014362,-0.293498,0.090319,0.017644,0.204817,0.054845,0.085533,0.014507,0.256546,1.000000,0.120947,0.034835,0.213084,0.714065,0.039876,0.013855,0.217656,0.712130,0.051890,0.012601,0.158551,0.828762,0.153347,0.012424,0.178250,0.852413,,,,0.119839,0.034284,0.212183,0.040685,0.013525,0.217405,0.051204,0.013318,0.158558,0.153058,0.013044,0.177983,0.157349,0.018553,-0.188934,-0.000798,0.018403,0.004546,0.138290,0.376342,0.148549,0.119288,0.376349,0.250580,0.007135,0.017981,-0.194830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,9.040000,0.005424,0.955844,-0.014324,-0.293474,0.090317,0.017645,0.204817,0.054847,0.085529,0.014503,0.256545,1.000000,0.120945,0.034835,0.213086,0.713834,0.039874,0.013855,0.217652,0.711895,0.051891,0.012605,0.158548,0.827707,0.153347,0.012427,0.178252,0.853042,,,,0.119834,0.034285,0.212186,0.040683,0.013524,0.217404,0.051207,0.013317,0.158562,0.153063,0.013039,0.177991,0.157344,0.018556,-0.188932,-0.000801,0.018402,0.004546,0.138288,0.376341,0.148542,0.119281,0.376356,0.250582,0.007124,0.017968,-0.194827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,9.060000,0.005442,0.955852,-0.014309,-0.293451,0.090316,0.017645,0.204817,0.054851,0.085525,0.014502,0.256545,1.000000,0.120945,0.034834,0.213088,0.713834,0.039872,0.013857,0.217650,0.711895,0.051892,0.012608,0.158547,0.827707,0.153347,0.012424,0.178255,0.853042,,,,0.119836,0.034283,0.212187,0.040687,0.013523,0.217399,0.051206,0.013319,0.158563,0.153071,0.013021,0.178012,0.157346,0.018555,-0.188936,-0.000798,0.018406,0.004541,0.138302,0.376378,0.148558,0.119290,0.376354,0.250579,0.007123,0.017966,-0.194824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,9.080000,0.005448,0.955835,-0.014286,-0.293506,0.090311,0.017640,0.204818,0.054842,0.085526,0.014496,0.256546,1.000000,0.120941,0.034828,0.213086,0.712810,0.039868,0.013853,0.217656,0.711305,0.051882,0.012606,0.158552,0.832376,0.153338,0.012419,0.178249,0.852244,,,,0.119836,0.034282,0.212184,0.040683,0.013510,0.217412,0.051207,0.013316,0.158555,0.153026,0.013052,0.177973,0.157347,0.018556,-0.188937,-0.000797,0.018407,0.004542,0.138296,0.376341,0.148547,0.119292,0.376354,0.250577,0.007136,0.017969,-0.194826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,9.100000,0.005432,0.955840,-0.014369,-0.293485,0.090319,0.017644,0.204817,0.054847,0.085532,0.014507,0.256546,1.000000,0.120947,0.034835,0.213084,0.713755,0.039876,0.013855,0.217654,0.711492,0.051892,0.012600,0.158550,0.827793,0.153348,0.012424,0.178252,0.852086,,,,0.119837,0.034284,0.212184,0.040688,0.013523,0.217403,0.051204,0.013316,0.158560,0.153064,0.013042,0.177989,0.157348,0.018556,-0.188934,-0.000796,0.018401,0.004545,0.138294,0.376338,0.148549,0.119296,0.376350,0.250572,0.007136,0.017968,-0.194826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,9.120000,0.005502,0.955836,-0.014294,-0.293500,0.090308,0.017647,0.204820,0.054844,0.085522,0.014506,0.256549,1.000000,0.120939,0.034832,0.213088,0.711450,0.039864,0.013865,0.217658,0.708981,0.051878,0.012614,0.158554,0.831543,0.153335,0.012419,0.178252,0.851209,,,,0.119836,0.034282,0.212181,0.040686,0.013522,0.217406,0.051203,0.013321,0.158561,0.153019,0.013059,0.177970,0.157347,0.018554,-0.188937,-0.000799,0.018399,0.004545,0.138295,0.376341,0.148550,0.119289,0.376354,0.250574,0.007142,0.017983,-0.194835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,9.140000,0.005507,0.955838,-0.014321,-0.293494,0.090307,0.017646,0.204823,0.054848,0.085520,0.014507,0.256552,1.000000,0.120938,0.034831,0.213090,0.711450,0.039863,0.013864,0.217660,0.708981,0.051879,0.012610,0.158556,0.831543,0.153335,0.012416,0.178256,0.851209,,,,0.119836,0.034286,0.212190,0.040694,0.013520,0.217401,0.051205,0.013312,0.158569,0.153018,0.013053,0.177974,0.157347,0.018556,-0.188937,-0.000801,0.018406,0.004545,0.138291,0.376342,0.148544,0.119280,0.376362,0.250586,0.007130,0.017967,-0.194828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,9.160000,0.005420,0.955845,-0.014368,-0.293470,0.090320,0.017644,0.204819,0.054848,0.085532,0.014506,0.256548,1.000000,0.120948,0.034836,0.213087,0.711524,0.039877,0.013853,0.217654,0.706264,0.051895,0.012599,0.158551,0.830759,0.153350,0.012425,0.178256,0.851079,,,,0.119832,0.034281,0.212185,0.040686,0.013525,0.217403,0.051209,0.013308,0.158571,0.153065,0.013048,0.177983,0.157345,0.018559,-0.188935,-0.000800,0.018405,0.004543,0.138291,0.376344,0.148545,0.119287,0.376359,0.250584,0.007135,0.017979,-0.194832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,9.180000,0.005487,0.955833,-0.014310,-0.293512,0.090310,0.017643,0.204821,0.054847,0.085525,0.014502,0.256550,1.000000,0.120941,0.034829,0.213088,0.711832,0.039867,0.013860,0.217661,0.708102,0.051880,0.012608,0.158556,0.831190,0.153337,0.012416,0.178252,0.851127,,,,0.119838,0.034284,0.212187,0.040692,0.013518,0.217408,0.051206,0.013314,0.158565,0.153024,0.013044,0.177981,0.157350,0.018555,-0.188939,-0.000798,0.018405,0.004539,0.138294,0.376342,0.148546,0.119287,0.376359,0.250587,0.007139,0.017972,-0.194831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,9.200000,0.005377,0.955837,-0.014331,-0.293499,0.090322,0.017639,0.204820,0.054851,0.085537,0.014496,0.256549,1.000000,0.120949,0.034832,0.213088,0.714048,0.039880,0.013845,0.217658,0.711808,0.051894,0.012597,0.158554,0.827529,0.153351,0.012427,0.178252,0.852306,,,,0.119838,0.034286,0.212191,0.040694,0.013511,0.217413,0.051211,0.013311,0.158565,0.153073,0.013019,0.178010,0.157349,0.018557,-0.188937,-0.000795,0.018405,0.004543,0.138297,0.376340,0.148547,0.119294,0.376353,0.250576,0.007143,0.017981,-0.194837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,9.220000,0.005498,0.955836,-0.014314,-0.293502,0.090309,0.017645,0.204818,0.054847,0.085523,0.014505,0.256547,1.000000,0.120940,0.034830,0.213085,0.714048,0.039865,0.013862,0.217657,0.711808,0.051880,0.012609,0.158552,0.827529,0.153336,0.012416,0.178250,0.852306,,,,0.119836,0.034288,0.212189,0.040690,0.013519,0.217403,0.051207,0.013310,0.158568,0.153025,0.013037,0.177982,0.157343,0.018552,-0.188936,-0.000797,0.018407,0.004540,0.138302,0.376384,0.148541,0.119294,0.376353,0.250572,0.007122,0.017960,-0.194828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,9.240000,0.005414,0.955842,-0.014339,-0.293481,0.090317,0.017643,0.204818,0.054848,0.085530,0.014502,0.256547,1.000000,0.120945,0.034834,0.213086,0.712461,0.039874,0.013852,0.217654,0.707712,0.051891,0.012601,0.158550,0.830564,0.153347,0.012426,0.178253,0.851824,,,,0.119837,0.034290,0.212192,0.040685,0.013519,0.217404,0.051207,0.013311,0.158566,0.153065,0.013033,0.177999,0.157347,0.018555,-0.188933,-0.000797,0.018406,0.004544,0.138299,0.376382,0.148545,0.119287,0.376353,0.250578,0.007145,0.017984,-0.194839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,9.260000,0.005457,0.955843,-0.014360,-0.293476,0.090315,0.017645,0.204820,0.054842,0.085527,0.014508,0.256549,1.000000,0.120944,0.034834,0.213087,0.715165,0.039871,0.013858,0.217655,0.715717,0.051889,0.012603,0.158552,0.830456,0.153344,0.012422,0.178255,0.854754,,,,0.119829,0.034288,0.212191,0.040673,0.013529,0.217422,0.051207,0.013321,0.158554,0.153060,0.013038,0.177990,0.157343,0.018554,-0.188935,-0.000800,0.018402,0.004544,0.138302,0.376382,0.148549,0.119289,0.376353,0.250582,0.007139,0.017984,-0.194838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,9.280000,0.005422,0.955837,-0.014366,-0.293495,0.090322,0.017644,0.204817,0.054848,0.085536,0.014506,0.256546,1.000000,0.120950,0.034836,0.213084,0.714807,0.039879,0.013854,0.217655,0.712662,0.051894,0.012600,0.158551,0.828336,0.153350,0.012426,0.178250,0.852715,,,,0.119840,0.034291,0.212188,0.040691,0.013519,0.217411,0.051208,0.013316,0.158560,0.153070,0.013033,0.177997,0.157348,0.018556,-0.188937,-0.000798,0.018399,0.004545,0.138294,0.376341,0.148547,0.119284,0.376365,0.250594,0.007133,0.017971,-0.194830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,9.300000,0.005496,0.955836,-0.014313,-0.293501,0.090308,0.017646,0.204822,0.054844,0.085522,0.014506,0.256550,1.000000,0.120939,0.034832,0.213089,0.714807,0.039864,0.013863,0.217660,0.712662,0.051879,0.012611,0.158555,0.828336,0.153335,0.012418,0.178254,0.852715,,,,0.119836,0.034290,0.212187,0.040683,0.013514,0.217414,0.051205,0.013316,0.158566,0.153025,0.013044,0.177981,0.157344,0.018556,-0.188936,-0.000799,0.018401,0.004546,0.138294,0.376340,0.148550,0.119290,0.376357,0.250580,0.007142,0.017983,-0.194836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,9.320000,0.005534,0.955837,-0.014345,-0.293495,0.090309,0.017645,0.204821,0.054846,0.085522,0.014510,0.256550,1.000000,0.120941,0.034830,0.213087,0.713041,0.039865,0.013867,0.217659,0.710322,0.051880,0.012608,0.158555,0.831571,0.153336,0.012412,0.178255,0.852207,,,,0.119835,0.034287,0.212183,0.040692,0.013518,0.217413,0.051206,0.013316,0.158561,0.153023,0.013042,0.177980,0.157342,0.018555,-0.188935,-0.000803,0.018404,0.004544,0.138291,0.376342,0.148539,0.119293,0.376346,0.250572,0.007139,0.017982,-0.194837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,9.340000,0.005392,0.955839,-0.014346,-0.293490,0.090320,0.017643,0.204815,0.054846,0.085534,0.014502,0.256544,1.000000,0.120947,0.034836,0.213083,0.715057,0.039877,0.013850,0.217652,0.712407,0.051893,0.012599,0.158548,0.827641,0.153349,0.012429,0.178248,0.853388,,,,0.119838,0.034289,0.212188,0.040684,0.013520,0.217403,0.051206,0.013310,0.158564,0.153068,0.013042,0.177987,0.157340,0.018554,-0.188941,-0.000801,0.018400,0.004545,0.138288,0.376338,0.148544,0.119288,0.376355,0.250579,0.007129,0.017971,-0.194830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,9.360000,0.005466,0.955850,-0.014337,-0.293454,0.090316,0.017644,0.204816,0.054848,0.085526,0.014505,0.256544,1.000000,0.120945,0.034832,0.213085,0.713616,0.039872,0.013858,0.217649,0.710712,0.051892,0.012604,0.158546,0.827422,0.153347,0.012420,0.178254,0.851757,,,,0.119836,0.034282,0.212186,0.040688,0.013528,0.217398,0.051206,0.013318,0.158557,0.153066,0.013026,0.178001,0.157343,0.018556,-0.188936,-0.000802,0.018404,0.004542,0.138293,0.376340,0.148541,0.119292,0.376356,0.250577,0.007125,0.017965,-0.194827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,9.380000,0.005403,0.955839,-0.014292,-0.293494,0.090318,0.017639,0.204817,0.054843,0.085532,0.014494,0.256545,1.000000,0.120946,0.034829,0.213086,0.713616,0.039875,0.013847,0.217654,0.710712,0.051890,0.012602,0.158550,0.827422,0.153346,0.012424,0.178249,0.851757,,,,0.119837,0.034284,0.212188,0.040679,0.013514,0.217415,0.051204,0.013318,0.158558,0.153061,0.013042,0.177985,0.157343,0.018555,-0.188936,-0.000799,0.018406,0.004540,0.138296,0.376340,0.148546,0.119293,0.376357,0.250580,0.007136,0.017977,-0.194835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,9.400000,0.005395,0.955839,-0.014333,-0.293491,0.090317,0.017642,0.204817,0.054845,0.085531,0.014500,0.256546,1.000000,0.120944,0.034834,0.213085,0.715182,0.039874,0.013849,0.217654,0.714524,0.051889,0.012600,0.158550,0.829432,0.153345,0.012427,0.178250,0.853665,,,,0.119836,0.034287,0.212186,0.040678,0.013514,0.217415,0.051205,0.013314,0.158561,0.153063,0.013031,0.177998,0.157345,0.018551,-0.188938,-0.000802,0.018405,0.004541,0.138294,0.376341,0.148544,0.119294,0.376358,0.250575,0.007146,0.017982,-0.194838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,9.420000,0.005414,0.955837,-0.014342,-0.293497,0.090319,0.017643,0.204817,0.054849,0.085533,0.014502,0.256546,1.000000,0.120947,0.034834,0.213084,0.714925,0.039876,0.013851,0.217655,0.711839,0.051891,0.012600,0.158551,0.827866,0.153347,0.012425,0.178249,0.851287,,,,0.119836,0.034288,0.212192,0.040693,0.013517,0.217407,0.051202,0.013322,0.158553,0.153074,0.013021,0.178011,0.157341,0.018554,-0.188936,-0.000800,0.018403,0.004544,0.138293,0.376341,0.148547,0.119295,0.376353,0.250573,0.007139,0.017981,-0.194836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,9.440000,0.005408,0.955839,-0.014355,-0.293489,0.090317,0.017645,0.204816,0.054852,0.085530,0.014505,0.256544,1.000000,0.120944,0.034837,0.213083,0.713152,0.039874,0.013853,0.217653,0.711334,0.051889,0.012601,0.158549,0.826814,0.153345,0.012428,0.178249,0.850996,,,,0.119830,0.034288,0.212183,0.040691,0.013519,0.217409,0.051205,0.013317,0.158557,0.153074,0.013014,0.178020,0.157341,0.018556,-0.188935,-0.000801,0.018403,0.004543,0.138291,0.376342,0.148548,0.119284,0.376355,0.250583,0.007130,0.017968,-0.194836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,9.460000,0.005401,0.955842,-0.014295,-0.293485,0.090315,0.017641,0.204816,0.054848,0.085528,0.014495,0.256545,1.000000,0.120943,0.034831,0.213086,0.713152,0.039872,0.013849,0.217652,0.711334,0.051888,0.012603,0.158549,0.826814,0.153344,0.012426,0.178250,0.850996,,,,0.119823,0.034280,0.212181,0.040683,0.013516,0.217408,0.051211,0.013315,0.158564,0.153063,0.013029,0.177994,0.157340,0.018553,-0.188937,-0.000803,0.018402,0.004543,0.138285,0.376342,0.148541,0.119286,0.376356,0.250585,0.007143,0.017984,-0.194840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,9.480000,0.005410,0.955830,-0.014305,-0.293522,0.090316,0.017643,0.204812,0.054849,0.085533,0.014499,0.256541,1.000000,0.120944,0.034833,0.213079,0.712026,0.039874,0.013852,0.217652,0.711392,0.051885,0.012605,0.158547,0.826804,0.153343,0.012427,0.178241,0.853706,,,,0.119826,0.034281,0.212176,0.040691,0.013519,0.217404,0.051207,0.013314,0.158561,0.153061,0.013032,0.177991,0.157345,0.018555,-0.188938,-0.000797,0.018401,0.004545,0.138303,0.376381,0.148547,0.119292,0.376353,0.250579,0.007128,0.017975,-0.194832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,9.500000,0.005381,0.955832,-0.014283,-0.293519,0.090317,0.017646,0.204812,0.054848,0.085534,0.014499,0.256541,1.000000,0.120945,0.034837,0.213080,0.711648,0.039875,0.013852,0.217652,0.709697,0.051887,0.012609,0.158547,0.826848,0.153344,0.012434,0.178241,0.852523,,,,0.119828,0.034282,0.212176,0.040695,0.013523,0.217404,0.051205,0.013318,0.158561,0.153062,0.013050,0.177977,0.157343,0.018556,-0.188936,-0.000795,0.018403,0.004540,0.138294,0.376340,0.148547,0.119291,0.376356,0.250587,0.007140,0.017976,-0.194837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,9.520000,0.005411,0.955834,-0.014350,-0.293505,0.090316,0.017646,0.204813,0.054850,0.085531,0.014507,0.256542,1.000000,0.120944,0.034838,0.213079,0.711861,0.039873,0.013855,0.217651,0.710566,0.051887,0.012603,0.158547,0.826302,0.153344,0.012429,0.178244,0.852198,,,,0.119827,0.034285,0.212177,0.040686,0.013526,0.217402,0.051209,0.013313,0.158561,0.153067,0.013029,0.178002,0.157342,0.018556,-0.188936,-0.000800,0.018404,0.004543,0.138303,0.376381,0.148547,0.119279,0.376369,0.250596,0.007141,0.017981,-0.194833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,9.540000,0.005469,0.955834,-0.014291,-0.293508,0.090303,0.017647,0.204817,0.054845,0.085518,0.014503,0.256546,1.000000,0.120934,0.034833,0.213085,0.709581,0.039860,0.013862,0.217656,0.706519,0.051874,0.012613,0.158551,0.830052,0.153330,0.012423,0.178248,0.852140,,,,0.119822,0.034279,0.212180,0.040686,0.013526,0.217398,0.051206,0.013315,0.158563,0.153017,0.013061,0.177964,0.157345,0.018551,-0.188937,-0.000799,0.018403,0.004542,0.138291,0.376384,0.148540,0.119295,0.376345,0.250567,0.007122,0.017960,-0.194823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,9.560000,0.005414,0.955842,-0.014285,-0.293483,0.090310,0.017645,0.204817,0.054852,0.085523,0.014499,0.256545,1.000000,0.120938,0.034835,0.213087,0.709581,0.039867,0.013855,0.217653,0.706519,0.051884,0.012609,0.158549,0.830052,0.153339,0.012429,0.178251,0.852140,,,,0.119819,0.034276,0.212179,0.040681,0.013525,0.217401,0.051204,0.013315,0.158571,0.153062,0.013030,0.178001,0.157340,0.018556,-0.188936,-0.000800,0.018405,0.004545,0.138288,0.376341,0.148550,0.119287,0.376351,0.250578,0.007135,0.017976,-0.194829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,9.580000,0.005419,0.955832,-0.014304,-0.293514,0.090312,0.017644,0.204816,0.054849,0.085529,0.014500,0.256545,1.000000,0.120941,0.034834,0.213083,0.710723,0.039870,0.013854,0.217655,0.710871,0.051883,0.012606,0.158551,0.827075,0.153340,0.012427,0.178246,0.852586,,,,0.119822,0.034276,0.212178,0.040682,0.013528,0.217411,0.051206,0.013313,0.158564,0.153057,0.013037,0.177994,0.157343,0.018556,-0.188933,-0.000801,0.018403,0.004542,0.138298,0.376384,0.148543,0.119287,0.376357,0.250584,0.007138,0.017977,-0.194832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,9.600000,0.005360,0.955828,-0.014309,-0.293529,0.090314,0.017643,0.204813,0.054844,0.085532,0.014497,0.256541,1.000000,0.120941,0.034836,0.213079,0.711596,0.039872,0.013847,0.217653,0.711933,0.051883,0.012602,0.158548,0.828273,0.153341,0.012434,0.178240,0.853341,,,,0.119822,0.034280,0.212174,0.040683,0.013518,0.217411,0.051205,0.013315,0.158557,0.153054,0.013049,0.177978,0.157344,0.018551,-0.188938,-0.000800,0.018403,0.004545,0.138296,0.376346,0.148542,0.119291,0.376357,0.250583,0.007131,0.017969,-0.194830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,9.620000,0.005474,0.955831,-0.014265,-0.293518,0.090304,0.017648,0.204815,0.054844,0.085520,0.014502,0.256544,1.000000,0.120935,0.034833,0.213083,0.708870,0.039861,0.013863,0.217655,0.708297,0.051873,0.012617,0.158550,0.831324,0.153330,0.012423,0.178245,0.850978,,,,0.119827,0.034277,0.212168,0.040688,0.013523,0.217407,0.051206,0.013320,0.158555,0.153016,0.013058,0.177968,0.157345,0.018555,-0.188933,-0.000802,0.018403,0.004545,0.138293,0.376344,0.148541,0.119290,0.376351,0.250579,0.007138,0.017978,-0.194831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
