Format Version,1.21,Take Name,Take 2024-08-16 12.26.00 AM,Capture Frame Rate,50.000000,Export Frame Rate,50.000000,Capture Start Time,2024-08-16 12.26.00.842 AM,Total Frames in Take,3047,Total Exported Frames,3047,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
318,6.360000,0.000567,-0.023951,0.000265,0.999713,0.215008,0.017294,0.155008,0.000191,0.249808,0.012625,0.116592,0.958243,0.195803,0.034301,0.129634,0.960641,0.262982,0.013018,0.175105,0.954173,0.217891,0.013529,0.215177,0.943529,0.148557,0.012995,0.138535,0.944748,0.249906,0.012459,0.116810,0.195830,0.034296,0.129680,0.262914,0.013127,0.174936,0.218165,0.013514,0.215432,0.148416,0.013119,0.138357,0.000499,0.018397,0.004477,0.009001,0.017782,-0.194977,0.159269,0.018575,-0.188606,0.244490,0.376278,0.197698,0.144913,0.376711,0.166216,0.222972,0.375834,0.096865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,6.380000,0.000600,-0.023940,0.000258,0.999713,0.215011,0.017296,0.155006,0.000192,0.249809,0.012630,0.116588,0.958243,0.195805,0.034305,0.129633,0.960641,0.262985,0.013019,0.175101,0.954173,0.217895,0.013528,0.215174,0.943529,0.148559,0.012999,0.138534,0.944748,0.249908,0.012462,0.116807,0.195834,0.034302,0.129680,0.262919,0.013129,0.174929,0.218164,0.013509,0.215429,0.148417,0.013120,0.138361,0.000500,0.018398,0.004475,0.009187,0.018674,-0.195586,0.159272,0.018579,-0.188607,0.244490,0.376276,0.197695,0.144864,0.376718,0.166242,0.222964,0.375842,0.096859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,6.400000,0.000540,-0.023958,0.000249,0.999713,0.215009,0.017300,0.155009,0.000192,0.249809,0.012628,0.116593,0.957994,0.195805,0.034306,0.129633,0.960305,0.262983,0.013024,0.175106,0.953424,0.217891,0.013538,0.215177,0.943585,0.148558,0.013002,0.138535,0.944457,0.249903,0.012462,0.116810,0.195829,0.034302,0.129677,0.262923,0.013126,0.174927,0.218160,0.013525,0.215441,0.148421,0.013130,0.138353,0.000497,0.018396,0.004476,0.009189,0.018679,-0.195588,0.159268,0.018576,-0.188608,0.244485,0.376276,0.197697,0.144875,0.376703,0.166254,0.222976,0.375831,0.096879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,6.420000,0.000605,-0.023915,0.000251,0.999714,0.215009,0.017293,0.155006,0.000193,0.249806,0.012627,0.116586,0.957521,0.195803,0.034303,0.129634,0.960269,0.262985,0.013015,0.175099,0.952579,0.217897,0.013524,0.215174,0.943574,0.148557,0.012997,0.138537,0.944966,0.249904,0.012458,0.116805,0.195832,0.034300,0.129686,0.262917,0.013117,0.174918,0.218168,0.013511,0.215429,0.148416,0.013116,0.138362,0.000502,0.018401,0.004473,0.009239,0.018018,-0.194963,0.159270,0.018577,-0.188610,0.244490,0.376274,0.197697,0.144916,0.376711,0.166217,0.222973,0.375837,0.096869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,6.440000,0.000573,-0.023969,0.000254,0.999713,0.215012,0.017295,0.155007,0.000191,0.249813,0.012627,0.116591,0.957752,0.195808,0.034303,0.129632,0.961583,0.262985,0.013019,0.175105,0.953358,0.217893,0.013530,0.215175,0.942740,0.148561,0.012998,0.138531,0.946184,0.249911,0.012460,0.116813,0.195830,0.034296,0.129679,0.262921,0.013121,0.174928,0.218166,0.013515,0.215431,0.148426,0.013128,0.138347,0.000500,0.018400,0.004475,0.009148,0.018530,-0.195491,0.159270,0.018578,-0.188606,0.244497,0.376274,0.197690,0.144880,0.376703,0.166252,0.222968,0.375843,0.096854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,6.460000,0.000571,-0.023978,0.000209,0.999712,0.215019,0.017301,0.155008,0.000173,0.249819,0.012629,0.116593,0.957752,0.195817,0.034310,0.129633,0.961583,0.262991,0.013020,0.175107,0.953358,0.217898,0.013535,0.215177,0.942740,0.148568,0.013010,0.138531,0.946184,0.249908,0.012460,0.116813,0.195831,0.034300,0.129680,0.262920,0.013127,0.174933,0.218165,0.013514,0.215433,0.148471,0.013128,0.138370,0.000497,0.018395,0.004473,0.009146,0.018530,-0.195489,0.159273,0.018575,-0.188608,0.244494,0.376277,0.197697,0.144917,0.376711,0.166217,0.222974,0.375837,0.096871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,6.480000,0.000605,-0.023948,0.000242,0.999713,0.215008,0.017294,0.155008,0.000191,0.249807,0.012627,0.116590,0.960769,0.195803,0.034304,0.129634,0.963662,0.262982,0.013015,0.175104,0.956791,0.217891,0.013525,0.215176,0.945716,0.148556,0.012999,0.138535,0.956835,0.249904,0.012459,0.116810,0.195831,0.034300,0.129681,0.262916,0.013122,0.174933,0.218164,0.013507,0.215427,0.148416,0.013119,0.138360,0.000500,0.018395,0.004476,0.009358,0.018726,-0.195583,0.159269,0.018575,-0.188608,0.244494,0.376275,0.197691,0.144880,0.376702,0.166256,0.222962,0.375844,0.096855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,6.500000,0.000564,-0.023949,0.000290,0.999713,0.215007,0.017297,0.155010,0.000191,0.249806,0.012630,0.116593,0.958005,0.195800,0.034303,0.129635,0.960832,0.262981,0.013024,0.175106,0.954063,0.217890,0.013533,0.215178,0.943800,0.148555,0.012994,0.138537,0.945039,0.249904,0.012464,0.116809,0.195829,0.034299,0.129681,0.262914,0.013133,0.174937,0.218159,0.013516,0.215432,0.148412,0.013116,0.138362,0.000496,0.018397,0.004480,0.009151,0.018530,-0.195490,0.159267,0.018574,-0.188606,0.244485,0.376279,0.197696,0.144863,0.376717,0.166241,0.222967,0.375838,0.096864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,6.520000,0.000606,-0.023966,0.000260,0.999713,0.215013,0.017296,0.155006,0.000191,0.249813,0.012631,0.116590,0.957586,0.195809,0.034306,0.129632,0.961672,0.262986,0.013019,0.175104,0.952702,0.217894,0.013527,0.215174,0.943203,0.148562,0.012999,0.138530,0.945936,0.249910,0.012462,0.116811,0.195834,0.034299,0.129681,0.262925,0.013121,0.174924,0.218163,0.013507,0.215424,0.148425,0.013126,0.138349,0.000499,0.018399,0.004470,0.009190,0.018677,-0.195592,0.159271,0.018577,-0.188609,0.244491,0.376276,0.197697,0.144904,0.376729,0.166204,0.222966,0.375843,0.096853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,6.540000,0.000563,-0.023938,0.000141,0.999713,0.215021,0.017302,0.155008,0.000170,0.249818,0.012624,0.116590,0.960522,0.195819,0.034313,0.129634,0.964212,0.262995,0.013014,0.175103,0.956907,0.217905,0.013537,0.215176,0.947202,0.148568,0.013019,0.138536,0.958972,0.249911,0.012459,0.116809,0.195834,0.034296,0.129682,0.262921,0.013123,0.174927,0.218166,0.013512,0.215428,0.148477,0.013138,0.138384,0.000502,0.018395,0.004474,0.009152,0.018525,-0.195491,0.159269,0.018576,-0.188605,0.244494,0.376274,0.197693,0.144880,0.376702,0.166255,0.222974,0.375837,0.096863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,6.560000,0.000568,-0.023958,0.000228,0.999713,0.215012,0.017296,0.155010,0.000190,0.249812,0.012626,0.116593,0.960522,0.195809,0.034305,0.129635,0.964212,0.262986,0.013017,0.175107,0.956907,0.217894,0.013531,0.215178,0.947202,0.148561,0.013003,0.138535,0.958972,0.249907,0.012457,0.116815,0.195833,0.034299,0.129680,0.262922,0.013122,0.174930,0.218166,0.013514,0.215436,0.148426,0.013129,0.138357,0.000500,0.018399,0.004472,0.009144,0.018525,-0.195489,0.159269,0.018578,-0.188604,0.244488,0.376280,0.197696,0.144917,0.376707,0.166217,0.222971,0.375841,0.096864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,6.580000,0.000599,-0.023941,0.000247,0.999713,0.215014,0.017295,0.155007,0.000189,0.249812,0.012628,0.116589,0.958398,0.195809,0.034304,0.129634,0.961275,0.262988,0.013017,0.175103,0.953302,0.217898,0.013526,0.215175,0.942671,0.148562,0.012999,0.138535,0.946311,0.249906,0.012462,0.116809,0.195837,0.034293,0.129683,0.262922,0.013123,0.174925,0.218166,0.013508,0.215430,0.148427,0.013128,0.138354,0.000501,0.018396,0.004475,0.009183,0.018680,-0.195594,0.159269,0.018576,-0.188610,0.244491,0.376276,0.197697,0.144877,0.376704,0.166254,0.222960,0.375847,0.096852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,6.600000,0.000636,-0.024047,0.000034,0.999711,0.215053,0.017292,0.155030,0.000207,0.249858,0.012614,0.116619,0.959597,0.195861,0.034312,0.129654,0.950959,0.263021,0.012992,0.175135,0.939627,0.217923,0.013518,0.215198,0.952923,0.148603,0.013026,0.138544,0.938392,0.249904,0.012461,0.116808,0.196009,0.034237,0.129792,0.262920,0.013125,0.174929,0.218165,0.013517,0.215436,0.148423,0.013129,0.138351,0.000497,0.018394,0.004476,0.009204,0.018576,-0.195396,0.159270,0.018573,-0.188607,0.244488,0.376275,0.197696,0.144913,0.376711,0.166213,0.222959,0.375848,0.096849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,6.620000,0.000530,-0.023951,0.000274,0.999713,0.215007,0.017297,0.155010,0.000190,0.249806,0.012626,0.116594,0.958247,0.195801,0.034302,0.129634,0.960740,0.262981,0.013024,0.175107,0.954508,0.217890,0.013537,0.215179,0.944073,0.148556,0.012996,0.138537,0.945484,0.249902,0.012457,0.116815,0.195831,0.034298,0.129680,0.262912,0.013137,0.174940,0.218163,0.013514,0.215429,0.148417,0.013114,0.138363,0.000499,0.018395,0.004476,0.009150,0.018529,-0.195496,0.159267,0.018575,-0.188607,0.244490,0.376277,0.197697,0.144882,0.376700,0.166248,0.222966,0.375844,0.096857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,6.640000,0.000574,-0.023943,0.000243,0.999713,0.215013,0.017298,0.155007,0.000190,0.249811,0.012628,0.116590,0.958247,0.195808,0.034306,0.129633,0.960740,0.262987,0.013020,0.175103,0.954508,0.217897,0.013532,0.215176,0.944073,0.148561,0.013002,0.138535,0.945484,0.249905,0.012461,0.116807,0.195832,0.034302,0.129681,0.262921,0.013128,0.174931,0.218171,0.013520,0.215439,0.148425,0.013130,0.138351,0.000502,0.018398,0.004475,0.009201,0.018577,-0.195390,0.159270,0.018575,-0.188608,0.244494,0.376276,0.197698,0.144870,0.376717,0.166239,0.222977,0.375831,0.096868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,6.660000,0.000559,-0.023949,0.000214,0.999713,0.215013,0.017295,0.155009,0.000188,0.249812,0.012623,0.116592,0.959452,0.195809,0.034304,0.129634,0.961009,0.262987,0.013015,0.175105,0.953790,0.217896,0.013531,0.215177,0.942499,0.148561,0.013003,0.138536,0.945551,0.249906,0.012456,0.116810,0.195836,0.034299,0.129681,0.262920,0.013120,0.174931,0.218169,0.013516,0.215433,0.148428,0.013126,0.138358,0.000499,0.018398,0.004475,0.009188,0.018685,-0.195593,0.159270,0.018577,-0.188606,0.244487,0.376307,0.197691,0.144868,0.376717,0.166242,0.222972,0.375838,0.096865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,6.680000,0.000587,-0.023951,0.000307,0.999713,0.215008,0.017293,0.155010,0.000193,0.249808,0.012629,0.116593,0.957955,0.195802,0.034299,0.129636,0.959633,0.262983,0.013021,0.175106,0.953809,0.217892,0.013526,0.215178,0.944114,0.148557,0.012989,0.138536,0.943326,0.249909,0.012463,0.116809,0.195834,0.034297,0.129681,0.262913,0.013129,0.174937,0.218162,0.013511,0.215432,0.148410,0.013105,0.138366,0.000494,0.018396,0.004478,0.009006,0.017788,-0.194981,0.159272,0.018576,-0.188604,0.244493,0.376278,0.197696,0.144866,0.376716,0.166239,0.222970,0.375838,0.096867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,6.700000,0.000568,-0.023948,0.000270,0.999713,0.215009,0.017295,0.155009,0.000193,0.249808,0.012627,0.116591,0.957640,0.195803,0.034302,0.129634,0.960377,0.262983,0.013020,0.175105,0.953542,0.217892,0.013531,0.215177,0.943592,0.148557,0.012996,0.138536,0.944169,0.249907,0.012461,0.116811,0.195833,0.034299,0.129678,0.262917,0.013127,0.174933,0.218163,0.013512,0.215428,0.148413,0.013115,0.138363,0.000494,0.018398,0.004476,0.009190,0.018682,-0.195591,0.159268,0.018578,-0.188606,0.244491,0.376276,0.197695,0.144861,0.376718,0.166242,0.222963,0.375841,0.096858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,6.720000,0.000589,-0.023948,0.000221,0.999713,0.215010,0.017296,0.155007,0.000190,0.249809,0.012627,0.116590,0.957640,0.195806,0.034306,0.129633,0.960377,0.262984,0.013016,0.175103,0.953542,0.217893,0.013529,0.215175,0.943592,0.148558,0.013004,0.138534,0.944169,0.249907,0.012460,0.116811,0.195830,0.034300,0.129679,0.262913,0.013126,0.174934,0.218167,0.013510,0.215430,0.148420,0.013132,0.138353,0.000493,0.018395,0.004476,0.009381,0.018797,-0.195623,0.159269,0.018580,-0.188608,0.244491,0.376277,0.197695,0.144876,0.376700,0.166253,0.222970,0.375834,0.096865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,6.740000,0.000572,-0.023951,0.000245,0.999713,0.215012,0.017297,0.155009,0.000191,0.249811,0.012628,0.116592,0.958060,0.195807,0.034305,0.129634,0.961002,0.262986,0.013019,0.175105,0.954343,0.217895,0.013532,0.215177,0.943353,0.148560,0.013001,0.138535,0.945735,0.249908,0.012460,0.116812,0.195833,0.034296,0.129685,0.262920,0.013125,0.174927,0.218167,0.013515,0.215435,0.148424,0.013131,0.138352,0.000499,0.018395,0.004477,0.009144,0.018527,-0.195488,0.159267,0.018575,-0.188605,0.244494,0.376277,0.197692,0.144881,0.376699,0.166247,0.222975,0.375835,0.096863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,6.760000,0.000628,-0.024061,0.000059,0.999710,0.215054,0.017292,0.155030,0.000206,0.249860,0.012614,0.116621,0.958721,0.195861,0.034310,0.129654,0.952128,0.263022,0.012994,0.175137,0.939132,0.217922,0.013518,0.215199,0.953442,0.148604,0.013023,0.138542,0.939466,0.249907,0.012460,0.116811,0.196008,0.034236,0.129793,0.262923,0.013119,0.174923,0.218162,0.013513,0.215426,0.148426,0.013124,0.138351,0.000498,0.018398,0.004473,0.009201,0.018581,-0.195400,0.159272,0.018579,-0.188607,0.244494,0.376274,0.197698,0.144909,0.376727,0.166202,0.222972,0.375837,0.096862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,6.780000,0.000591,-0.023949,0.000276,0.999713,0.215011,0.017296,0.155009,0.000195,0.249811,0.012630,0.116592,0.956764,0.195806,0.034304,0.129636,0.960382,0.262986,0.013021,0.175106,0.952413,0.217895,0.013529,0.215178,0.942784,0.148560,0.012996,0.138536,0.944030,0.249912,0.012461,0.116814,0.195833,0.034299,0.129683,0.262922,0.013120,0.174925,0.218169,0.013514,0.215432,0.148417,0.013119,0.138359,0.000497,0.018399,0.004473,0.009186,0.018685,-0.195595,0.159272,0.018573,-0.188608,0.244491,0.376276,0.197697,0.144868,0.376719,0.166241,0.222967,0.375839,0.096864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,6.800000,0.000567,-0.023954,0.000111,0.999713,0.215021,0.017305,0.155008,0.000168,0.249819,0.012626,0.116591,0.956764,0.195821,0.034318,0.129633,0.960382,0.262994,0.013014,0.175104,0.952413,0.217902,0.013539,0.215176,0.942784,0.148568,0.013026,0.138534,0.944030,0.249907,0.012459,0.116809,0.195830,0.034303,0.129680,0.262916,0.013123,0.174928,0.218167,0.013512,0.215431,0.148487,0.013147,0.138378,0.000501,0.018398,0.004473,0.009147,0.018521,-0.195483,0.159270,0.018577,-0.188608,0.244487,0.376275,0.197697,0.144862,0.376716,0.166238,0.222970,0.375837,0.096863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,6.820000,0.000588,-0.023932,0.000259,0.999713,0.215011,0.017295,0.155011,0.000191,0.249808,0.012628,0.116592,0.961548,0.195805,0.034303,0.129637,0.963769,0.262985,0.013018,0.175105,0.957809,0.217896,0.013528,0.215179,0.947134,0.148559,0.012997,0.138540,0.960324,0.249907,0.012461,0.116810,0.195833,0.034298,0.129685,0.262920,0.013124,0.174932,0.218165,0.013512,0.215434,0.148418,0.013119,0.138365,0.000496,0.018397,0.004480,0.009147,0.018527,-0.195488,0.159267,0.018578,-0.188606,0.244486,0.376278,0.197695,0.144877,0.376699,0.166255,0.222961,0.375844,0.096854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,6.840000,0.000607,-0.023934,0.000275,0.999713,0.215010,0.017293,0.155009,0.000194,0.249808,0.012629,0.116590,0.957103,0.195804,0.034302,0.129636,0.959810,0.262985,0.013017,0.175103,0.953725,0.217896,0.013524,0.215177,0.943444,0.148559,0.012994,0.138538,0.943815,0.249911,0.012460,0.116811,0.195831,0.034300,0.129683,0.262914,0.013124,0.174932,0.218170,0.013511,0.215432,0.148414,0.013114,0.138362,0.000497,0.018396,0.004478,0.008999,0.017786,-0.194976,0.159272,0.018579,-0.188607,0.244493,0.376275,0.197693,0.144878,0.376697,0.166257,0.222969,0.375839,0.096860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,6.860000,0.000585,-0.023937,0.000261,0.999713,0.215012,0.017298,0.155009,0.000190,0.249810,0.012631,0.116591,0.957876,0.195806,0.034307,0.129635,0.960989,0.262986,0.013022,0.175104,0.953595,0.217896,0.013532,0.215177,0.943987,0.148560,0.013001,0.138537,0.946475,0.249909,0.012462,0.116810,0.195830,0.034300,0.129688,0.262914,0.013132,0.174930,0.218166,0.013515,0.215432,0.148424,0.013128,0.138355,0.000498,0.018397,0.004477,0.009189,0.018679,-0.195586,0.159268,0.018578,-0.188608,0.244494,0.376273,0.197695,0.144882,0.376702,0.166252,0.222967,0.375843,0.096856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
