7/25/2024  4:46 PM
Units: N
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	0.00	0.000	
2	0.00	0.099	
3	0.00	0.149	
4	0.00	0.199	
5	0.00	0.250	
6	0.00	0.300	
7	0.00	0.349	
8	0.00	0.400	
9	0.00	0.450	
10	0.00	0.499	
11	0.00	0.549	
12	0.00	0.600	
13	0.00	0.649	
14	0.00	0.699	
15	0.00	0.750	
16	0.00	0.800	
17	0.00	0.850	
18	0.00	0.899	
19	0.00	0.950	
20	0.00	1.000	
21	0.00	1.049	
22	0.00	1.100	
23	0.00	1.150	
24	0.00	1.199	
25	0.00	1.250	
26	0.00	1.300	
27	0.00	1.349	
28	0.00	1.399	
29	0.00	1.449	
30	0.00	1.500	
31	0.00	1.549	
32	0.00	1.599	
33	0.00	1.650	
34	0.00	1.700	
35	0.00	1.750	
36	0.00	1.800	
37	0.00	1.849	
38	0.00	1.900	
39	0.00	1.949	
40	0.00	2.000	
41	0.00	2.049	
42	0.00	2.100	
43	0.00	2.150	
44	0.00	2.200	
45	0.00	2.249	
46	0.00	2.299	
47	0.00	2.350	
48	0.00	2.400	
49	0.00	2.449	
50	0.00	2.500	
51	0.00	2.550	
52	0.00	2.599	
53	0.00	2.650	
54	0.00	2.699	
55	0.00	2.749	
56	0.00	2.800	
57	0.00	2.849	
58	0.00	2.900	
59	0.00	2.949	
60	0.00	3.000	
61	0.00	3.049	
62	0.00	3.099	
63	0.00	3.149	
64	0.00	3.199	
65	0.00	3.250	
66	0.00	3.300	
67	0.00	3.349	
68	0.00	3.399	
69	0.00	3.450	
70	0.00	3.499	
71	0.00	3.549	
72	0.00	3.599	
73	0.00	3.649	
74	0.00	3.699	
75	0.00	3.750	
76	0.00	3.800	
77	0.00	3.850	
78	0.00	3.900	
79	0.00	3.949	
80	0.00	3.999	
81	0.10	4.050	
82	0.38	4.100	
83	0.74	4.150	
84	1.26	4.199	
85	1.82	4.250	
86	2.56	4.300	
87	3.48	4.349	
88	4.50	4.399	
89	5.56	4.450	
90	6.68	4.499	
91	7.64	4.550	
92	8.58	4.599	
93	9.36	4.650	
94	10.12	4.700	
95	10.58	4.750	
96	10.64	4.800	
97	10.60	4.849	
98	10.56	4.900	
99	10.54	4.950	
100	10.50	4.999	
101	10.50	5.050	
102	10.48	5.099	
103	10.46	5.149	
104	10.46	5.200	
105	10.44	5.250	
106	10.44	5.300	
107	10.42	5.349	
108	10.42	5.399	
109	10.40	5.450	
110	10.40	5.499	
111	10.40	5.550	
112	9.44	5.600	
113	7.54	5.649	
114	5.90	5.701	
115	4.54	5.750	
116	3.48	5.800	
117	2.72	5.849	
118	2.04	5.900	
119	1.44	5.949	
120	1.04	5.999	
121	0.84	6.049	
122	0.80	6.099	
123	0.72	6.149	
124	0.68	6.200	
125	0.54	6.250	
126	0.54	6.299	
127	0.54	6.350	
128	0.56	6.400	
129	0.56	6.449	
130	0.54	6.499	
131	0.42	6.550	
132	0.34	6.599	
133	0.26	6.650	
