7/25/2024  4:59 PM
Units: N
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	0.00	0.000	
2	0.00	0.097	
3	0.00	0.147	
4	0.00	0.198	
5	0.00	0.247	
6	0.00	0.297	
7	0.00	0.348	
8	0.00	0.398	
9	0.00	0.447	
10	0.00	0.498	
11	0.00	0.548	
12	0.00	0.597	
13	0.00	0.648	
14	0.00	0.698	
15	0.00	0.747	
16	0.00	0.798	
17	0.00	0.847	
18	0.00	0.897	
19	0.00	0.948	
20	0.02	0.997	
21	0.02	1.048	
22	0.00	1.097	
23	0.00	1.147	
24	0.00	1.197	
25	0.00	1.247	
26	0.00	1.298	
27	0.00	1.347	
28	0.00	1.398	
29	0.00	1.447	
30	0.00	1.498	
31	0.00	1.547	
32	0.00	1.598	
33	0.00	1.647	
34	0.00	1.697	
35	0.00	1.748	
36	0.00	1.797	
37	0.00	1.848	
38	0.00	1.897	
39	0.00	1.947	
40	0.02	1.997	
41	0.00	2.048	
42	0.00	2.097	
43	0.00	2.148	
44	0.00	2.197	
45	0.00	2.248	
46	0.00	2.297	
47	0.00	2.348	
48	0.00	2.397	
49	0.00	2.448	
50	0.00	2.497	
51	0.00	2.548	
52	0.00	2.598	
53	0.00	2.648	
54	0.00	2.698	
55	0.00	2.748	
56	0.00	2.797	
57	0.00	2.848	
58	0.00	2.897	
59	0.00	2.948	
60	0.02	2.997	
61	0.00	3.048	
62	0.00	3.097	
63	0.00	3.149	
64	0.00	3.198	
65	0.02	3.248	
66	0.00	3.298	
67	0.00	3.348	
68	0.00	3.397	
69	0.00	3.448	
70	0.00	3.497	
71	0.00	3.548	
72	0.00	3.597	
73	0.00	3.648	
74	0.00	3.697	
75	0.00	3.747	
76	0.00	3.798	
77	0.00	3.847	
78	0.00	3.898	
79	0.00	3.948	
80	0.00	3.998	
81	0.00	4.048	
82	0.00	4.098	
83	0.00	4.148	
84	0.00	4.198	
85	0.00	4.247	
86	0.00	4.298	
87	0.00	4.347	
88	0.00	4.397	
89	0.00	4.447	
90	0.00	4.497	
91	0.00	4.548	
92	0.00	4.597	
93	0.00	4.647	
94	0.06	4.698	
95	0.18	4.747	
96	0.44	4.797	
97	0.76	4.848	
98	1.26	4.898	
99	1.90	4.947	
100	2.56	4.998	
101	3.36	5.047	
102	4.06	5.098	
103	4.62	5.147	
104	4.94	5.198	
105	4.98	5.247	
106	4.96	5.298	
107	4.94	5.348	
108	4.92	5.397	
109	4.92	5.448	
110	4.90	5.497	
111	4.90	5.548	
112	4.88	5.598	
113	4.88	5.647	
114	4.88	5.698	
115	4.86	5.747	
116	4.86	5.797	
117	4.86	5.848	
118	4.86	5.897	
119	4.86	5.947	
120	4.84	5.998	
121	4.84	6.048	
122	4.84	6.097	
123	4.84	6.149	
124	4.84	6.198	
125	4.82	6.248	
126	4.82	6.298	
127	4.82	6.348	
128	4.82	6.397	
129	4.82	6.448	
130	4.82	6.497	
131	4.82	6.548	
132	4.82	6.597	
133	4.82	6.647	
134	4.82	6.698	
135	4.82	6.747	
136	4.82	6.798	
137	4.80	6.848	
138	4.80	6.897	
139	4.80	6.947	
140	4.80	6.997	
141	4.80	7.048	
142	4.80	7.097	
143	4.80	7.147	
144	4.80	7.198	
145	4.80	7.247	
146	4.80	7.297	
147	4.80	7.347	
148	4.80	7.398	
149	4.78	7.447	
150	4.80	7.497	
151	4.78	7.547	
152	4.78	7.597	
153	4.78	7.647	
154	4.78	7.698	
155	4.78	7.748	
156	4.78	7.798	
157	4.78	7.848	
158	4.78	7.897	
159	4.78	7.948	
160	4.78	7.997	
161	4.78	8.048	
162	4.78	8.097	
163	4.78	8.148	
164	4.78	8.198	
165	4.78	8.247	
166	4.78	8.298	
167	4.76	8.348	
168	4.78	8.398	
169	4.76	8.447	
170	4.76	8.498	
171	4.76	8.547	
172	4.76	8.597	
173	4.76	8.647	
174	4.76	8.698	
175	4.56	8.748	
176	3.64	8.797	
177	2.58	8.847	
178	1.74	8.897	
179	1.12	8.949	
180	0.66	8.998	
181	0.44	9.047	
182	0.42	9.097	
183	0.42	9.147	
184	0.40	9.198	
185	0.40	9.248	
186	0.40	9.298	
187	0.40	9.347	
188	0.40	9.398	
189	0.40	9.447	
190	0.40	9.497	
191	0.40	9.547	
192	0.38	9.597	
193	0.40	9.647	
194	0.40	9.698	
195	0.38	9.748	
196	0.40	9.797	
197	0.38	9.848	
198	0.38	9.897	
199	0.38	9.948	
200	0.38	9.998	
201	0.38	10.048	
202	0.38	10.097	
203	0.38	10.148	
204	0.38	10.197	
205	0.38	10.247	
206	0.38	10.297	
207	0.38	10.348	
208	0.38	10.398	
209	0.38	10.448	
210	0.38	10.498	
211	0.38	10.548	
212	0.38	10.598	
