7/23/2024  12:47 PM
Units: N
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	-0.02	0.000	
2	-0.04	0.100	
3	-0.02	0.151	
4	-0.04	0.201	
5	-0.04	0.250	
6	-0.04	0.301	
7	-0.04	0.350	
8	-0.04	0.401	
9	-0.02	0.450	
10	-0.02	0.501	
11	-0.02	0.550	
12	-0.04	0.600	
13	-0.04	0.650	
14	-0.04	0.701	
15	-0.04	0.750	
16	-0.04	0.801	
17	-0.02	0.850	
18	-0.04	0.900	
19	-0.02	0.950	
20	-0.04	1.000	
21	-0.04	1.050	
22	-0.04	1.100	
23	-0.04	1.150	
24	-0.04	1.200	
25	-0.02	1.250	
26	-0.04	1.301	
27	-0.02	1.350	
28	-0.04	1.400	
29	-0.04	1.450	
30	-0.04	1.500	
31	-0.02	1.551	
32	-0.04	1.600	
33	-0.02	1.650	
34	-0.02	1.701	
35	-0.02	1.750	
36	-0.02	1.801	
37	-0.02	1.850	
38	-0.02	1.900	
39	-0.02	1.951	
40	-0.04	2.000	
41	-0.02	2.050	
42	-0.02	2.100	
43	-0.04	2.150	
44	-0.02	2.200	
45	-0.04	2.250	
46	-0.02	2.300	
47	-0.02	2.350	
48	-0.04	2.400	
49	-0.04	2.450	
50	-0.02	2.500	
51	-0.04	2.550	
52	-0.02	2.601	
53	-0.04	2.650	
54	-0.04	2.700	
55	-0.04	2.750	
56	-0.04	2.800	
57	-0.04	2.851	
58	-0.02	2.900	
59	-0.02	2.951	
60	-0.02	3.000	
61	-0.04	3.050	
62	-0.02	3.101	
63	-0.02	3.150	
64	-0.02	3.200	
65	-0.02	3.251	
66	-0.02	3.300	
67	-0.02	3.350	
68	-0.02	3.400	
69	-0.02	3.450	
70	-0.02	3.501	
71	-0.02	3.550	
72	-0.04	3.600	
73	-0.02	3.650	
74	-0.02	3.701	
75	-0.02	3.750	
76	-0.02	3.800	
77	-0.02	3.850	
78	-0.04	3.900	
79	-0.02	3.950	
80	-0.02	4.000	
81	-0.02	4.050	
82	-0.04	4.100	
83	-0.04	4.150	
84	-0.02	4.200	
85	-0.02	4.251	
86	-0.02	4.300	
87	-0.04	4.350	
88	-0.02	4.400	
89	-0.02	4.451	
90	-0.02	4.500	
91	-0.02	4.551	
92	-0.02	4.600	
93	-0.02	4.650	
94	-0.02	4.701	
95	-0.02	4.750	
96	-0.02	4.800	
97	-0.02	4.851	
98	-0.02	4.900	
99	-0.02	4.951	
100	-0.02	5.000	
101	-0.02	5.051	
102	-0.02	5.100	
103	-0.02	5.150	
104	-0.02	5.200	
105	-0.02	5.250	
106	-0.02	5.301	
107	-0.02	5.350	
108	-0.02	5.401	
109	-0.02	5.450	
110	-0.02	5.501	
111	-0.02	5.550	
112	-0.02	5.601	
113	-0.02	5.650	
114	-0.02	5.700	
115	-0.02	5.750	
116	-0.02	5.801	
117	-0.04	5.850	
118	-0.04	5.901	
119	-0.02	5.950	
120	-0.02	6.000	
121	-0.02	6.050	
122	-0.02	6.100	
123	-0.02	6.150	
124	-0.02	6.200	
125	-0.02	6.250	
126	0.06	6.300	
127	0.24	6.350	
128	0.84	6.400	
129	1.56	6.450	
130	2.72	6.500	
131	2.98	6.550	
132	3.64	6.600	
133	4.26	6.650	
134	4.82	6.700	
135	5.14	6.750	
136	5.18	6.800	
137	5.14	6.850	
138	5.12	6.901	
139	5.10	6.950	
140	5.10	7.001	
141	5.08	7.050	
142	5.08	7.100	
